,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ドジャー,左本塁打,0,0,1,1,表,ツインズ
1,0000,2,ポランコ,空振り三振,1,0,1,1,表,ツインズ
2,1000,3,バクストン,右フライ,2,0,1,1,表,ツインズ
3,2000,4,エスコバル,空振り三振,3,0,1,1,表,ツインズ
4,0000,1,キーアマイヤー,遊フライ,1,0,1,1,裏,レイズ
5,1000,2,ディカーソン,空振り三振,2,0,1,1,裏,レイズ
6,2000,3,ロンゴリア,中本塁打,2,1,1,1,裏,レイズ
7,2000,4,デューダ,空振り三振,3,1,1,1,裏,レイズ
8,0000,5,グロスマン,中安打,0,1,1,2,表,ツインズ
9,0100,6,バルガス,空振り三振,1,1,1,2,表,ツインズ
10,1100,7,グッドラム,空振り三振,2,1,1,2,表,ツインズ
11,2100,8,ジメネス,右安打,2,1,1,2,表,ツインズ
12,2101,9,アドリアンサ,左本塁打,2,1,4,2,表,ツインズ
13,2000,1,ドジャー,二ゴロ,3,1,4,2,表,ツインズ
14,0000,5,ソーザ,空振り三振,1,1,4,2,裏,レイズ
15,1000,6,ミラー,右ライナー,2,1,4,2,裏,レイズ
16,2000,7,エチャバリア,遊安打,2,1,4,2,裏,レイズ
17,2100,8,スミス,左フライ,3,1,4,2,裏,レイズ
18,0000,2,ポランコ,右二塁打,0,1,4,3,表,ツインズ
19,0000,3,バクストン,一フライ,2,1,4,3,表,ツインズ
20,2000,4,エスコバル,中フライ,3,1,4,3,表,ツインズ
21,0000,9,スークレ,三ゴロ,1,1,4,3,裏,レイズ
22,1000,1,キーアマイヤー,右ライナー,2,1,4,3,裏,レイズ
23,2000,2,ディカーソン,四球,2,1,4,3,裏,レイズ
24,2100,3,ロンゴリア,四球,2,1,4,3,裏,レイズ
25,2110,4,デューダ,中本塁打,2,4,4,3,裏,レイズ
26,2000,5,ソーザ,左安打,2,4,4,3,裏,レイズ
27,2100,6,ミラー,盗塁死,3,4,4,3,裏,レイズ
28,0000,5,グロスマン,見逃し三振,1,4,4,4,表,ツインズ
29,1000,6,バルガス,空振り三振,2,4,4,4,表,ツインズ
30,2000,7,グッドラム,空振り三振,3,4,4,4,表,ツインズ
31,0000,6,ミラー,右フライ,1,4,4,4,裏,レイズ
32,1000,7,エチャバリア,三ゴロ,2,4,4,4,裏,レイズ
33,2000,8,スミス,二フライ,3,4,4,4,裏,レイズ
34,0000,8,ジメネス,右安打,0,4,4,5,表,ツインズ
35,0100,9,アドリアンサ,中安打,0,4,4,5,表,ツインズ
36,0110,1,ドジャー,空振り三振,1,4,4,5,表,ツインズ
37,1110,2,ポランコ,死球,1,4,4,5,表,ツインズ
38,1111,3,バクストン,空振り三振,2,4,4,5,表,ツインズ
39,2111,4,エスコバル,右安打,2,4,6,5,表,ツインズ
40,2101,5,グロスマン,空振り三振,3,4,6,5,表,ツインズ
41,0000,9,スークレ,左安打,0,4,6,5,裏,レイズ
42,0100,1,キーアマイヤー,中本塁打,0,6,6,5,裏,レイズ
43,0000,2,ディカーソン,空振り三振,1,6,6,5,裏,レイズ
44,1000,3,ロンゴリア,中二塁打,1,6,6,5,裏,レイズ
45,1010,4,デューダ,敬遠,1,6,6,5,裏,レイズ
46,1110,5,ソーザ,中フライ,2,6,6,5,裏,レイズ
47,2110,6,ミラー,二ゴロ,3,6,6,5,裏,レイズ
48,0000,6,バルガス,二ゴロ,1,6,6,6,表,ツインズ
49,1000,7,グッドラム,遊ゴロ,2,6,6,6,表,ツインズ
50,2000,8,ジメネス,四球,2,6,6,6,表,ツインズ
51,2100,9,アドリアンサ,右フライ,3,6,6,6,表,ツインズ
52,0000,7,エチャバリア,四球,0,6,6,6,裏,レイズ
53,0100,8,スミス,空振り三振,1,6,6,6,裏,レイズ
54,1100,9,スークレ,空振り三振,2,6,6,6,裏,レイズ
55,2100,1,キーアマイヤー,見逃し三振,3,6,6,6,裏,レイズ
56,0000,1,ドジャー,四球,0,6,6,7,表,ツインズ
57,0100,2,ポランコ,遊安打,0,6,6,7,表,ツインズ
58,0001,3,バクストン,空振り三振,1,6,7,7,表,ツインズ
59,1001,4,エスコバル,中安打,1,6,8,7,表,ツインズ
60,1100,5,グロスマン,中二塁打,1,6,8,7,表,ツインズ
61,1011,6,マウアー,敬遠,1,6,8,7,表,ツインズ
62,1111,7,キャプラー,二ゴロ,2,6,9,7,表,ツインズ
63,2101,8,ジメネス,左ライナー,3,6,9,7,表,ツインズ
64,0000,2,ディカーソン,空振り三振,1,6,9,7,裏,レイズ
65,1000,3,ロンゴリア,右ライナー,2,6,9,7,裏,レイズ
66,2000,4,デューダ,二ゴロ,3,6,9,7,裏,レイズ
67,0000,9,アドリアンサ,二ゴロ,1,6,9,8,表,ツインズ
68,1000,1,ドジャー,中フライ,2,6,9,8,表,ツインズ
69,2000,2,ポランコ,一ゴロ,3,6,9,8,表,ツインズ
70,0000,5,ソーザ,空振り三振,1,6,9,8,裏,レイズ
71,1000,6,ミラー,右ライナー,2,6,9,8,裏,レイズ
72,2000,7,エチャバリア,右ライナー,3,6,9,8,裏,レイズ
73,0000,3,バクストン,一ゴロ,1,6,9,9,表,ツインズ
74,1000,4,エスコバル,右三塁打,1,6,9,9,表,ツインズ
75,1001,5,グロスマン,中犠飛,2,6,10,9,表,ツインズ
76,2000,6,マウアー,中フライ,3,6,10,9,表,ツインズ
77,0000,8,スミス,右安打,0,6,10,9,裏,レイズ
