,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,テムズ,捕ゴロ,1,0,0,1,表,ブリュワーズ
1,1000,2,イエリチ,中安打,1,0,0,1,表,ブリュワーズ
2,1100,3,ケーン,四球,1,0,0,1,表,ブリュワーズ
3,1110,4,ショー,右安打,1,0,1,1,表,ブリュワーズ
4,1011,5,サンタナ,空振り三振,2,0,1,1,表,ブリュワーズ
5,2011,6,ソガード,見逃し三振,3,0,1,1,表,ブリュワーズ
6,0000,1,マーゴット,四球,0,0,1,1,裏,パドレス
7,0000,2,ピレラ,右ライナー,2,0,1,1,裏,パドレス
8,2000,3,ホスマー,遊ゴロ,3,0,1,1,裏,パドレス
9,0000,7,ビラー,見逃し三振,1,0,1,2,表,ブリュワーズ
10,1000,8,バンディ,中ライナー,2,0,1,2,表,ブリュワーズ
11,2000,9,スーター,空振り三振,3,0,1,2,表,ブリュワーズ
12,0000,4,レンフロー,中三塁打,0,0,1,2,裏,パドレス
13,0001,5,ビヤヌエバ,遊ゴロ,1,0,1,2,裏,パドレス
14,1001,6,アスアヘ,空振り三振,2,0,1,2,裏,パドレス
15,2001,7,ガルビス,左本塁打,2,2,1,2,裏,パドレス
16,2000,8,ヘッジス,捕邪飛,3,2,1,2,裏,パドレス
17,0000,1,テムズ,中ライナー,1,2,1,3,表,ブリュワーズ
18,1000,2,イエリチ,中安打,1,2,1,3,表,ブリュワーズ
19,1100,3,ケーン,右二塁打,1,2,1,3,表,ブリュワーズ
20,1011,4,ショー,左二塁打,1,2,3,3,表,ブリュワーズ
21,1010,5,サンタナ,四球,1,2,3,3,表,ブリュワーズ
22,1110,6,ソガード,左フライ,2,2,3,3,表,ブリュワーズ
23,2110,7,ビラー,見逃し三振,3,2,3,3,表,ブリュワーズ
24,0000,9,ペルドモ,空振り三振,1,2,3,3,裏,パドレス
25,1000,1,マーゴット,中フライ,2,2,3,3,裏,パドレス
26,2000,2,ピレラ,右二塁打,2,2,3,3,裏,パドレス
27,2010,3,ホスマー,左二塁打,2,3,3,3,裏,パドレス
28,2010,4,レンフロー,捕邪飛,3,3,3,3,裏,パドレス
29,0000,8,バンディ,右フライ,1,3,3,4,表,ブリュワーズ
30,1000,9,スーター,空振り三振,2,3,3,4,表,ブリュワーズ
31,2000,1,テムズ,四球,2,3,3,4,表,ブリュワーズ
32,2010,2,イエリチ,中二塁打,2,3,4,4,表,ブリュワーズ
33,2010,3,ケーン,中安打,2,3,5,4,表,ブリュワーズ
34,2010,4,ショー,敬遠,2,3,5,4,表,ブリュワーズ
35,2110,5,サンタナ,見逃し三振,3,3,5,4,表,ブリュワーズ
36,0000,5,ビヤヌエバ,空振り三振,1,3,5,4,裏,パドレス
37,1000,6,アスアヘ,左フライ,2,3,5,4,裏,パドレス
38,2000,7,ガルビス,遊ゴロ,3,3,5,4,裏,パドレス
39,0000,6,ソガード,一ゴロ,1,3,5,5,表,ブリュワーズ
40,1000,7,ビラー,中ライナー,2,3,5,5,表,ブリュワーズ
41,2000,8,バンディ,左ライナー,3,3,5,5,表,ブリュワーズ
42,0000,8,ヘッジス,二フライ,1,3,5,5,裏,パドレス
43,1000,9,アーリン,左安打,1,3,5,5,裏,パドレス
44,1100,1,マーゴット,空振り三振,2,3,5,5,裏,パドレス
45,2100,2,ピレラ,右フライ,3,3,5,5,裏,パドレス
46,0000,9,ペレス,左フライ,1,3,5,6,表,ブリュワーズ
47,1000,1,テムズ,右フライ,2,3,5,6,表,ブリュワーズ
48,2000,2,イエリチ,中安打,2,3,5,6,表,ブリュワーズ
49,2100,3,ケーン,左フライ,3,3,5,6,表,ブリュワーズ
50,0000,3,ホスマー,空振り三振,1,3,5,6,裏,パドレス
51,1000,4,レンフロー,空振り三振,2,3,5,6,裏,パドレス
52,2000,5,ビヤヌエバ,空振り三振,3,3,5,6,裏,パドレス
53,0000,4,ショー,一ゴロ,1,3,5,7,表,ブリュワーズ
54,1000,5,サンタナ,二ゴロ,2,3,5,7,表,ブリュワーズ
55,2000,6,ソガード,二ゴロ,3,3,5,7,表,ブリュワーズ
56,0000,6,アスアヘ,中フライ,1,3,5,7,裏,パドレス
57,1000,7,ガルビス,右ライナー,2,3,5,7,裏,パドレス
58,2000,8,ヘッジス,空振り三振,3,3,5,7,裏,パドレス
59,0000,7,ビラー,三ゴロ,1,3,5,8,表,ブリュワーズ
60,1000,8,バンディ,左安打,1,3,5,8,表,ブリュワーズ
61,1100,9,アギュラー,投ゴロ,2,3,5,8,表,ブリュワーズ
62,2100,1,テムズ,四球,2,3,5,8,表,ブリュワーズ
63,2110,2,イエリチ,中安打,2,3,6,8,表,ブリュワーズ
64,2110,3,ケーン,右安打,2,3,7,8,表,ブリュワーズ
65,2011,4,ショー,見逃し三振,3,3,7,8,表,ブリュワーズ
66,0000,9,ヘドリー,遊フライ,1,3,7,8,裏,パドレス
67,1000,1,マーゴット,一邪飛,2,3,7,8,裏,パドレス
68,2000,2,ピレラ,二ゴロ,3,3,7,8,裏,パドレス
69,0000,5,サンタナ,四球,0,3,7,9,表,ブリュワーズ
70,0100,6,ソガード,左フライ,1,3,7,9,表,ブリュワーズ
71,1100,7,ビラー,左安打,1,3,7,9,表,ブリュワーズ
72,1011,8,バンディ,空振り三振,2,3,7,9,表,ブリュワーズ
73,2011,9,アルシア,右フライ,3,3,7,9,表,ブリュワーズ
74,0000,3,ホスマー,中安打,0,3,7,9,裏,パドレス
75,0100,4,レンフロー,遊ゴロ併殺,2,3,7,9,裏,パドレス
76,2000,5,ビヤヌエバ,一邪飛,3,3,7,9,裏,パドレス
