,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,マルテ,二安打,0,0,0,1,表,パイレーツ
1,0100,2,ハリソン,右フライ,1,0,0,1,表,パイレーツ
2,1010,3,マカチェン,四球,1,0,0,1,表,パイレーツ
3,1110,4,ベル,右安打,1,0,1,1,表,パイレーツ
4,1101,5,フリース,三安打,1,0,2,1,表,パイレーツ
5,1110,6,ポランコ,右安打,1,0,2,1,表,パイレーツ
6,1111,7,セルベリ,遊ゴロ併殺,3,0,2,1,表,パイレーツ
7,0000,1,ブラックモン,四球,0,0,2,1,裏,ロッキーズ
8,0100,2,ルメーヒュー,右二塁打,0,0,2,1,裏,ロッキーズ
9,0011,3,アレナド,左安打,0,1,2,1,裏,ロッキーズ
10,0101,4,パーラ,中安打,0,2,2,1,裏,ロッキーズ
11,0110,5,デスモンド,遊ゴロ併殺,2,2,2,1,裏,ロッキーズ
12,2001,6,ゴンザレス,左安打,2,3,2,1,裏,ロッキーズ
13,2100,7,ストーリー,見逃し三振,3,3,2,1,裏,ロッキーズ
14,0000,8,マーサー,見逃し三振,1,3,2,2,表,パイレーツ
15,1000,9,ウィリアムズ,四球,1,3,2,2,表,パイレーツ
16,1100,1,マルテ,死球,1,3,2,2,表,パイレーツ
17,1110,2,ハリソン,中ライナー,2,3,2,2,表,パイレーツ
18,2110,3,マカチェン,四球,2,3,2,2,表,パイレーツ
19,2111,4,ベル,中二塁打,2,3,5,2,表,パイレーツ
20,2010,5,フリース,四球,2,3,5,2,表,パイレーツ
21,2110,6,ポランコ,遊フライ,3,3,5,2,表,パイレーツ
22,0000,8,ウォルターズ,右二塁打,0,3,5,2,裏,ロッキーズ
23,0010,9,ホフマン,捕ゴロ,1,3,5,2,裏,ロッキーズ
24,1100,1,ブラックモン,三ゴロ併殺,3,3,5,2,裏,ロッキーズ
25,0000,7,セルベリ,中三塁打,0,3,5,3,表,パイレーツ
26,0001,8,マーサー,遊ゴロ,1,3,5,3,表,パイレーツ
27,1001,9,ウィリアムズ,二ゴロ,2,3,5,3,表,パイレーツ
28,2001,1,マルテ,空振り三振,3,3,5,3,表,パイレーツ
29,0000,2,ルメーヒュー,四球,0,3,5,3,裏,ロッキーズ
30,0100,3,アレナド,遊ゴロ併殺,2,3,5,3,裏,ロッキーズ
31,2000,4,パーラ,遊ゴロ,3,3,5,3,裏,ロッキーズ
32,0000,2,ハリソン,中二塁打,0,3,5,4,表,パイレーツ
33,0010,3,マカチェン,右安打,0,3,6,4,表,パイレーツ
34,0100,4,ベル,左安打,0,3,6,4,表,パイレーツ
35,0011,5,フリース,死球,0,3,6,4,表,パイレーツ
36,0111,6,ポランコ,二ゴロ,1,3,7,4,表,パイレーツ
37,1101,7,セルベリ,死球,1,3,7,4,表,パイレーツ
38,1111,8,マーサー,遊ゴロ併殺,3,3,7,4,表,パイレーツ
39,0000,5,デスモンド,二フライ,1,3,7,4,裏,ロッキーズ
40,1000,6,ゴンザレス,二ゴロ,2,3,7,4,裏,ロッキーズ
41,2000,7,ストーリー,左フライ,3,3,7,4,裏,ロッキーズ
42,0000,9,ウィリアムズ,右安打,0,3,7,5,表,パイレーツ
43,0100,1,マルテ,捕ゴロ,1,3,7,5,表,パイレーツ
44,1010,2,ハリソン,空振り三振,2,3,7,5,表,パイレーツ
45,2010,3,マカチェン,中安打,2,3,8,5,表,パイレーツ
46,2100,4,ベル,三ゴロ,3,3,8,5,表,パイレーツ
47,0000,8,ウォルターズ,投ゴロ,1,3,8,5,裏,ロッキーズ
48,1000,9,ライルス,空振り三振,2,3,8,5,裏,ロッキーズ
49,2000,1,ブラックモン,見逃し三振,3,3,8,5,裏,ロッキーズ
50,0000,5,フリース,遊ゴロ,1,3,8,6,表,パイレーツ
51,1000,6,ジェイソ,三ライナー,2,3,8,6,表,パイレーツ
52,2000,7,セルベリ,中安打,2,3,8,6,表,パイレーツ
53,2100,8,マーサー,左本塁打,2,3,10,6,表,パイレーツ
54,2000,9,ウィリアムズ,見逃し三振,3,3,10,6,表,パイレーツ
55,0000,2,ルメーヒュー,遊ゴロ,1,3,10,6,裏,ロッキーズ
56,1000,3,アレナド,左本塁打,1,4,10,6,裏,ロッキーズ
57,1000,4,パーラ,空振り三振,2,4,10,6,裏,ロッキーズ
58,2000,5,デスモンド,二ゴロ,3,4,10,6,裏,ロッキーズ
59,0000,1,マルテ,中安打,0,4,10,7,表,パイレーツ
60,0100,2,ハリソン,四球,0,4,10,7,表,パイレーツ
61,0110,3,マカチェン,左安打,0,4,11,7,表,パイレーツ
62,0110,4,ベル,投ゴロ,1,4,11,7,表,パイレーツ
63,1011,5,フリース,遊ゴロ,2,4,12,7,表,パイレーツ
64,2010,6,ジェイソ,遊ゴロ,3,4,12,7,表,パイレーツ
65,0000,6,ゴンザレス,三フライ,1,4,12,7,裏,ロッキーズ
66,1000,7,ストーリー,三ゴロ,2,4,12,7,裏,ロッキーズ
67,2000,8,ウォルターズ,中安打,2,4,12,7,裏,ロッキーズ
68,2010,9,バライカ,左二塁打,2,5,12,7,裏,ロッキーズ
69,2010,1,ブラックモン,二ゴロ,3,5,12,7,裏,ロッキーズ
70,0000,7,セルベリ,見逃し三振,1,5,12,8,表,パイレーツ
71,1000,8,マーサー,投ゴロ,2,5,12,8,表,パイレーツ
72,2000,9,マリネス,右二塁打,2,5,12,8,表,パイレーツ
73,2010,1,マルテ,二フライ,3,5,12,8,表,パイレーツ
74,0000,2,ルメーヒュー,遊ゴロ,1,5,12,8,裏,ロッキーズ
75,1000,3,アレナド,遊ゴロ,2,5,12,8,裏,ロッキーズ
76,2000,4,アマリスタ,空振り三振,3,5,12,8,裏,ロッキーズ
77,0000,2,ハリソン,二ゴロ,1,5,12,9,表,パイレーツ
78,1000,3,マカチェン,三ゴロ,2,5,12,9,表,パイレーツ
79,2000,4,ベル,中三塁打,2,5,12,9,表,パイレーツ
80,2001,5,フリース,死球,2,5,12,9,表,パイレーツ
81,2101,6,ジェイソ,四球,2,5,12,9,表,パイレーツ
82,2111,7,セルベリ,右安打,2,5,13,9,表,パイレーツ
83,2000,5,デスモンド,三安打,0,5,13,9,表,パイレーツ
84,0010,6,ゴンザレス,空振り三振,1,5,13,9,表,パイレーツ
85,1010,7,ストーリー,中ライナー,2,5,13,9,表,パイレーツ
86,2010,8,ウォルターズ,空振り三振,3,5,13,9,表,パイレーツ
