,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,Tターナー,三安打,0,0,0,1,表,ナショナルズ
1,0100,2,ワース,中ライナー,1,0,0,1,表,ナショナルズ
2,1010,3,ハーパー,一ゴロ,2,0,0,1,表,ナショナルズ
3,2001,4,ジマーマン,左二塁打,2,0,1,1,表,ナショナルズ
4,2010,5,マーフィー,右安打,2,0,2,1,表,ナショナルズ
5,2010,6,レンドン,中フライ,3,0,2,1,表,ナショナルズ
6,0000,1,カリクステ,中安打,0,0,2,1,裏,ジャイアンツ
7,0100,2,ヌネス,遊ゴロ,1,0,2,1,裏,ジャイアンツ
8,1010,3,ベルト,見逃し三振,2,0,2,1,裏,ジャイアンツ
9,2010,4,ポージー,四球,2,0,2,1,裏,ジャイアンツ
10,2110,5,ルジアーノ,見逃し三振,3,0,2,1,裏,ジャイアンツ
11,0000,7,ウィータース,二ゴロ,1,0,2,2,表,ナショナルズ
12,1000,8,テイラー,三安打,1,0,2,2,表,ナショナルズ
13,1010,9,ゴンザレス,中安打,1,0,3,2,表,ナショナルズ
14,1100,1,Tターナー,中安打,1,0,3,2,表,ナショナルズ
15,1110,2,ワース,右安打,1,0,3,2,表,ナショナルズ
16,1111,3,ハーパー,見逃し三振,2,0,3,2,表,ナショナルズ
17,2111,4,ジマーマン,空振り三振,3,0,3,2,表,ナショナルズ
18,0000,6,ヒル,左安打,0,0,3,2,裏,ジャイアンツ
19,0100,7,アローヨ,中フライ,1,0,3,2,裏,ジャイアンツ
20,1100,8,ヘルナンデス,四球,1,0,3,2,裏,ジャイアンツ
21,1110,9,サマージャ,空振り三振,2,0,3,2,裏,ジャイアンツ
22,2110,1,カリクステ,左二塁打,2,2,3,2,裏,ジャイアンツ
23,2010,2,ヌネス,遊ゴロ,3,2,3,2,裏,ジャイアンツ
24,0000,5,マーフィー,右二塁打,0,2,3,3,表,ナショナルズ
25,0010,6,レンドン,見逃し三振,1,2,3,3,表,ナショナルズ
26,1010,7,ウィータース,投ゴロ,2,2,3,3,表,ナショナルズ
27,2001,8,テイラー,空振り三振,3,2,3,3,表,ナショナルズ
28,0000,3,ベルト,遊ゴロ,1,2,3,3,裏,ジャイアンツ
29,1000,4,ポージー,左安打,1,2,3,3,裏,ジャイアンツ
30,1100,5,ルジアーノ,左フライ,2,2,3,3,裏,ジャイアンツ
31,2100,6,ヒル,捕邪飛,3,2,3,3,裏,ジャイアンツ
32,0000,9,ゴンザレス,投ゴロ,1,2,3,4,表,ナショナルズ
33,1000,1,Tターナー,投ゴロ,2,2,3,4,表,ナショナルズ
34,2000,2,ワース,中三塁打,2,2,3,4,表,ナショナルズ
35,2001,3,ハーパー,見逃し三振,3,2,3,4,表,ナショナルズ
36,0000,7,アローヨ,遊ゴロ,1,2,3,4,裏,ジャイアンツ
37,1000,8,ヘルナンデス,中安打,1,2,3,4,裏,ジャイアンツ
38,1100,9,トムリンソン,右フライ,2,2,3,4,裏,ジャイアンツ
39,2100,1,カリクステ,二ゴロ,3,2,3,4,裏,ジャイアンツ
40,0000,4,ジマーマン,空振り三振,1,2,3,5,表,ナショナルズ
41,1000,5,マーフィー,中安打,1,2,3,5,表,ナショナルズ
