,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,シュワバー,左フライ,1,0,0,1,表,カブス
1,1000,2,ハップ,見逃し三振,2,0,0,1,表,カブス
2,2000,3,リゾ,四球,2,0,0,1,表,カブス
3,2100,4,カンデラリオ,遊フライ,3,0,0,1,表,カブス
4,0000,1,ファウラー,四球,0,0,0,1,裏,カージナルス
5,0100,2,ディアス,三ゴロ併殺,2,0,0,1,裏,カージナルス
6,2000,3,カーペンター,空振り三振,3,0,0,1,裏,カージナルス
7,0000,5,ラステラ,右安打,0,0,0,2,表,カブス
8,0100,6,コントレラス,空振り三振,1,0,0,2,表,カブス
9,1100,7,バエス,三ゴロ,2,0,0,2,表,カブス
10,2100,8,レスター,中二塁打,2,0,1,2,表,カブス
11,2010,9,アルモラ,空振り三振,3,0,1,2,表,カブス
12,0000,4,ジャーコ,三ゴロ,1,0,1,2,裏,カージナルス
13,1000,5,モリーナ,左ライナー,2,0,1,2,裏,カージナルス
14,2000,6,ガルシア,遊ライナー,3,0,1,2,裏,カージナルス
15,0000,1,シュワバー,中ライナー,1,0,1,3,表,カブス
16,1000,2,ハップ,四球,1,0,1,3,表,カブス
17,1100,3,リゾ,四球,1,0,1,3,表,カブス
18,1110,4,カンデラリオ,右フライ,2,0,1,3,表,カブス
19,2110,5,ラステラ,一ゴロ,3,0,1,3,表,カブス
20,0000,7,パーム,四球,0,0,1,3,裏,カージナルス
21,0001,8,シエラ,空振り三振,1,0,1,3,裏,カージナルス
22,1001,9,Cマルティネス,遊安打,1,1,1,3,裏,カージナルス
23,1010,1,ファウラー,四球,1,1,1,3,裏,カージナルス
24,1110,2,ディアス,空振り三振,2,1,1,3,裏,カージナルス
25,2110,3,カーペンター,空振り三振,3,1,1,3,裏,カージナルス
26,0000,6,コントレラス,空振り三振,1,1,1,4,表,カブス
27,1000,7,バエス,空振り三振,2,1,1,4,表,カブス
28,2000,8,レスター,二ゴロ,3,1,1,4,表,カブス
29,0000,4,ジャーコ,左本塁打,0,2,1,4,裏,カージナルス
30,0000,5,モリーナ,右安打,0,2,1,4,裏,カージナルス
31,0010,6,ガルシア,三犠打,1,2,1,4,裏,カージナルス
32,1001,7,パーム,中安打,1,3,1,4,裏,カージナルス
33,1000,8,シエラ,中安打,2,3,1,4,裏,カージナルス
34,2000,9,アルモラ,遊ゴロ,1,3,1,4,裏,カージナルス
35,1000,1,シュワバー,四球,1,3,1,4,裏,カージナルス
36,1100,2,ハップ,一失策,1,3,1,4,裏,カージナルス
37,1101,3,リゾ,投併殺,3,3,1,4,裏,カージナルス
38,0000,9,Cマルティネス,左二塁打,0,3,1,5,表,カブス
39,0010,1,ファウラー,空振り三振,1,3,1,5,表,カブス
40,1010,2,ディアス,見逃し三振,2,3,1,5,表,カブス
41,2010,3,カーペンター,見逃し三振,3,3,1,5,表,カブス
42,0000,4,カンデラリオ,空振り三振,1,3,1,5,裏,カージナルス
43,1000,5,ラステラ,空振り三振,2,3,1,5,裏,カージナルス
44,2000,6,コントレラス,一安打,2,3,1,5,裏,カージナルス
45,2100,7,バエス,遊ゴロ,3,3,1,5,裏,カージナルス
46,0000,4,ジャーコ,空振り三振,1,3,1,6,表,カブス
47,1000,5,モリーナ,見逃し三振,2,3,1,6,表,カブス
48,2000,6,ガルシア,四球,2,3,1,6,表,カブス
49,2100,7,パーム,中二塁打,2,4,1,6,表,カブス
50,2010,8,シエラ,中安打,2,5,1,6,表,カブス
51,2100,9,Cマルティネス,三ゴロ,3,5,1,6,表,カブス
52,0000,8,ラッセル,遊ゴロ,1,5,1,6,裏,カージナルス
53,1000,9,アルモラ,右二塁打,1,5,1,6,裏,カージナルス
54,1010,1,シュワバー,二ゴロ,2,5,1,6,裏,カージナルス
55,2001,2,ハップ,右本塁打,2,5,3,6,裏,カージナルス
56,2000,3,リゾ,一ゴロ,3,5,3,6,裏,カージナルス
57,0000,1,ファウラー,四球,0,5,3,7,表,カブス
58,0100,2,ディアス,見逃し三振,1,5,3,7,表,カブス
59,1100,3,カーペンター,二ゴロ,2,5,3,7,表,カブス
60,2010,4,ジャーコ,三ライナー,3,5,3,7,表,カブス
61,0000,4,カンデラリオ,空振り三振,1,5,3,7,裏,カージナルス
62,1000,5,ラステラ,空振り三振,2,5,3,7,裏,カージナルス
63,2000,6,コントレラス,一ライナー,3,5,3,7,裏,カージナルス
64,0000,5,モリーナ,二ゴロ,1,5,3,8,表,カブス
65,1000,6,ガルシア,空振り三振,2,5,3,8,表,カブス
66,2000,7,パーム,見逃し三振,3,5,3,8,表,カブス
67,0000,7,バエス,二フライ,1,5,3,8,裏,カージナルス
68,1000,8,モンテロ,投ゴロ,2,5,3,8,裏,カージナルス
69,2000,9,ゾブリスト,右安打,2,5,3,8,裏,カージナルス
70,2100,1,シュワバー,中フライ,3,5,3,8,裏,カージナルス
