,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,リンドア,一ゴロ,1,0,0,1,表,インディアンス
1,1000,2,ジャクソン,見逃し三振,2,0,0,1,表,インディアンス
2,2000,3,ラミレス,右本塁打,2,0,1,1,表,インディアンス
3,2000,4,エンカーナシオン,二ゴロ,3,0,1,1,表,インディアンス
4,0000,1,ガードナー,二ゴロ,1,0,1,1,裏,ヤンキース
5,1000,2,ヒックス,空振り三振,2,0,1,1,裏,ヤンキース
6,2000,3,サンチェス,見逃し三振,3,0,1,1,裏,ヤンキース
7,0000,5,ブルース,三ゴロ,1,0,1,2,表,インディアンス
8,1000,6,サンタナ,一ゴロ,2,0,1,2,表,インディアンス
9,2000,7,ジマー,空振り三振,3,0,1,2,表,インディアンス
10,0000,4,グレゴリアス,中フライ,1,0,1,2,裏,ヤンキース
11,1000,5,カストロ,二ゴロ,2,0,1,2,裏,ヤンキース
12,2000,6,バード,見逃し三振,3,0,1,2,裏,ヤンキース
13,0000,8,ゴームズ,遊フライ,1,0,1,3,表,インディアンス
14,1000,9,アーシェラ,右ライナー,2,0,1,3,表,インディアンス
15,2000,1,リンドア,空振り三振,3,0,1,3,表,インディアンス
16,0000,7,ヘドリー,右本塁打,0,1,1,3,裏,ヤンキース
17,0000,8,エルズベリー,左ライナー,1,1,1,3,裏,ヤンキース
18,1000,9,Tフレージャー,空振り三振,2,1,1,3,裏,ヤンキース
19,2000,1,ガードナー,一ライナー,3,1,1,3,裏,ヤンキース
20,0000,2,ジャクソン,空振り三振,1,1,1,4,表,インディアンス
21,1000,3,ラミレス,四球,1,1,1,4,表,インディアンス
22,1000,4,エンカーナシオン,四球,2,1,1,4,表,インディアンス
23,2100,5,ブルース,四球,2,1,1,4,表,インディアンス
24,2110,6,サンタナ,見逃し三振,3,1,1,4,表,インディアンス
25,0000,2,ヒックス,見逃し三振,1,1,1,4,裏,ヤンキース
26,1000,3,サンチェス,三失策,1,1,1,4,裏,ヤンキース
27,1010,4,グレゴリアス,右フライ,2,1,1,4,裏,ヤンキース
28,2010,5,カストロ,二ライナー,3,1,1,4,裏,ヤンキース
29,0000,7,ジマー,見逃し三振,1,1,1,5,表,インディアンス
30,1000,8,ゴームズ,一邪飛,2,1,1,5,表,インディアンス
31,2000,9,アーシェラ,遊ライナー,3,1,1,5,表,インディアンス
32,0000,6,バード,中ライナー,1,1,1,5,裏,ヤンキース
33,1000,7,ヘドリー,二ゴロ,2,1,1,5,裏,ヤンキース
34,2000,8,エルズベリー,左二塁打,2,1,1,5,裏,ヤンキース
35,2010,9,Tフレージャー,左安打,2,2,1,5,裏,ヤンキース
36,2010,1,ガードナー,見逃し三振,3,2,1,5,裏,ヤンキース
37,0000,1,リンドア,見逃し三振,1,2,1,6,表,インディアンス
38,1000,2,ジャクソン,空振り三振,2,2,1,6,表,インディアンス
39,2000,3,ラミレス,右本塁打,2,2,2,6,表,インディアンス
40,2000,4,エンカーナシオン,一ゴロ,3,2,2,6,表,インディアンス
41,0000,2,ヒックス,四球,0,2,2,6,裏,ヤンキース
42,0100,3,サンチェス,中フライ,1,2,2,6,裏,ヤンキース
43,1100,4,グレゴリアス,左フライ,2,2,2,6,裏,ヤンキース
44,2100,5,カストロ,一フライ,3,2,2,6,裏,ヤンキース
45,0000,5,ブルース,二ゴロ,1,2,2,7,表,インディアンス
46,1000,6,サンタナ,右本塁打,1,2,3,7,表,インディアンス
47,1000,7,ジマー,中安打,1,2,3,7,表,インディアンス
48,1100,8,ゴームズ,空振り三振,2,2,3,7,表,インディアンス
49,2000,9,アーシェラ,二ゴロ,3,2,4,7,表,インディアンス
50,0000,6,バード,見逃し三振,1,2,4,7,裏,ヤンキース
51,1000,7,ヘドリー,二ゴロ,2,2,4,7,裏,ヤンキース
52,2000,8,エルズベリー,二ゴロ,3,2,4,7,裏,ヤンキース
53,0000,1,リンドア,一ゴロ,1,2,4,8,表,インディアンス
54,1000,2,ジャクソン,左本塁打,1,2,5,8,表,インディアンス
55,1000,3,ラミレス,右フライ,2,2,5,8,表,インディアンス
56,2000,4,エンカーナシオン,中ライナー,3,2,5,8,表,インディアンス
57,0000,9,Tフレージャー,三ゴロ,1,2,5,8,裏,ヤンキース
58,1000,1,ガードナー,二ゴロ,2,2,5,8,裏,ヤンキース
59,2000,2,ヒックス,中フライ,3,2,5,8,裏,ヤンキース
60,0000,5,ブルース,空振り三振,1,2,5,9,表,インディアンス
61,1000,6,サンタナ,四球,1,2,5,9,表,インディアンス
62,1100,7,ジマー,中二塁打,1,2,6,9,表,インディアンス
63,1001,8,ゴームズ,空振り三振,2,2,6,9,表,インディアンス
64,2001,9,アーシェラ,空振り三振,3,2,6,9,表,インディアンス
65,0000,3,サンチェス,一邪飛,1,2,6,9,裏,ヤンキース
66,1000,4,グレゴリアス,二ゴロ,2,2,6,9,裏,ヤンキース
67,2000,5,カストロ,空振り三振,3,2,6,9,裏,ヤンキース
