,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,メリフィールド,一ゴロ,1,0,0,1,表,ロイヤルズ
1,1000,2,ボニファシオ,空振り三振,2,0,0,1,表,ロイヤルズ
2,2000,3,ムスターカス,空振り三振,3,0,0,1,表,ロイヤルズ
3,0000,1,マウアー,左安打,0,0,0,1,裏,ツインズ
4,0100,2,ロサリオ,中安打,0,0,0,1,裏,ツインズ
5,0110,3,ドジャー,見逃し三振,1,0,0,1,裏,ツインズ
6,1110,4,エスコバル,空振り三振,2,0,0,1,裏,ツインズ
7,2110,5,グロスマン,四球,2,0,0,1,裏,ツインズ
8,2111,6,ガーバー,空振り三振,3,0,0,1,裏,ツインズ
9,0000,4,ペレス,三ゴロ,1,0,0,2,表,ロイヤルズ
10,1000,5,デューダ,遊フライ,2,0,0,2,表,ロイヤルズ
11,2000,6,ヘレラ,見逃し三振,3,0,0,2,表,ロイヤルズ
12,0000,7,ケプラー,中ライナー,1,0,0,2,裏,ツインズ
13,1000,8,ポランコ,見逃し三振,2,0,0,2,裏,ツインズ
14,2000,9,ウィルソン,空振り三振,3,0,0,2,裏,ツインズ
15,0000,7,ゴードン,右二塁打,0,0,0,3,表,ロイヤルズ
16,0010,8,エスコバル,右二塁打,0,0,1,3,表,ロイヤルズ
17,0010,9,モンデシー,捕邪飛,1,0,1,3,表,ロイヤルズ
18,1010,1,メリフィールド,三ゴロ,2,0,1,3,表,ロイヤルズ
19,2010,2,ボニファシオ,二ゴロ,3,0,1,3,表,ロイヤルズ
20,0000,1,マウアー,空振り三振,1,0,1,3,裏,ツインズ
21,1000,2,ロサリオ,空振り三振,2,0,1,3,裏,ツインズ
22,2000,3,ドジャー,左安打,2,0,1,3,裏,ツインズ
23,2100,4,エスコバル,右安打,2,0,1,3,裏,ツインズ
24,2011,5,グロスマン,右フライ,3,0,1,3,裏,ツインズ
25,0000,3,ムスターカス,死球,0,0,1,4,表,ロイヤルズ
26,0100,4,ペレス,左二塁打,0,0,1,4,表,ロイヤルズ
27,0011,5,デューダ,見逃し三振,1,0,1,4,表,ロイヤルズ
28,1011,6,ヘレラ,三ゴロ,2,0,1,4,表,ロイヤルズ
29,2011,7,ゴードン,一ゴロ,3,0,1,4,表,ロイヤルズ
30,0000,6,ガーバー,二フライ,1,0,1,4,裏,ツインズ
31,1000,7,ケプラー,中安打,1,0,1,4,裏,ツインズ
32,1100,8,ポランコ,中ライナー,2,0,1,4,裏,ツインズ
33,2100,9,ウィルソン,空振り三振,3,0,1,4,裏,ツインズ
34,0000,8,エスコバル,遊ゴロ,1,0,1,5,表,ロイヤルズ
35,1000,9,モンデシー,空振り三振,2,0,1,5,表,ロイヤルズ
36,2000,1,メリフィールド,中安打,2,0,1,5,表,ロイヤルズ
37,2100,2,ボニファシオ,左安打,2,0,1,5,表,ロイヤルズ
38,2101,3,ムスターカス,空振り三振,3,0,1,5,表,ロイヤルズ
39,0000,1,マウアー,一ゴロ,1,0,1,5,裏,ツインズ
40,1000,2,ロサリオ,一ゴロ,2,0,1,5,裏,ツインズ
41,2000,3,ドジャー,四球,2,0,1,5,裏,ツインズ
42,2100,4,エスコバル,中安打,2,0,1,5,裏,ツインズ
43,2101,5,グロスマン,遊ゴロ,3,0,1,5,裏,ツインズ
44,0000,4,ペレス,中フライ,1,0,1,6,表,ロイヤルズ
45,1000,5,デューダ,空振り三振,2,0,1,6,表,ロイヤルズ
46,2000,6,ヘレラ,二安打,2,0,1,6,表,ロイヤルズ
47,2100,7,ゴードン,けん制死,3,0,1,6,表,ロイヤルズ
48,0000,6,ガーバー,空振り三振,1,0,1,6,裏,ツインズ
49,1000,7,ケプラー,二ゴロ,2,0,1,6,裏,ツインズ
50,2000,8,ポランコ,遊ゴロ,3,0,1,6,裏,ツインズ
51,0000,7,ゴードン,空振り三振,1,0,1,7,表,ロイヤルズ
52,1000,8,エスコバル,中ライナー,2,0,1,7,表,ロイヤルズ
53,2000,9,モンデシー,一ゴロ,3,0,1,7,表,ロイヤルズ
54,0000,9,ウィルソン,左二塁打,0,0,1,7,裏,ツインズ
55,0010,1,マウアー,右安打,0,0,1,7,裏,ツインズ
56,0101,2,ロサリオ,三ゴロ,1,1,1,7,裏,ツインズ
57,1010,3,ドジャー,四球,1,1,1,7,裏,ツインズ
58,1110,4,エスコバル,中安打,1,2,1,7,裏,ツインズ
59,1101,5,グロスマン,遊ライナー,2,2,1,7,裏,ツインズ
