,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,グッドウィン,空振り三振,1,0,0,1,表,ナショナルズ
1,1000,2,ヘイシー,三ゴロ,2,0,0,1,表,ナショナルズ
2,2000,3,ハーパー,中本塁打,2,0,1,1,表,ナショナルズ
3,2000,4,ジマーマン,空振り三振,3,0,1,1,表,ナショナルズ
4,0000,1,ペラルタ,見逃し三振,1,0,1,1,裏,Dバックス
5,1000,2,ポラック,左安打,1,0,1,1,裏,Dバックス
6,1100,3,ラム,空振り三振,2,0,1,1,裏,Dバックス
7,2100,4,アイアネッタ,左二塁打,2,1,1,1,裏,Dバックス
8,2010,5,デスカルソ,中フライ,3,1,1,1,裏,Dバックス
9,0000,5,マーフィー,中フライ,1,1,1,2,表,ナショナルズ
10,1000,6,レンドン,一邪飛,2,1,1,2,表,ナショナルズ
11,2000,7,ウィータース,中二塁打,2,1,1,2,表,ナショナルズ
12,2010,8,ディフォ,右フライ,3,1,1,2,表,ナショナルズ
13,0000,6,オーイングス,空振り三振,1,1,1,2,裏,Dバックス
14,1000,7,マルテ,一ゴロ,2,1,1,2,裏,Dバックス
15,2000,8,ハーマン,遊ゴロ,3,1,1,2,裏,Dバックス
16,0000,9,ロアーク,空振り三振,1,1,1,3,表,ナショナルズ
17,1000,1,グッドウィン,右二塁打,1,1,1,3,表,ナショナルズ
18,1000,2,ヘイシー,遊フライ,3,1,1,3,表,ナショナルズ
19,0000,9,バンダ,空振り三振,1,1,1,3,裏,Dバックス
20,1000,1,ペラルタ,左フライ,2,1,1,3,裏,Dバックス
21,2000,2,ポラック,空振り三振,3,1,1,3,裏,Dバックス
22,0000,3,ハーパー,左フライ,1,1,1,4,表,ナショナルズ
23,1000,4,ジマーマン,左安打,1,1,1,4,表,ナショナルズ
24,1100,5,マーフィー,中フライ,2,1,1,4,表,ナショナルズ
25,2100,6,レンドン,右フライ,3,1,1,4,表,ナショナルズ
26,0000,3,ラム,空振り三振,1,1,1,4,裏,Dバックス
27,1000,4,アイアネッタ,空振り三振,2,1,1,4,裏,Dバックス
28,2000,5,デスカルソ,四球,2,1,1,4,裏,Dバックス
29,2100,6,オーイングス,左フライ,3,1,1,4,裏,Dバックス
30,0000,7,ウィータース,空振り三振,1,1,1,5,表,ナショナルズ
31,1000,8,ディフォ,三ゴロ,2,1,1,5,表,ナショナルズ
32,2000,9,ロアーク,空振り三振,3,1,1,5,表,ナショナルズ
33,0000,7,マルテ,二ライナー,1,1,1,5,裏,Dバックス
34,1000,8,ハーマン,投ゴロ,2,1,1,5,裏,Dバックス
35,2000,9,バンダ,見逃し三振,3,1,1,5,裏,Dバックス
36,0000,1,グッドウィン,二ゴロ,1,1,1,6,表,ナショナルズ
37,1000,2,ヘイシー,左三塁打,1,1,1,6,表,ナショナルズ
38,1001,3,ハーパー,左二塁打,1,1,2,6,表,ナショナルズ
39,1010,4,ジマーマン,中二塁打,1,1,3,6,表,ナショナルズ
40,1010,5,マーフィー,一ゴロ,2,1,3,6,表,ナショナルズ
41,2001,6,レンドン,三安打,2,1,4,6,表,ナショナルズ
42,2100,7,ウィータース,空振り三振,3,1,4,6,表,ナショナルズ
43,0000,1,ペラルタ,空振り三振,1,1,4,6,裏,Dバックス
44,1000,2,ポラック,中三塁打,1,1,4,6,裏,Dバックス
45,1001,3,ラム,二ゴロ,2,2,4,6,裏,Dバックス
46,2000,4,アイアネッタ,空振り三振,3,2,4,6,裏,Dバックス
47,0000,8,ディフォ,左安打,0,2,4,7,表,ナショナルズ
48,0100,9,ロアーク,見逃し三振,1,2,4,7,表,ナショナルズ
49,1100,1,グッドウィン,右安打,1,2,4,7,表,ナショナルズ
50,1101,2,ヘイシー,四球,1,2,4,7,表,ナショナルズ
51,1111,3,ハーパー,空振り三振,2,2,4,7,表,ナショナルズ
52,2111,4,ジマーマン,空振り三振,3,2,4,7,表,ナショナルズ
53,0000,5,デスカルソ,二ゴロ,1,2,4,7,裏,Dバックス
54,1000,6,オーイングス,遊ゴロ,2,2,4,7,裏,Dバックス
55,2000,7,マルテ,空振り三振,3,2,4,7,裏,Dバックス
56,0000,5,マーフィー,右安打,0,2,4,8,表,ナショナルズ
57,0100,6,レンドン,右フライ,1,2,4,8,表,ナショナルズ
58,1100,7,ウィータース,左ライナー,2,2,4,8,表,ナショナルズ
59,2100,8,ディフォ,一ゴロ,3,2,4,8,表,ナショナルズ
60,0000,8,ハーマン,空振り三振,1,2,4,8,裏,Dバックス
61,1000,9,ドゥルーリー,左二塁打,1,2,4,8,裏,Dバックス
62,1010,1,ペラルタ,遊ゴロ,2,2,4,8,裏,Dバックス
63,2001,2,ポラック,遊ゴロ,3,2,4,8,裏,Dバックス
64,0000,9,レーバーン,一ゴロ,1,2,4,9,表,ナショナルズ
65,1000,1,グッドウィン,左安打,1,2,4,9,表,ナショナルズ
66,1100,2,ヘイシー,見逃し三振,2,2,4,9,表,ナショナルズ
67,2010,3,ハーパー,中フライ,3,2,4,9,表,ナショナルズ
68,0000,3,ラム,四球,0,2,4,9,裏,Dバックス
69,0100,4,アイアネッタ,三失策,0,2,4,9,裏,Dバックス
70,0101,5,ゴールドシュミット,右犠飛,1,3,4,9,裏,Dバックス
71,1100,6,オーイングス,右フライ,2,3,4,9,裏,Dバックス
72,2100,7,マルテ,空振り三振,3,3,4,9,裏,Dバックス
