,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ジマー,二ゴロ,1,0,0,1,表,インディアンス
1,1000,2,リンドア,中ライナー,2,0,0,1,表,インディアンス
2,2000,3,ブラントリー,一ゴロ,3,0,0,1,表,インディアンス
3,0000,1,スパン,中ライナー,1,0,0,1,裏,ジャイアンツ
4,1000,2,ヌネス,右フライ,2,0,0,1,裏,ジャイアンツ
5,2000,3,ペンス,空振り三振,3,0,0,1,裏,ジャイアンツ
6,0000,4,エンカーナシオン,空振り三振,1,0,0,2,表,インディアンス
7,1000,5,ラミレス,右フライ,2,0,0,2,表,インディアンス
8,2000,6,ガイヤー,遊ライナー,3,0,0,2,表,インディアンス
9,0000,4,ポージー,空振り三振,1,0,0,2,裏,ジャイアンツ
10,1000,5,クロフォード,一ゴロ,2,0,0,2,裏,ジャイアンツ
11,2000,6,黄,遊ゴロ,3,0,0,2,裏,ジャイアンツ
12,0000,7,ゴームズ,左本塁打,0,0,1,3,表,インディアンス
13,0000,8,アーシェラ,空振り三振,1,0,1,3,表,インディアンス
14,1000,9,トムリン,空振り三振,2,0,1,3,表,インディアンス
15,2000,1,ジマー,右ライナー,3,0,1,3,表,インディアンス
16,0000,7,パニック,右安打,0,0,1,3,裏,ジャイアンツ
17,0100,8,ヘルナンデス,左二塁打,0,1,1,3,裏,ジャイアンツ
18,0001,9,ムーア,中安打,0,2,1,3,裏,ジャイアンツ
19,0100,1,スパン,左フライ,1,2,1,3,裏,ジャイアンツ
20,1100,2,ヌネス,三ゴロ併殺,3,2,1,3,裏,ジャイアンツ
21,0000,2,リンドア,三安打,0,2,1,4,表,インディアンス
22,0100,3,ブラントリー,空振り三振,1,2,1,4,表,インディアンス
23,1100,4,エンカーナシオン,四球,1,2,1,4,表,インディアンス
24,1110,5,ラミレス,三ライナー,2,2,1,4,表,インディアンス
25,2110,6,ガイヤー,空振り三振,3,2,1,4,表,インディアンス
26,0000,3,ペンス,空振り三振,1,2,1,4,裏,ジャイアンツ
27,1000,4,ポージー,左安打,1,2,1,4,裏,ジャイアンツ
28,1100,5,クロフォード,右二塁打,1,3,1,4,裏,ジャイアンツ
29,1010,6,黄,二ゴロ,2,3,1,4,裏,ジャイアンツ
30,2001,7,パニック,中フライ,3,3,1,4,裏,ジャイアンツ
31,0000,7,ゴームズ,三ゴロ,1,3,1,5,表,インディアンス
32,1000,8,アーシェラ,中二塁打,1,3,1,5,表,インディアンス
33,1010,9,トムリン,遊ゴロ,2,3,1,5,表,インディアンス
34,2010,1,ジマー,投失策,2,3,2,5,表,インディアンス
35,2010,2,リンドア,中安打,2,3,3,5,表,インディアンス
36,2010,3,ブラントリー,三安打,2,3,3,5,表,インディアンス
37,2101,4,エンカーナシオン,遊フライ,3,3,3,5,表,インディアンス
38,0000,8,ヘルナンデス,中安打,0,3,3,5,裏,ジャイアンツ
39,0100,9,ムーア,三併殺,2,3,3,5,裏,ジャイアンツ
40,2000,1,スパン,右ライナー,3,3,3,5,裏,ジャイアンツ
41,0000,5,ラミレス,左二塁打,0,3,3,6,表,インディアンス
42,0010,6,ガイヤー,一犠打失策,0,3,4,6,表,インディアンス
43,0010,7,ゴームズ,三ゴロ,1,3,4,6,表,インディアンス
44,1010,8,アーシェラ,左フライ,2,3,4,6,表,インディアンス
45,2010,9,トムリン,右フライ,3,3,4,6,表,インディアンス
46,0000,2,ヌネス,右ライナー,1,3,4,6,裏,ジャイアンツ
47,1000,3,ペンス,空振り三振,2,3,4,6,裏,ジャイアンツ
48,2000,4,ポージー,左ライナー,3,3,4,6,裏,ジャイアンツ
49,0000,1,ジマー,三ゴロ,1,3,4,7,表,インディアンス
50,1000,2,リンドア,中フライ,2,3,4,7,表,インディアンス
51,2000,3,ブラントリー,二ゴロ,3,3,4,7,表,インディアンス
52,0000,5,クロフォード,空振り三振,1,3,4,7,裏,ジャイアンツ
53,1000,6,黄,三ゴロ,2,3,4,7,裏,ジャイアンツ
54,2000,7,パニック,投ゴロ,3,3,4,7,裏,ジャイアンツ
55,0000,4,エンカーナシオン,三ゴロ,1,3,4,8,表,インディアンス
56,1000,5,ラミレス,中フライ,2,3,4,8,表,インディアンス
57,2000,6,ガイヤー,二ゴロ,3,3,4,8,表,インディアンス
58,0000,8,ヘルナンデス,遊ゴロ,1,3,4,8,裏,ジャイアンツ
59,1000,9,ゴメス,遊ゴロ,2,3,4,8,裏,ジャイアンツ
60,2000,1,スパン,一ゴロ,3,3,4,8,裏,ジャイアンツ
61,0000,7,ゴームズ,左ライナー,1,3,4,9,表,インディアンス
62,1000,8,アーシェラ,右安打,1,3,4,9,表,インディアンス
63,1100,9,アルモンテ,四球,1,3,4,9,表,インディアンス
64,1110,1,ジマー,空振り三振,2,3,4,9,表,インディアンス
65,2110,2,リンドア,中安打,2,3,5,9,表,インディアンス
66,2101,3,ブラントリー,左フライ,3,3,5,9,表,インディアンス
67,0000,2,ヌネス,右フライ,1,3,5,9,裏,ジャイアンツ
68,1000,3,ペンス,投ゴロ,2,3,5,9,裏,ジャイアンツ
69,2000,4,ポージー,投ライナー,3,3,5,9,裏,ジャイアンツ
