,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ベッツ,遊安打,0,0,0,1,表,Rソックス
1,0100,2,ベニンテンディ,四球,0,0,0,1,表,Rソックス
2,0110,3,ボガーツ,二フライ,1,0,0,1,表,Rソックス
3,1110,4,モアランド,四球,1,0,0,1,表,Rソックス
4,1111,5,Hラミレス,中フライ,2,0,0,1,表,Rソックス
5,2111,6,ブラッドリー,右安打,2,0,2,1,表,Rソックス
6,2000,1,リカード,左二塁打,0,0,2,1,表,Rソックス
7,0010,2,Aジョーンズ,空振り三振,1,0,2,1,表,Rソックス
8,1010,3,マチャド,四球,1,0,2,1,表,Rソックス
9,1011,4,トランボ,空振り三振,2,0,2,1,表,Rソックス
10,2011,5,デービス,左安打,2,2,2,1,表,Rソックス
11,2100,6,マンシーニ,三野選,2,2,2,1,表,Rソックス
12,2110,7,スクープ,左二塁打,2,3,2,1,表,Rソックス
13,2011,8,ペーニャ,空振り三振,3,3,2,1,表,Rソックス
14,0000,7,サンドバル,中二塁打,0,3,2,1,裏,オリオールズ
15,0010,8,レオン,投ゴロ,1,3,2,1,裏,オリオールズ
16,1010,9,マレーロ,空振り三振,2,3,2,1,裏,オリオールズ
17,2010,1,ベッツ,三フライ,3,3,2,1,裏,オリオールズ
18,0000,9,ハーディ,三ゴロ,1,3,2,2,表,Rソックス
19,1000,1,リカード,右フライ,2,3,2,2,表,Rソックス
20,2000,2,Aジョーンズ,空振り三振,3,3,2,2,表,Rソックス
21,0000,2,ベニンテンディ,右本塁打,0,3,3,2,裏,オリオールズ
22,0000,3,ボガーツ,左安打,0,3,3,2,裏,オリオールズ
23,0100,4,モアランド,一ゴロ,1,3,3,2,裏,オリオールズ
24,1100,5,Hラミレス,中フライ,2,3,3,2,裏,オリオールズ
25,2100,6,ブラッドリー,一ゴロ,3,3,3,2,裏,オリオールズ
26,0000,3,マチャド,一ゴロ,1,3,3,3,表,Rソックス
27,1000,4,トランボ,遊フライ,2,3,3,3,表,Rソックス
28,2000,5,デービス,見逃し三振,3,3,3,3,表,Rソックス
29,0000,7,サンドバル,二ゴロ,1,3,3,3,裏,オリオールズ
30,1000,8,レオン,中ライナー,2,3,3,3,裏,オリオールズ
31,2000,9,マレーロ,遊ゴロ,3,3,3,3,裏,オリオールズ
32,0000,6,マンシーニ,右ライナー,1,3,3,4,表,Rソックス
33,1000,7,スクープ,右二塁打,1,3,3,4,表,Rソックス
34,1010,8,ペーニャ,空振り三振,2,3,3,4,表,Rソックス
35,2001,9,ハーディ,見逃し三振,3,3,3,4,表,Rソックス
36,0000,1,ベッツ,遊ゴロ,1,3,3,4,裏,オリオールズ
37,1000,2,ベニンテンディ,三フライ,2,3,3,4,裏,オリオールズ
38,2000,3,ボガーツ,捕邪飛,3,3,3,4,裏,オリオールズ
39,0000,1,リカード,中フライ,1,3,3,5,表,Rソックス
40,1000,2,Aジョーンズ,空振り三振,2,3,3,5,表,Rソックス
41,2000,3,マチャド,中二塁打,2,3,3,5,表,Rソックス
42,2010,4,トランボ,空振り三振,3,3,3,5,表,Rソックス
43,0000,4,モアランド,右安打,0,3,3,5,裏,オリオールズ
44,0100,5,Hラミレス,空振り三振,1,3,3,5,裏,オリオールズ
45,1100,6,ブラッドリー,四球,1,3,3,5,裏,オリオールズ
46,1110,7,サンドバル,四球,1,3,3,5,裏,オリオールズ
47,1111,8,レオン,空振り三振,2,3,3,5,裏,オリオールズ
48,2010,9,マレーロ,中フライ,3,3,5,5,裏,オリオールズ
49,0000,5,デービス,一ゴロ,1,3,5,6,表,Rソックス
50,1000,6,マンシーニ,右安打,1,3,5,6,表,Rソックス
51,1100,7,スクープ,二ゴロ併殺,3,3,5,6,表,Rソックス
52,0000,1,ベッツ,遊ゴロ,1,3,5,6,裏,オリオールズ
53,1000,2,ベニンテンディ,右本塁打,1,3,6,6,裏,オリオールズ
54,1000,3,ボガーツ,左安打,1,3,6,6,裏,オリオールズ
55,1100,4,モアランド,一ゴロ,2,3,6,6,裏,オリオールズ
56,2100,5,Hラミレス,空振り三振,3,3,6,6,裏,オリオールズ
57,0000,8,ペーニャ,右安打,0,3,6,7,表,Rソックス
58,0100,9,ハーディ,遊ゴロ併殺,2,3,6,7,表,Rソックス
59,2000,1,リカード,左ライナー,3,3,6,7,表,Rソックス
60,0000,6,ブラッドリー,二ゴロ,1,3,6,7,裏,オリオールズ
61,1000,7,サンドバル,空振り三振,2,3,6,7,裏,オリオールズ
62,2000,8,レオン,一ゴロ,3,3,6,7,裏,オリオールズ
63,0000,2,Aジョーンズ,三ゴロ,1,3,6,8,表,Rソックス
64,1000,3,マチャド,左二塁打,1,3,6,8,表,Rソックス
65,1010,4,トランボ,一フライ,2,3,6,8,表,Rソックス
66,2001,5,デービス,見逃し三振,3,3,6,8,表,Rソックス
67,0000,9,マレーロ,見逃し三振,1,3,6,8,裏,オリオールズ
68,1000,1,ベッツ,四球,1,3,6,8,裏,オリオールズ
69,1010,2,ベニンテンディ,右安打,1,3,7,8,裏,オリオールズ
70,1010,3,ボガーツ,空振り三振,2,3,7,8,裏,オリオールズ
71,2010,4,モアランド,左フライ,3,3,7,8,裏,オリオールズ
72,0000,6,マンシーニ,二ゴロ,1,3,7,9,表,Rソックス
73,1000,7,スクープ,右安打,1,3,7,9,表,Rソックス
74,1100,8,金,三ゴロ,2,3,7,9,表,Rソックス
75,2010,9,ハーディ,見逃し三振,3,3,7,9,表,Rソックス
