,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,青木宣親,中フライ,1,0,0,1,表,メッツ
1,1000,2,レイエス,右ライナー,2,0,0,1,表,メッツ
2,2000,3,カブレラ,右安打,2,0,0,1,表,メッツ
3,2100,4,ニモー,中フライ,3,0,0,1,表,メッツ
4,0000,1,ヘルナンデス,空振り三振,1,0,0,1,裏,フィリーズ
5,1000,2,クロフォード,右安打,1,0,0,1,裏,フィリーズ
6,1100,3,アルテール,中安打,1,0,0,1,裏,フィリーズ
7,1110,4,ホスキンス,右フライ,2,0,0,1,裏,フィリーズ
8,2110,5,ウィリアムス,空振り三振,3,0,0,1,裏,フィリーズ
9,0000,5,プラウェッキ,中安打,0,0,0,2,表,メッツ
10,0100,6,スミス,四球,0,0,0,2,表,メッツ
11,0110,7,ロサリオ,遊ゴロ併殺,2,0,0,2,表,メッツ
12,2001,8,レガレス,二邪飛,3,0,0,2,表,メッツ
13,0000,6,ヘレラ,二ゴロ,1,0,0,2,裏,フィリーズ
14,1000,7,フランコ,左本塁打,1,1,0,2,裏,フィリーズ
15,1000,8,アルファロ,左二塁打,1,1,0,2,裏,フィリーズ
16,1001,9,アルバレス,遊ゴロ,2,1,0,2,裏,フィリーズ
17,2001,1,ヘルナンデス,二安打,2,2,0,2,裏,フィリーズ
18,2100,2,クロフォード,一ゴロ,3,2,0,2,裏,フィリーズ
19,0000,9,ルーゴ,二ゴロ,1,2,0,3,表,メッツ
20,1000,1,青木宣親,遊ゴロ,2,2,0,3,表,メッツ
21,2000,2,レイエス,二ゴロ,3,2,0,3,表,メッツ
22,0000,3,アルテール,空振り三振,1,2,0,3,裏,フィリーズ
23,1000,4,ホスキンス,見逃し三振,2,2,0,3,裏,フィリーズ
24,2000,5,ウィリアムス,左安打,2,2,0,3,裏,フィリーズ
25,2100,6,ヘレラ,右ライナー,3,2,0,3,裏,フィリーズ
26,0000,3,カブレラ,左安打,0,2,0,4,表,メッツ
27,0100,4,ニモー,二ゴロ併殺,2,2,0,4,表,メッツ
28,2000,5,プラウェッキ,四球,2,2,0,4,表,メッツ
29,2100,6,スミス,四球,2,2,0,4,表,メッツ
30,2110,7,ロサリオ,左二塁打,2,2,1,4,表,メッツ
31,2011,8,レガレス,三ゴロ,3,2,1,4,表,メッツ
32,0000,7,フランコ,一邪飛,1,2,1,4,裏,フィリーズ
33,1000,8,アルファロ,右フライ,2,2,1,4,裏,フィリーズ
34,2000,9,アルバレス,左フライ,3,2,1,4,裏,フィリーズ
35,0000,9,セッチーニ,左フライ,1,2,1,5,表,メッツ
36,1000,1,青木宣親,四球,1,2,1,5,表,メッツ
37,1100,2,レイエス,四球,1,2,1,5,表,メッツ
38,1110,3,カブレラ,一ゴロ,2,2,1,5,表,メッツ
39,2011,4,ニモー,中三塁打,2,2,3,5,表,メッツ
40,2001,5,プラウェッキ,四球,2,2,3,5,表,メッツ
41,2101,6,スミス,見逃し三振,3,2,3,5,表,メッツ
42,0000,1,ヘルナンデス,一ゴロ,1,2,3,5,裏,フィリーズ
43,1000,2,クロフォード,左フライ,2,2,3,5,裏,フィリーズ
44,2000,3,アルテール,右フライ,3,2,3,5,裏,フィリーズ
45,0000,7,ロサリオ,遊ゴロ,1,2,3,6,表,メッツ
46,1000,8,レガレス,右二塁打,1,2,3,6,表,メッツ
47,1001,9,ダーノー,右フライ,2,2,3,6,表,メッツ
48,2000,4,ホスキンス,左ライナー,1,2,3,6,表,メッツ
49,1000,5,ウィリアムス,空振り三振,2,2,3,6,表,メッツ
50,2000,6,ヘレラ,死球,2,2,3,6,表,メッツ
51,2100,7,フランコ,見逃し三振,3,2,3,6,表,メッツ
52,0000,1,青木宣親,四球,0,2,3,6,裏,フィリーズ
53,0100,2,レイエス,捕犠打,1,2,3,6,裏,フィリーズ
54,1010,3,カブレラ,中二塁打,1,2,4,6,裏,フィリーズ
55,1010,4,ニモー,右フライ,2,2,4,6,裏,フィリーズ
56,2010,5,プラウェッキ,敬遠,2,2,4,6,裏,フィリーズ
57,2110,6,スミス,遊ゴロ,3,2,4,6,裏,フィリーズ
58,0000,8,ラップ,空振り三振,1,2,4,7,表,メッツ
59,1000,9,ガルビス,四球,1,2,4,7,表,メッツ
60,1100,1,ヘルナンデス,四球,1,2,4,7,表,メッツ
61,1110,2,クロフォード,四球,1,2,4,7,表,メッツ
62,1111,3,アルテール,中犠飛,2,3,4,7,表,メッツ
63,2110,4,ホスキンス,左安打,2,4,4,7,表,メッツ
64,2110,5,ウィリアムス,投ゴロ,3,4,4,7,表,メッツ
65,0000,7,ロサリオ,空振り三振,1,4,4,7,裏,フィリーズ
66,1000,8,レガレス,三ゴロ,2,4,4,7,裏,フィリーズ
67,2000,9,タイロン,空振り三振,3,4,4,7,裏,フィリーズ
68,0000,6,ヘレラ,三邪飛,1,4,4,8,表,メッツ
69,1000,7,フランコ,空振り三振,2,4,4,8,表,メッツ
70,2000,8,ラップ,空振り三振,3,4,4,8,表,メッツ
71,0000,1,青木宣親,中ライナー,1,4,4,8,裏,フィリーズ
72,1000,2,レイエス,中安打,1,4,4,8,裏,フィリーズ
73,1010,3,カブレラ,空振り三振,2,4,4,8,裏,フィリーズ
74,2010,4,ニモー,左フライ,3,4,4,8,裏,フィリーズ
75,0000,9,ジョセフ,左フライ,1,4,4,9,表,メッツ
76,1000,1,ヘルナンデス,空振り三振,2,4,4,9,表,メッツ
77,2000,2,クロフォード,左フライ,3,4,4,9,表,メッツ
78,0000,5,プラウェッキ,空振り三振,1,4,4,9,裏,フィリーズ
79,1000,6,スミス,中ライナー,2,4,4,9,裏,フィリーズ
80,2000,7,ロサリオ,右フライ,3,4,4,9,裏,フィリーズ
81,0000,3,アルテール,右フライ,1,4,4,10,表,メッツ
82,1000,4,ホスキンス,左フライ,2,4,4,10,表,メッツ
83,2000,5,ウィリアムス,空振り三振,3,4,4,10,表,メッツ
84,0000,8,レガレス,二ゴロ,1,4,4,10,裏,フィリーズ
85,1000,9,エバンス,右安打,1,4,4,10,裏,フィリーズ
86,1100,1,青木宣親,四球,1,4,4,10,裏,フィリーズ
87,1110,2,レイエス,空振り三振,2,4,4,10,裏,フィリーズ
88,2110,3,カブレラ,左本塁打,2,4,7,10,裏,フィリーズ
89,2000,4,ニモー,四球,2,4,7,10,裏,フィリーズ
90,2100,5,プラウェッキ,中安打,2,4,7,10,裏,フィリーズ
91,2101,6,スミス,見逃し三振,3,4,7,10,裏,フィリーズ
92,0000,6,ヘレラ,見逃し三振,1,4,7,11,表,メッツ
93,1000,7,フランコ,三ゴロ,2,4,7,11,表,メッツ
94,2000,8,ラップ,空振り三振,3,4,7,11,表,メッツ
