,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,バティスタ,右安打,0,0,0,1,表,ブルージェイズ
1,0100,2,マーティン,見逃し三振,1,0,0,1,表,ブルージェイズ
2,1000,3,ドナルドソン,空振り三振,3,0,0,1,表,ブルージェイズ
3,0000,1,メリフィールド,右フライ,1,0,0,1,裏,ロイヤルズ
4,1000,2,ボニファシオ,中フライ,2,0,0,1,裏,ロイヤルズ
5,2000,3,ケーン,二フライ,3,0,0,1,裏,ロイヤルズ
6,0000,4,モラレス,左フライ,1,0,0,2,表,ブルージェイズ
7,1000,5,トロウィツキー,右フライ,2,0,0,2,表,ブルージェイズ
8,2000,6,Dスミス,左安打,2,0,0,2,表,ブルージェイズ
9,2010,7,ピラー,空振り三振,3,0,0,2,表,ブルージェイズ
10,0000,4,ホスマー,空振り三振,1,0,0,2,裏,ロイヤルズ
11,1000,5,ペレス,遊ゴロ,2,0,0,2,裏,ロイヤルズ
12,2000,6,ムスターカス,遊ゴロ,3,0,0,2,裏,ロイヤルズ
13,0000,8,ゴーインズ,遊ゴロ,1,0,0,3,表,ブルージェイズ
14,1000,9,パームリー,一ゴロ,2,0,0,3,表,ブルージェイズ
15,2000,1,バティスタ,中安打,2,0,0,3,表,ブルージェイズ
16,2100,2,マーティン,三安打,2,0,0,3,表,ブルージェイズ
17,2110,3,ドナルドソン,空振り三振,3,0,0,3,表,ブルージェイズ
18,0000,7,モス,見逃し三振,1,0,0,3,裏,ロイヤルズ
19,1000,8,エスコバル,右ライナー,2,0,0,3,裏,ロイヤルズ
20,2000,9,ゴードン,二ゴロ,3,0,0,3,裏,ロイヤルズ
21,0000,4,モラレス,死球,0,0,0,4,表,ブルージェイズ
22,0100,5,トロウィツキー,中二塁打,0,0,1,4,表,ブルージェイズ
23,0010,6,Dスミス,中フライ,1,0,1,4,表,ブルージェイズ
24,1001,7,ピラー,四球,1,0,1,4,表,ブルージェイズ
25,1010,8,ゴーインズ,二ゴロ,2,0,2,4,表,ブルージェイズ
26,2001,9,パームリー,二ゴロ,3,0,2,4,表,ブルージェイズ
27,0000,1,メリフィールド,三ライナー,1,0,2,4,裏,ロイヤルズ
28,1000,2,ボニファシオ,左二塁打,1,0,2,4,裏,ロイヤルズ
29,1010,3,ケーン,二ゴロ,2,0,2,4,裏,ロイヤルズ
30,2001,4,ホスマー,一ゴロ,3,0,2,4,裏,ロイヤルズ
31,0000,1,バティスタ,中フライ,1,0,2,5,表,ブルージェイズ
32,1000,2,マーティン,右フライ,2,0,2,5,表,ブルージェイズ
33,2000,3,ドナルドソン,遊ゴロ,3,0,2,5,表,ブルージェイズ
34,0000,5,ペレス,中フライ,1,0,2,5,裏,ロイヤルズ
35,1000,6,ムスターカス,二ゴロ,2,0,2,5,裏,ロイヤルズ
36,2000,7,モス,三安打,2,0,2,5,裏,ロイヤルズ
37,2100,8,エスコバル,捕邪飛,3,0,2,5,裏,ロイヤルズ
38,0000,4,モラレス,一ゴロ,1,0,2,6,表,ブルージェイズ
39,1000,5,トロウィツキー,二ゴロ,2,0,2,6,表,ブルージェイズ
40,2000,6,Dスミス,中安打,2,0,2,6,表,ブルージェイズ
41,2100,7,ピラー,中フライ,3,0,2,6,表,ブルージェイズ
42,0000,9,ゴードン,中フライ,1,0,2,6,裏,ロイヤルズ
43,1000,1,メリフィールド,見逃し三振,2,0,2,6,裏,ロイヤルズ
44,2000,2,ボニファシオ,見逃し三振,3,0,2,6,裏,ロイヤルズ
45,0000,8,ゴーインズ,四球,0,0,2,7,表,ブルージェイズ
46,0100,9,パームリー,捕犠打,1,0,2,7,表,ブルージェイズ
47,1010,1,バティスタ,空振り三振,2,0,2,7,表,ブルージェイズ
48,2010,2,マーティン,四球,2,0,2,7,表,ブルージェイズ
49,2110,3,ドナルドソン,空振り三振,3,0,2,7,表,ブルージェイズ
50,0000,3,ケーン,中二塁打,0,0,2,7,裏,ロイヤルズ
51,0010,4,ホスマー,二失策,0,0,2,7,裏,ロイヤルズ
52,0101,5,ペレス,左安打,0,1,2,7,裏,ロイヤルズ
