,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,リビア,中フライ,1,0,0,1,表,エンゼルス
1,1000,2,シモンズ,空振り三振,2,0,0,1,表,エンゼルス
2,2000,3,トラウト,空振り三振,3,0,0,1,表,エンゼルス
3,0000,1,ケンドリック,二ゴロ,1,0,0,1,裏,ナショナルズ
4,1000,2,ディフォ,右安打,1,0,0,1,裏,ナショナルズ
5,1010,3,マーフィー,一ゴロ,2,0,0,1,裏,ナショナルズ
6,2001,4,ジマーマン,中本塁打,2,2,0,1,裏,ナショナルズ
7,2000,5,リンド,右安打,2,2,0,1,裏,ナショナルズ
8,2100,6,レンドン,一フライ,3,2,0,1,裏,ナショナルズ
9,0000,4,カルフーン,二ゴロ,1,2,0,2,表,エンゼルス
10,1000,5,クロン,遊ゴロ,2,2,0,2,表,エンゼルス
11,2000,6,バルブエナ,中二塁打,2,2,0,2,表,エンゼルス
12,2010,7,カワート,三邪飛,3,2,0,2,表,エンゼルス
13,0000,7,テイラー,遊ゴロ,1,2,0,2,裏,ナショナルズ
14,1000,8,ロバトン,一ゴロ,2,2,0,2,裏,ナショナルズ
15,2000,9,ロアーク,空振り三振,3,2,0,2,裏,ナショナルズ
16,0000,8,グラタロル,遊ゴロ,1,2,0,3,表,エンゼルス
17,1000,9,ノラスコ,四球,1,2,0,3,表,エンゼルス
18,1100,1,リビア,投ゴロ併殺,3,2,0,3,表,エンゼルス
19,0000,1,ケンドリック,二ゴロ,1,2,0,3,裏,ナショナルズ
20,1000,2,ディフォ,中安打,1,2,0,3,裏,ナショナルズ
21,1100,3,マーフィー,空振り三振,2,2,0,3,裏,ナショナルズ
22,2100,4,ジマーマン,四球,2,2,0,3,裏,ナショナルズ
23,2110,5,リンド,右フライ,3,2,0,3,裏,ナショナルズ
24,0000,2,シモンズ,遊ゴロ,1,2,0,4,表,エンゼルス
25,1000,3,トラウト,中フライ,2,2,0,4,表,エンゼルス
26,2000,4,カルフーン,四球,2,2,0,4,表,エンゼルス
27,2100,5,クロン,中フライ,3,2,0,4,表,エンゼルス
28,0000,6,レンドン,左二塁打,0,2,0,4,裏,ナショナルズ
29,0010,7,テイラー,四球,0,2,0,4,裏,ナショナルズ
30,0110,8,ロバトン,左ライナー,1,2,0,4,裏,ナショナルズ
31,1110,9,ロアーク,見逃し三振,2,2,0,4,裏,ナショナルズ
32,2110,1,ケンドリック,四球,2,2,0,4,裏,ナショナルズ
33,2111,2,ディフォ,空振り三振,3,2,0,4,裏,ナショナルズ
34,0000,6,バルブエナ,中本塁打,0,2,1,5,表,エンゼルス
35,0000,7,カワート,二ゴロ,1,2,1,5,表,エンゼルス
36,1000,8,グラタロル,二ゴロ,2,2,1,5,表,エンゼルス
37,2000,9,ノラスコ,右ライナー,3,2,1,5,表,エンゼルス
38,0000,3,マーフィー,一ゴロ,1,2,1,5,裏,ナショナルズ
39,1000,4,ジマーマン,三ゴロ,2,2,1,5,裏,ナショナルズ
40,2000,5,リンド,左フライ,3,2,1,5,裏,ナショナルズ
41,0000,1,リビア,投ゴロ,1,2,1,6,表,エンゼルス
42,1000,2,シモンズ,三ゴロ,2,2,1,6,表,エンゼルス
43,2000,3,トラウト,遊安打,2,2,1,6,表,エンゼルス
44,2100,4,カルフーン,右本塁打,2,2,3,6,表,エンゼルス
45,2000,5,クロン,投ゴロ,3,2,3,6,表,エンゼルス
46,0000,6,レンドン,三ゴロ,1,2,3,6,裏,ナショナルズ
47,1000,7,テイラー,空振り三振,2,2,3,6,裏,ナショナルズ
48,2000,8,ロバトン,空振り三振,3,2,3,6,裏,ナショナルズ
49,0000,6,バルブエナ,空振り三振,1,2,3,7,表,エンゼルス
50,1000,7,カワート,遊ゴロ,2,2,3,7,表,エンゼルス
51,2000,8,グラタロル,中ライナー,3,2,3,7,表,エンゼルス
52,0000,9,デアザ,空振り三振,1,2,3,7,裏,ナショナルズ
53,1000,1,ケンドリック,空振り三振,2,2,3,7,裏,ナショナルズ
54,2000,2,ディフォ,二ゴロ,3,2,3,7,裏,ナショナルズ
55,0000,9,メイビン,中フライ,1,2,3,8,表,エンゼルス
56,1000,1,リビア,遊ゴロ,2,2,3,8,表,エンゼルス
57,2000,2,シモンズ,遊フライ,3,2,3,8,表,エンゼルス
58,0000,3,マーフィー,左ライナー,1,2,3,8,裏,ナショナルズ
59,1000,4,ジマーマン,左安打,1,2,3,8,裏,ナショナルズ
60,1100,5,リンド,一失策,1,2,3,8,裏,ナショナルズ
61,1100,6,レンドン,左フライ,3,2,3,8,裏,ナショナルズ
62,0000,3,トラウト,空振り三振,1,2,3,9,表,エンゼルス
63,1000,4,カルフーン,空振り三振,2,2,3,9,表,エンゼルス
64,2000,5,クロン,空振り三振,3,2,3,9,表,エンゼルス
65,0000,7,テイラー,四球,0,2,3,9,裏,ナショナルズ
66,0100,8,ロバトン,一犠打,1,2,3,9,裏,ナショナルズ
67,1010,9,ウィータース,二ゴロ,2,2,3,9,裏,ナショナルズ
68,2001,1,ケンドリック,二ゴロ,3,2,3,9,裏,ナショナルズ
