,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,川島 慶三,右,.271,2,10,7,1,空三振
1,1000,1回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,中村 晃,左,.284,7,21,27,0,遊ゴロ
2,2000,1回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,内川 聖一,右,.231,5,16,8,0,左飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,宗 佑磨,左,.212,1,9,10,2,二ゴロ
5,1000,1回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,福田 周平,左,.253,0,6,9,5,二ゴロ
6,2000,1回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,小谷野 栄一,右,.222,1,17,22,0,空三振
7,3000,,,,,,,,,,,,,,
8,0000,2回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,柳田 悠岐,左,.347,16,51,30,13,空三振
9,1000,2回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,デスパイネ,右,.238,17,43,38,0,中飛
10,2000,2回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,上林 誠知,左,.281,10,35,12,6,三ゴロ
11,3000,,,,,,,,,,,,,,
12,0000,2回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,ロメロ,右,.218,11,27,17,3,遊ゴロ
13,1000,2回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,中島 宏之,右,.263,1,5,7,0,中安
14,1100,2回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,西野 真弘,左,.294,0,8,4,1,左安
15,1110,2回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,安達 了一,右,.237,3,21,14,9,右飛
16,2110,2回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,小島 脩平,左,.111,0,2,1,2,左２
17,2010,2回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,若月 健矢,右,.212,0,12,4,1,中安
18,3000,,,,,,,,,,,,,,
19,0000,3回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,松田 宣浩,右,.215,14,36,22,2,空三振
20,1000,3回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,市川 友也,右,.240,2,4,0,0,中飛
21,2000,3回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,西田 哲朗,右,.207,0,3,0,2,空三振
22,3000,,,,,,,,,,,,,,
23,0000,3回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,宗 佑磨,左,.212,1,9,10,2,左飛
24,1000,3回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,福田 周平,左,.253,0,6,9,5,一ゴロ
25,2000,3回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,小谷野 栄一,右,.222,1,17,22,0,三ゴロ
26,3000,,,,,,,,,,,,,,
27,0000,4回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,川島 慶三,右,.271,2,10,7,1,中飛
28,1000,4回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,中村 晃,左,.284,7,21,27,0,空三振
29,2000,4回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,内川 聖一,右,.231,5,16,8,0,左飛
30,3000,,,,,,,,,,,,,,
31,0000,4回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,ロメロ,右,.218,11,27,17,3,中本
32,0000,4回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,中島 宏之,右,.263,1,5,7,0,捕邪飛
33,1000,4回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,西野 真弘,左,.294,0,8,4,1,空三振
34,2000,4回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,安達 了一,右,.237,3,21,14,9,一ゴロ
35,3000,,,,,,,,,,,,,,
36,0000,5回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,柳田 悠岐,左,.347,16,51,30,13,二ゴロ
37,1000,5回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,デスパイネ,右,.238,17,43,38,0,右安
38,1100,5回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,上林 誠知,左,.281,10,35,12,6,中３
39,1001,5回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,松田 宣浩,右,.215,14,36,22,2,死球
40,1101,5回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,市川 友也,右,.240,2,4,0,0,空三振
41,2101,5回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,西田 哲朗,右,.207,0,3,0,2,二ゴロ
42,3000,,,,,,,,,,,,,,
43,0000,5回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,小島 脩平,左,.111,0,2,1,2,右飛
44,1000,5回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,若月 健矢,右,.212,0,12,4,1,遊ゴロ
45,2000,5回裏,ソフトバンク,バンデンハーク,右,4.76,オリックス,宗 佑磨,左,.212,1,9,10,2,空三振
46,3000,,,,,,,,,,,,,,
47,0000,6回表,オリックス,田嶋 大樹,左,4.06,ソフトバンク,川島 慶三,右,.271,2,10,7,1,空三振
