,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,マルティネス,右,3.56,楽天,田中 和基,左,.290,14,34,24,19,四球
1,0100,1回表,日本ハム,マルティネス,右,3.56,楽天,西巻 賢二,右,.304,0,2,1,0,投犠打
2,1010,1回表,日本ハム,マルティネス,右,3.56,楽天,島内 宏明,左,.270,7,37,30,7,遊ゴロ
3,2001,1回表,日本ハム,マルティネス,右,3.56,楽天,枡田 慎太郎,左,.196,3,13,6,0,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,楽天,塩見 貴洋,左,3.56,日本ハム,西川 遥輝,左,.261,9,43,80,31,二ゴロ
6,1000,1回裏,楽天,塩見 貴洋,左,3.56,日本ハム,大田 泰示,右,.275,13,47,29,2,中飛
7,2000,1回裏,楽天,塩見 貴洋,左,3.56,日本ハム,近藤 健介,左,.321,9,57,72,4,二ゴロ
8,3000,,,,,,,,,,,,,,
9,0000,2回表,日本ハム,マルティネス,右,3.56,楽天,銀次,左,.271,3,39,41,1,右安
10,0100,2回表,日本ハム,マルティネス,右,3.56,楽天,今江 年晶,右,.269,9,44,26,0,右飛
11,1100,2回表,日本ハム,マルティネス,右,3.56,楽天,ウィーラー,右,.246,8,31,24,3,遊ゴロ
12,2100,2回表,日本ハム,マルティネス,右,3.56,楽天,岡島 豪郎,左,.189,3,13,19,1,ボール
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,中田 翔,右,.274,23,90,35,0,遊飛
15,1000,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,レアード,右,.235,23,58,41,0,四球
16,1100,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,清宮 幸太郎,左,.233,4,10,7,0,中２
17,1011,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,鶴岡 慎也,右,.265,2,18,9,1,中安
18,1100,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,渡邉 諒,右,.238,5,9,5,0,右安
19,1101,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,中島 卓也,左,.257,1,20,30,24,見三振
20,2101,2回裏,楽天,塩見 貴洋,左,3.56,日本ハム,西川 遥輝,左,.261,9,43,80,31,左飛
21,3000,,,,,,,,,,,,,,
22,0000,3回表,日本ハム,マルティネス,右,3.56,楽天,岡島 豪郎,左,.189,3,13,19,1,空三振
23,1000,3回表,日本ハム,マルティネス,右,3.56,楽天,嶋 基宏,右,.204,0,20,28,1,空三振
24,2000,3回表,日本ハム,マルティネス,右,3.56,楽天,田中 和基,左,.290,14,34,24,19,遊ゴロ
