,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,山井 大介,右,1.63,ＤｅＮＡ,神里 和毅,左,.275,4,15,16,13,左２
1,0010,1回表,中日,山井 大介,右,1.63,ＤｅＮＡ,山下 幸輝,左,.241,1,3,0,0,三犠打
2,1001,1回表,中日,山井 大介,右,1.63,ＤｅＮＡ,ソト,右,.313,7,19,2,0,右飛
3,2001,1回表,中日,山井 大介,右,1.63,ＤｅＮＡ,筒香 嘉智,左,.302,17,44,38,0,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,藤井 淳志,右,.217,0,12,4,0,見三振
6,1000,1回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,堂上 直倫,右,.174,0,2,2,0,遊ゴロ
7,2000,1回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,アルモンテ,右,.322,10,43,28,0,左飛
8,3000,,,,,,,,,,,,,,
9,0000,2回表,中日,山井 大介,右,1.63,ＤｅＮＡ,宮崎 敏郎,右,.325,14,35,16,0,左２
10,0010,2回表,中日,山井 大介,右,1.63,ＤｅＮＡ,佐野 恵太,左,.222,3,4,0,1,三邪飛
11,1010,2回表,中日,山井 大介,右,1.63,ＤｅＮＡ,柴田 竜拓,左,.226,2,3,8,2,左安
12,1101,2回表,中日,山井 大介,右,1.63,ＤｅＮＡ,濱口 遥大,左,.000,0,0,0,0,空三振
13,2101,2回表,中日,山井 大介,右,1.63,ＤｅＮＡ,高城 俊人,右,.167,0,3,1,1,遊ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,ビシエド,右,.291,10,41,20,1,左安
16,0010,2回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,福田 永将,右,.268,6,27,18,0,三ゴロ
17,1010,2回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,モヤ,左,.307,1,14,5,0,遊飛
18,2010,2回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,高橋 周平,左,.266,4,28,15,0,捕邪飛
19,3000,,,,,,,,,,,,,,
20,0000,3回表,中日,山井 大介,右,1.63,ＤｅＮＡ,神里 和毅,左,.275,4,15,16,13,左飛
21,1000,3回表,中日,山井 大介,右,1.63,ＤｅＮＡ,山下 幸輝,左,.241,1,3,0,0,二ゴロ
22,2000,3回表,中日,山井 大介,右,1.63,ＤｅＮＡ,ソト,右,.313,7,19,2,0,空三振
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,木下 拓哉,右,.167,1,2,2,0,三失
25,0100,3回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,山井 大介,右,.000,0,0,0,0,捕併打
26,2000,3回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,藤井 淳志,右,.217,0,12,4,0,二ゴロ
27,3000,,,,,,,,,,,,,,
28,0000,4回表,中日,山井 大介,右,1.63,ＤｅＮＡ,筒香 嘉智,左,.302,17,44,38,0,捕邪飛
29,1000,4回表,中日,山井 大介,右,1.63,ＤｅＮＡ,宮崎 敏郎,右,.325,14,35,16,0,遊ゴロ
30,2000,4回表,中日,山井 大介,右,1.63,ＤｅＮＡ,佐野 恵太,左,.222,3,4,0,1,投ゴロ
31,3000,,,,,,,,,,,,,,
32,0000,4回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,堂上 直倫,右,.174,0,2,2,0,中飛
33,1000,4回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,アルモンテ,右,.322,10,43,28,0,右２
34,1010,4回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,ビシエド,右,.291,10,41,20,1,左安
35,1101,4回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,福田 永将,右,.268,6,27,18,0,右飛
36,2101,4回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,モヤ,左,.307,1,14,5,0,左飛
37,3000,,,,,,,,,,,,,,
38,0000,5回表,中日,山井 大介,右,1.63,ＤｅＮＡ,柴田 竜拓,左,.226,2,3,8,2,右安
39,0100,5回表,中日,山井 大介,右,1.63,ＤｅＮＡ,濱口 遥大,左,.000,0,0,0,0,捕犠打
40,1010,5回表,中日,山井 大介,右,1.63,ＤｅＮＡ,高城 俊人,右,.167,0,3,1,1,空三振
41,2010,5回表,中日,山井 大介,右,1.63,ＤｅＮＡ,神里 和毅,左,.275,4,15,16,13,投ゴロ
42,3000,,,,,,,,,,,,,,
43,0000,5回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,高橋 周平,左,.266,4,28,15,0,右安
44,0100,5回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,木下 拓哉,右,.167,1,2,2,0,四球
45,0110,5回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,山井 大介,右,.000,0,0,0,0,捕ゴロ
46,1110,5回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,藤井 淳志,右,.217,0,12,4,0,遊直
47,2110,5回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,堂上 直倫,右,.174,0,2,2,0,空三振
48,3000,,,,,,,,,,,,,,
49,0000,6回表,中日,山井 大介,右,1.63,ＤｅＮＡ,山下 幸輝,左,.241,1,3,0,0,三邪飛
50,1000,6回表,中日,山井 大介,右,1.63,ＤｅＮＡ,ソト,右,.313,7,19,2,0,二飛
51,2000,6回表,中日,山井 大介,右,1.63,ＤｅＮＡ,筒香 嘉智,左,.302,17,44,38,0,左本
52,2000,6回表,中日,山井 大介,右,1.63,ＤｅＮＡ,宮崎 敏郎,右,.325,14,35,16,0,遊ゴロ
53,3000,,,,,,,,,,,,,,
54,0000,6回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,アルモンテ,右,.322,10,43,28,0,右安
55,0100,6回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,ビシエド,右,.291,10,41,20,1,四球
56,0110,6回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,福田 永将,右,.268,6,27,18,0,左飛
57,1100,6回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,モヤ,左,.307,1,14,5,0,右２
58,2011,6回裏,ＤｅＮＡ,濱口 遥大,左,2.65,中日,高橋 周平,左,.266,4,28,15,0,左飛
59,3000,,,,,,,,,,,,,,
60,0000,7回表,中日,山井 大介,右,1.63,ＤｅＮＡ,佐野 恵太,左,.222,3,4,0,1,左飛
61,1000,7回表,中日,山井 大介,右,1.63,ＤｅＮＡ,柴田 竜拓,左,.226,2,3,8,2,二ゴロ
62,2000,7回表,中日,山井 大介,右,1.63,ＤｅＮＡ,関根 大気,左,.273,0,0,0,0,中飛
63,3000,,,,,,,,,,,,,,
64,0000,7回裏,ＤｅＮＡ,エスコバー,左,1.80,中日,木下 拓哉,右,.167,1,2,2,0,空三振
65,1000,7回裏,ＤｅＮＡ,エスコバー,左,1.80,中日,荒木 雅博,右,.235,0,0,0,0,空三振
66,2000,7回裏,ＤｅＮＡ,エスコバー,左,1.80,中日,藤井 淳志,右,.217,0,12,4,0,中２
67,2010,7回裏,ＤｅＮＡ,エスコバー,左,1.80,中日,堂上 直倫,右,.174,0,2,2,0,空三振
68,3000,,,,,,,,,,,,,,
69,0000,8回表,中日,鈴木 博志,右,4.11,ＤｅＮＡ,高城 俊人,右,.167,0,3,1,1,見三振
70,1000,8回表,中日,鈴木 博志,右,4.11,ＤｅＮＡ,神里 和毅,左,.275,4,15,16,13,中２
71,1010,8回表,中日,鈴木 博志,右,4.11,ＤｅＮＡ,中川 大志,右,.324,2,6,3,0,一邪飛
72,2010,8回表,中日,鈴木 博志,右,4.11,ＤｅＮＡ,ソト,右,.313,7,19,2,0,二ゴロ
73,3000,,,,,,,,,,,,,,
74,0000,8回裏,ＤｅＮＡ,パットン,右,3.68,中日,アルモンテ,左,.322,10,43,28,0,四球
75,0100,8回裏,ＤｅＮＡ,パットン,右,3.68,中日,ビシエド,右,.291,10,41,20,1,右安
76,0101,8回裏,ＤｅＮＡ,パットン,右,3.68,中日,福田 永将,右,.268,6,27,18,0,遊ゴロ
77,1100,8回裏,ＤｅＮＡ,パットン,右,3.68,中日,モヤ,左,.307,1,14,5,0,右安
78,1101,8回裏,ＤｅＮＡ,パットン,右,3.68,中日,高橋 周平,左,.266,4,28,15,0,二ゴロ
79,2110,8回裏,ＤｅＮＡ,パットン,右,3.68,中日,木下 拓哉,右,.167,1,2,2,0,二ゴロ
80,3000,,,,,,,,,,,,,,
81,0000,9回表,中日,田島 慎二,右,4.38,ＤｅＮＡ,筒香 嘉智,左,.302,17,44,38,0,空三振
82,1000,9回表,中日,田島 慎二,右,4.38,ＤｅＮＡ,宮崎 敏郎,右,.325,14,35,16,0,遊安
83,1100,9回表,中日,田島 慎二,右,4.38,ＤｅＮＡ,乙坂 智,左,.143,0,3,4,2,右安
84,1110,9回表,中日,田島 慎二,右,4.38,ＤｅＮＡ,柴田 竜拓,左,.226,2,3,8,2,中安
85,1111,9回表,中日,田島 慎二,右,4.38,ＤｅＮＡ,関根 大気,左,.273,0,0,0,0,右３
86,1001,9回表,中日,木下 雄介,右,3.00,ＤｅＮＡ,高城 俊人,右,.167,0,3,1,1,四球
87,1011,9回表,中日,木下 雄介,右,3.00,ＤｅＮＡ,神里 和毅,左,.275,4,15,16,13,右安
88,1100,9回表,中日,木下 雄介,右,3.00,ＤｅＮＡ,大和,右,.209,0,14,14,4,三ゴロ
89,2010,9回表,中日,木下 雄介,右,3.00,ＤｅＮＡ,ソト,右,.313,7,19,2,0,中飛
90,3000,,,,,,,,,,,,,,
91,0000,9回裏,ＤｅＮＡ,山崎 康晃,右,1.44,中日,京田 陽太,左,.232,1,18,7,13,三飛
92,1000,9回裏,ＤｅＮＡ,山崎 康晃,右,1.44,中日,藤井 淳志,左,.217,0,12,4,0,二ゴロ
93,2000,9回裏,ＤｅＮＡ,山崎 康晃,右,1.44,中日,亀澤 恭平,左,.276,0,6,6,1,ゴロ
94,3000,,,,,,,,,,,,,,
