,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,金子 千尋,右,3.87,西武,秋山 翔吾,左,.329,15,53,53,8,四球
1,0100,1回表,オリックス,金子 千尋,右,3.87,西武,源田 壮亮,左,.278,1,39,30,27,中２
2,0011,1回表,オリックス,金子 千尋,右,3.87,西武,浅村 栄斗,右,.313,22,82,46,3,空三振
3,1011,1回表,オリックス,金子 千尋,右,3.87,西武,山川 穂高,右,.279,28,83,61,0,中安
4,1100,1回表,オリックス,金子 千尋,右,3.87,西武,森 友哉,左,.299,12,60,43,5,左飛
5,2100,1回表,オリックス,金子 千尋,右,3.87,西武,外崎 修汰,右,.283,14,58,42,23,左２
6,2011,1回表,オリックス,金子 千尋,右,3.87,西武,中村 剛也,右,.213,15,33,18,0,中２
7,2010,1回表,オリックス,金子 千尋,右,3.87,西武,メヒア,右,.227,8,17,13,0,空三振
8,3000,,,,,,,,,,,,,,
9,0000,1回裏,西武,高橋 光成,右,6.00,オリックス,宮崎 祐樹,右,.246,3,6,7,1,右安
10,0100,1回裏,西武,高橋 光成,右,6.00,オリックス,西村 凌,右,.203,2,5,3,2,四球
11,0110,1回裏,西武,高橋 光成,右,6.00,オリックス,西野 真弘,左,.285,0,15,12,6,右飛
12,1101,1回裏,西武,高橋 光成,右,6.00,オリックス,吉田 正尚,左,.305,17,62,49,2,一ゴロ
13,2010,1回裏,西武,高橋 光成,右,6.00,オリックス,伏見 寅威,右,.323,0,14,7,0,右安
14,2100,1回裏,西武,高橋 光成,右,6.00,オリックス,中島 宏之,右,.265,1,6,9,0,空三振
15,3000,,,,,,,,,,,,,,
16,0000,2回表,オリックス,金子 千尋,右,3.87,西武,斉藤 彰吾,左,.306,1,6,3,4,空三振
17,1000,2回表,オリックス,金子 千尋,右,3.87,西武,秋山 翔吾,左,.329,15,53,53,8,左２
18,1010,2回表,オリックス,金子 千尋,右,3.87,西武,源田 壮亮,左,.278,1,39,30,27,遊安
19,1110,2回表,オリックス,金子 千尋,右,3.87,西武,浅村 栄斗,右,.313,22,82,46,3,遊併打
20,3000,,,,,,,,,,,,,,
21,0000,2回裏,西武,高橋 光成,右,6.00,オリックス,大城 滉二,右,.252,4,21,23,10,遊失
22,0000,2回裏,西武,高橋 光成,右,6.00,オリックス,鈴木 昂平,右,.000,0,0,0,0,空三振
23,2000,2回裏,西武,高橋 光成,右,6.00,オリックス,山崎 勝己,右,.236,0,5,4,0,三安
24,2100,2回裏,西武,高橋 光成,右,6.00,オリックス,宮崎 祐樹,右,.246,3,6,7,1,三ゴロ
25,3000,,,,,,,,,,,,,,
26,0000,3回表,オリックス,金子 千尋,右,3.87,西武,山川 穂高,右,.279,28,83,61,0,二ゴロ
27,1000,3回表,オリックス,金子 千尋,右,3.87,西武,森 友哉,左,.299,12,60,43,5,左安
