,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,山中 浩史,右,6.00,巨人,立岡 宗一郎,左,.313,0,2,2,3,三ゴロ
1,1000,1回表,ヤクルト,山中 浩史,右,6.00,巨人,吉川 尚輝,左,.231,0,1,0,0,三邪飛
2,2000,1回表,ヤクルト,山中 浩史,右,6.00,巨人,坂本 勇人,右,.343,0,6,5,1,空三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,野上 亮磨,右,5.91,ヤクルト,山田 哲人,右,.172,1,3,12,7,四球
5,0010,1回裏,巨人,野上 亮磨,右,5.91,ヤクルト,西浦 直亨,右,.778,1,5,2,0,投犠打
6,1001,1回裏,巨人,野上 亮磨,右,5.91,ヤクルト,バレンティン,右,.265,3,10,6,0,遊ゴロ
7,2000,1回裏,巨人,野上 亮磨,右,5.91,ヤクルト,青木 宣親,左,.324,0,8,2,0,空三振
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ヤクルト,山中 浩史,右,6.00,巨人,ゲレーロ,右,.226,0,1,8,0,二飛
10,1000,2回表,ヤクルト,山中 浩史,右,6.00,巨人,マギー,右,.265,0,3,2,0,中安
11,1100,2回表,ヤクルト,山中 浩史,右,6.00,巨人,岡本 和真,右,.303,2,11,5,1,遊併打
12,3000,,,,,,,,,,,,,,
13,0000,2回裏,巨人,野上 亮磨,右,5.91,ヤクルト,荒木 貴裕,右,.333,1,2,2,0,右飛
14,1000,2回裏,巨人,野上 亮磨,右,5.91,ヤクルト,坂口 智隆,左,.345,0,3,2,1,中安
15,1010,2回裏,巨人,野上 亮磨,右,5.91,ヤクルト,廣岡 大志,右,.300,0,5,3,0,空三振
16,2010,2回裏,巨人,野上 亮磨,右,5.91,ヤクルト,中村 悠平,右,.250,0,4,4,0,右飛
17,3000,,,,,,,,,,,,,,
18,0000,3回表,ヤクルト,山中 浩史,右,6.00,巨人,亀井 善行,左,.000,0,1,2,0,一ゴロ
19,1000,3回表,ヤクルト,山中 浩史,右,6.00,巨人,大城 卓三,左,.364,1,2,2,0,右本
20,1000,3回表,ヤクルト,山中 浩史,右,6.00,巨人,野上 亮磨,右,.333,0,0,0,0,左安
21,1100,3回表,ヤクルト,山中 浩史,右,6.00,巨人,立岡 宗一郎,左,.313,0,2,2,3,二併打
22,3000,,,,,,,,,,,,,,
23,0000,3回裏,巨人,野上 亮磨,右,5.91,ヤクルト,山中 浩史,右,-,0,0,0,0,一邪飛
24,1000,3回裏,巨人,野上 亮磨,右,5.91,ヤクルト,山田 哲人,右,.172,1,3,12,7,四球
25,1010,3回裏,巨人,野上 亮磨,右,5.91,ヤクルト,西浦 直亨,右,.778,1,5,2,0,左安
26,1010,3回裏,巨人,野上 亮磨,右,5.91,ヤクルト,バレンティン,右,.265,3,10,6,0,見逃し
27,1000,3回裏,巨人,野上 亮磨,右,5.91,ヤクルト,青木 宣親,左,.324,0,8,2,0,ボール
28,1000,3回裏,巨人,野上 亮磨,右,5.91,ヤクルト,荒木 貴裕,右,.333,1,2,2,0,ファウル
29,2000,4回表,ヤクルト,山中 浩史,右,6.00,巨人,吉川 尚輝,左,.231,0,1,0,0,ボール
30,0010,4回表,ヤクルト,山中 浩史,右,6.00,巨人,坂本 勇人,右,.343,0,6,5,1,見逃し
31,0010,4回表,ヤクルト,山中 浩史,右,6.00,巨人,ゲレーロ,右,.226,0,1,8,0,
32,1110,4回表,ヤクルト,山中 浩史,右,6.00,巨人,マギー,右,.265,0,3,2,0,
33,1101,4回表,ヤクルト,山中 浩史,右,6.00,巨人,岡本 和真,右,.303,2,11,5,1,左２
34,1011,4回表,ヤクルト,山中 浩史,右,6.00,巨人,亀井 善行,左,.000,0,1,2,0,左犠飛
35,2010,4回表,ヤクルト,山中 浩史,右,6.00,巨人,大城 卓三,左,.364,1,2,2,0,
