,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,ハフ,左,6.45,阪神,上本 博紀,右,.300,0,0,2,0,右安
1,0100,1回表,ヤクルト,ハフ,左,6.45,阪神,俊介,右,.045,0,1,0,0,投犠打
2,1010,1回表,ヤクルト,ハフ,左,6.45,阪神,糸井 嘉男,左,.281,3,9,16,0,見三振
3,2010,1回表,ヤクルト,ハフ,左,6.45,阪神,ロサリオ,右,.256,1,8,4,0,遊ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,阪神,メッセンジャー,右,1.82,ヤクルト,青木 宣親,左,.240,0,9,7,0,一ゴロ
6,1000,1回裏,阪神,メッセンジャー,右,1.82,ヤクルト,坂口 智隆,左,.333,1,7,14,3,三直
7,2000,1回裏,阪神,メッセンジャー,右,1.82,ヤクルト,山田 哲人,右,.253,5,11,19,7,空三振
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ヤクルト,ハフ,左,6.45,阪神,福留 孝介,左,.333,2,8,10,0,四球
10,0100,2回表,ヤクルト,ハフ,左,6.45,阪神,糸原 健斗,左,.303,0,3,7,0,左安
11,0110,2回表,ヤクルト,ハフ,左,6.45,阪神,大山 悠輔,右,.185,2,11,8,0,死球
12,0111,2回表,ヤクルト,ハフ,左,6.45,阪神,梅野 隆太郎,右,.149,1,5,5,1,投ゴロ
13,1011,2回表,ヤクルト,ハフ,左,6.45,阪神,メッセンジャー,右,.200,0,1,1,0,四球
14,1111,2回表,ヤクルト,ハフ,左,6.45,阪神,上本 博紀,右,.300,0,0,2,0,見三振
15,2111,2回表,ヤクルト,ハフ,左,6.45,阪神,俊介,右,.045,0,1,0,0,三ゴロ
16,3000,,,,,,,,,,,,,,
17,0000,2回裏,阪神,メッセンジャー,右,1.82,ヤクルト,バレンティン,右,.243,4,17,13,0,四球
18,0100,2回裏,阪神,メッセンジャー,右,1.82,ヤクルト,雄平,左,.333,0,4,4,1,遊ゴロ
19,1100,2回裏,阪神,メッセンジャー,右,1.82,ヤクルト,西浦 直亨,右,.356,1,10,5,0,左飛
20,2100,2回裏,阪神,メッセンジャー,右,1.82,ヤクルト,川端 慎吾,左,.194,1,3,5,0,遊ゴロ
21,3000,,,,,,,,,,,,,,
22,0000,3回表,ヤクルト,ハフ,左,6.45,阪神,糸井 嘉男,左,.281,3,9,16,0,中飛
23,1000,3回表,ヤクルト,ハフ,左,6.45,阪神,ロサリオ,右,.256,1,8,4,0,投ゴロ
24,2000,3回表,ヤクルト,ハフ,左,6.45,阪神,福留 孝介,左,.333,2,8,10,0,遊安
25,2100,3回表,ヤクルト,ハフ,左,6.45,阪神,糸原 健斗,左,.303,0,3,7,0,左安
26,2110,3回表,ヤクルト,ハフ,左,6.45,阪神,大山 悠輔,右,.185,2,11,8,0,左安
27,2110,3回表,ヤクルト,ハフ,左,6.45,阪神,梅野 隆太郎,右,.149,1,5,5,1,右邪飛
28,3000,,,,,,,,,,,,,,
29,0000,3回裏,阪神,メッセンジャー,右,1.82,ヤクルト,中村 悠平,右,.215,0,6,7,1,中飛
30,1000,3回裏,阪神,メッセンジャー,右,1.82,ヤクルト,ハフ,左,.000,0,0,0,0,空三振
31,2000,3回裏,阪神,メッセンジャー,右,1.82,ヤクルト,青木 宣親,左,.240,0,9,7,0,二ゴロ
32,3000,,,,,,,,,,,,,,
33,0000,4回表,ヤクルト,ハフ,左,6.45,阪神,メッセンジャー,右,.200,0,1,1,0,空三振
34,1000,4回表,ヤクルト,ハフ,左,6.45,阪神,上本 博紀,右,.300,0,0,2,0,三ゴロ
