,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,山井 大介,右,3.45,巨人,重信 慎之介,左,.341,0,3,2,3,空三振
1,1000,1回表,中日,山井 大介,右,3.45,巨人,山本 泰寛,右,.250,0,0,1,0,見三振
2,2000,1回表,中日,山井 大介,右,3.45,巨人,マギー,右,.292,13,57,24,0,右飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,今村 信貴,左,3.16,中日,京田 陽太,左,.237,3,31,10,17,投ゴロ
5,1000,1回裏,巨人,今村 信貴,左,3.16,中日,荒木 雅博,右,.275,1,2,1,0,中飛
6,2000,1回裏,巨人,今村 信貴,左,3.16,中日,大島 洋平,左,.270,5,33,30,14,左安
7,2100,1回裏,巨人,今村 信貴,左,3.16,中日,ビシエド,右,.314,15,64,35,1,空三振
8,3000,,,,,,,,,,,,,,
9,0000,2回表,中日,山井 大介,右,3.45,巨人,岡本 和真,右,.304,20,63,44,2,右飛
10,1000,2回表,中日,山井 大介,右,3.45,巨人,亀井 善行,左,.296,11,40,31,4,二ゴロ
11,2000,2回表,中日,山井 大介,右,3.45,巨人,長野 久義,右,.269,9,38,33,3,右安
12,2100,2回表,中日,山井 大介,右,3.45,巨人,マルティネス,左,.273,1,3,2,0,四球
13,2110,2回表,中日,山井 大介,右,3.45,巨人,小林 誠司,右,.235,2,24,22,0,一直
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,巨人,今村 信貴,左,3.16,中日,平田 良介,右,.330,5,36,40,8,左飛
16,1000,2回裏,巨人,今村 信貴,左,3.16,中日,アルモンテ,右,.300,11,51,31,1,中安
17,1100,2回裏,巨人,今村 信貴,左,3.16,中日,福田 永将,右,.263,8,40,26,0,遊飛
18,2100,2回裏,巨人,今村 信貴,左,3.16,中日,武山 真吾,右,.136,0,5,2,0,空三振
19,3000,,,,,,,,,,,,,,
20,0000,3回表,中日,山井 大介,右,3.45,巨人,今村 信貴,左,.111,0,1,0,0,捕ゴロ
21,1000,3回表,中日,山井 大介,右,3.45,巨人,重信 慎之介,左,.341,0,3,2,3,中飛
22,2000,3回表,中日,山井 大介,右,3.45,巨人,山本 泰寛,右,.250,0,0,1,0,右飛
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,巨人,今村 信貴,左,3.16,中日,山井 大介,右,.067,0,2,0,0,空三振
25,1000,3回裏,巨人,今村 信貴,左,3.16,中日,京田 陽太,左,.237,3,31,10,17,二ゴロ
26,2000,3回裏,巨人,今村 信貴,左,3.16,中日,荒木 雅博,右,.275,1,2,1,0,左安
27,2100,3回裏,巨人,今村 信貴,左,3.16,中日,大島 洋平,左,.270,5,33,30,14,二ゴロ
28,3000,,,,,,,,,,,,,,
29,0000,4回表,中日,山井 大介,右,3.45,巨人,マギー,右,.292,13,57,24,0,左本
30,0000,4回表,中日,山井 大介,右,3.45,巨人,岡本 和真,右,.304,20,63,44,2,遊ゴロ
31,1000,4回表,中日,山井 大介,右,3.45,巨人,亀井 善行,左,.296,11,40,31,4,左邪飛
32,2000,4回表,中日,山井 大介,右,3.45,巨人,長野 久義,右,.269,9,38,33,3,右安
33,2100,4回表,中日,山井 大介,右,3.45,巨人,マルティネス,左,.273,1,3,2,0,中２
34,2010,4回表,中日,山井 大介,右,3.45,巨人,小林 誠司,右,.235,2,24,22,0,右飛
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,巨人,今村 信貴,左,3.16,中日,ビシエド,右,.314,15,64,35,1,一邪飛
37,1000,4回裏,巨人,今村 信貴,左,3.16,中日,平田 良介,右,.330,5,36,40,8,左飛
38,2000,4回裏,巨人,今村 信貴,左,3.16,中日,アルモンテ,右,.300,11,51,31,1,三ゴロ
39,3000,,,,,,,,,,,,,,
40,0000,5回表,中日,山井 大介,右,3.45,巨人,今村 信貴,左,.111,0,1,0,0,空三振
41,1000,5回表,中日,山井 大介,右,3.45,巨人,重信 慎之介,左,.341,0,3,2,3,二直
42,2000,5回表,中日,山井 大介,右,3.45,巨人,山本 泰寛,右,.250,0,0,1,0,空三振
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,巨人,今村 信貴,左,3.16,中日,福田 永将,右,.263,8,40,26,0,空三振
45,1000,5回裏,巨人,今村 信貴,左,3.16,中日,武山 真吾,右,.136,0,5,2,0,二ゴロ
46,2000,5回裏,巨人,今村 信貴,左,3.16,中日,山井 大介,右,.067,0,2,0,0,空三振
47,3000,,,,,,,,,,,,,,
48,0000,6回表,中日,山井 大介,右,3.45,巨人,マギー,右,.292,13,57,24,0,右邪飛
49,1000,6回表,中日,山井 大介,右,3.45,巨人,岡本 和真,右,.304,20,63,44,2,四球
50,1100,6回表,中日,山井 大介,右,3.45,巨人,亀井 善行,左,.296,11,40,31,4,左飛
51,2100,6回表,中日,山井 大介,右,3.45,巨人,長野 久義,右,.269,9,38,33,3,見三振
52,3000,,,,,,,,,,,,,,
53,0000,6回裏,巨人,今村 信貴,左,3.16,中日,京田 陽太,左,.237,3,31,10,17,中飛
54,1000,6回裏,巨人,今村 信貴,左,3.16,中日,荒木 雅博,右,.275,1,2,1,0,遊ゴロ
55,2000,6回裏,巨人,今村 信貴,左,3.16,中日,大島 洋平,左,.270,5,33,30,14,中安
56,2100,6回裏,巨人,今村 信貴,左,3.16,中日,ビシエド,右,.314,15,64,35,1,遊ゴロ
57,3000,,,,,,,,,,,,,,
58,0000,7回表,中日,山井 大介,右,3.45,巨人,マルティネス,左,.273,1,3,2,0,見三振
59,1000,7回表,中日,山井 大介,右,3.45,巨人,小林 誠司,右,.235,2,24,22,0,左安
60,1100,7回表,中日,山井 大介,右,3.45,巨人,今村 信貴,左,.111,0,1,0,0,捕犠打
61,2010,7回表,中日,山井 大介,右,3.45,巨人,重信 慎之介,左,.341,0,3,2,3,四球
62,2110,7回表,中日,山井 大介,右,3.45,巨人,阿部 慎之助,左,.235,5,23,10,0,四球
63,2111,7回表,中日,山井 大介,右,3.45,巨人,マギー,右,.292,13,57,24,0,二ゴロ
64,3000,,,,,,,,,,,,,,
65,0000,7回裏,巨人,今村 信貴,左,3.16,中日,平田 良介,右,.330,5,36,40,8,遊ゴロ
66,1000,7回裏,巨人,今村 信貴,左,3.16,中日,アルモンテ,右,.300,11,51,31,1,二ゴロ
67,2000,7回裏,巨人,今村 信貴,左,3.16,中日,福田 永将,右,.263,8,40,26,0,中飛
68,3000,,,,,,,,,,,,,,
69,0000,8回表,中日,又吉 克樹,右,5.63,巨人,岡本 和真,右,.304,20,63,44,2,四球
70,0100,8回表,中日,又吉 克樹,右,5.63,巨人,亀井 善行,左,.296,11,40,31,4,右飛
