,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,西武,榎田 大樹,左,2.33,日本ハム,西川 遥輝,左,.237,3,15,35,17,中安
1,0100,1回表,西武,榎田 大樹,左,2.33,日本ハム,大田 泰示,右,.265,10,29,14,1,中飛
2,1100,1回表,西武,榎田 大樹,左,2.33,日本ハム,近藤 健介,左,.347,2,16,26,3,遊併打
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,日本ハム,有原 航平,右,6.38,西武,秋山 翔吾,左,.365,7,30,28,4,空三振
5,1000,1回裏,日本ハム,有原 航平,右,6.38,西武,源田 壮亮,左,.294,0,28,9,15,中安
6,1100,1回裏,日本ハム,有原 航平,右,6.38,西武,浅村 栄斗,右,.297,9,32,18,2,左安
7,1110,1回裏,日本ハム,有原 航平,右,6.38,西武,山川 穂高,右,.269,13,43,37,0,死球
8,1111,1回裏,日本ハム,有原 航平,右,6.38,西武,栗山 巧,左,.270,2,19,21,0,右安
9,1110,1回裏,日本ハム,有原 航平,右,6.38,西武,外崎 修汰,右,.279,4,24,21,12,左安
10,1111,1回裏,日本ハム,有原 航平,右,6.38,西武,森 友哉,左,.286,4,25,19,4,右本
11,1000,1回裏,日本ハム,有原 航平,右,6.38,西武,炭谷 銀仁朗,右,.310,0,6,2,0,三ゴロ
12,2000,1回裏,日本ハム,有原 航平,右,6.38,西武,金子 侑司,左,.181,1,9,10,15,遊飛
13,3000,,,,,,,,,,,,,,
14,0000,2回表,西武,榎田 大樹,左,2.33,日本ハム,レアード,右,.245,9,20,15,0,三ゴロ
15,1000,2回表,西武,榎田 大樹,左,2.33,日本ハム,鶴岡 慎也,右,.304,0,5,4,1,四球
16,1100,2回表,西武,榎田 大樹,左,2.33,日本ハム,杉谷 拳士,右,.295,1,3,4,1,死球
17,1110,2回表,西武,榎田 大樹,左,2.33,日本ハム,岡 大海,右,.154,0,5,3,1,左安
18,1111,2回表,西武,榎田 大樹,左,2.33,日本ハム,横尾 俊建,右,.185,3,8,3,0,中犠飛
19,2110,2回表,西武,榎田 大樹,左,2.33,日本ハム,中島 卓也,左,.205,1,6,13,8,右安
20,2101,2回表,西武,榎田 大樹,左,2.33,日本ハム,西川 遥輝,左,.237,3,15,35,17,四球
21,2111,2回表,西武,榎田 大樹,左,2.33,日本ハム,大田 泰示,右,.265,10,29,14,1,右２
22,2011,2回表,西武,榎田 大樹,左,2.33,日本ハム,近藤 健介,左,.347,2,16,26,3,二ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,2回裏,日本ハム,有原 航平,右,6.38,西武,秋山 翔吾,左,.365,7,30,28,4,右２
25,0010,2回裏,日本ハム,有原 航平,右,6.38,西武,源田 壮亮,左,.294,0,28,9,15,右２
26,0010,2回裏,日本ハム,有原 航平,右,6.38,西武,浅村 栄斗,右,.297,9,32,18,2,投ゴロ
27,1010,2回裏,日本ハム,有原 航平,右,6.38,西武,山川 穂高,右,.269,13,43,37,0,空三振
28,2001,2回裏,日本ハム,有原 航平,右,6.38,西武,栗山 巧,左,.270,2,19,21,0,中飛
29,3000,,,,,,,,,,,,,,
30,0000,3回表,西武,榎田 大樹,左,2.33,日本ハム,レアード,右,.245,9,20,15,0,左安
31,0100,3回表,西武,榎田 大樹,左,2.33,日本ハム,鶴岡 慎也,右,.304,0,5,4,1,中安
32,0110,3回表,西武,榎田 大樹,左,2.33,日本ハム,杉谷 拳士,右,.295,1,3,4,1,一犠打
33,1011,3回表,西武,榎田 大樹,左,2.33,日本ハム,岡 大海,右,.154,0,5,3,1,二飛
34,2011,3回表,西武,榎田 大樹,左,2.33,日本ハム,横尾 俊建,右,.185,3,8,3,0,四球
35,2111,3回表,西武,榎田 大樹,左,2.33,日本ハム,中島 卓也,左,.205,1,6,13,8,空三振
36,3000,,,,,,,,,,,,,,
37,0000,3回裏,日本ハム,有原 航平,右,6.38,西武,外崎 修汰,右,.279,4,24,21,12,二飛
38,1000,3回裏,日本ハム,有原 航平,右,6.38,西武,森 友哉,左,.286,4,25,19,4,三ゴロ
39,2000,3回裏,日本ハム,有原 航平,右,6.38,西武,炭谷 銀仁朗,右,.310,0,6,2,0,中安
40,2100,3回裏,日本ハム,有原 航平,右,6.38,西武,金子 侑司,左,.181,1,9,10,15,右安
41,2101,3回裏,日本ハム,有原 航平,右,6.38,西武,秋山 翔吾,左,.365,7,30,28,4,四球
42,2111,3回裏,日本ハム,有原 航平,右,6.38,西武,源田 壮亮,左,.294,0,28,9,15,一ゴロ
43,3000,,,,,,,,,,,,,,
44,0000,4回表,西武,榎田 大樹,左,2.33,日本ハム,西川 遥輝,左,.237,3,15,35,17,二ゴロ
45,1000,4回表,西武,榎田 大樹,左,2.33,日本ハム,大田 泰示,右,.265,10,29,14,1,三ゴロ
46,2000,4回表,西武,榎田 大樹,左,2.33,日本ハム,近藤 健介,左,.347,2,16,26,3,左安
47,2100,4回表,西武,榎田 大樹,左,2.33,日本ハム,レアード,右,.245,9,20,15,0,中安
48,2110,4回表,西武,榎田 大樹,左,2.33,日本ハム,鶴岡 慎也,右,.304,0,5,4,1,左２
49,3000,,,,,,,,,,,,,,
50,0000,4回裏,日本ハム,有原 航平,右,6.38,西武,浅村 栄斗,右,.297,9,32,18,2,見三振
51,1000,4回裏,日本ハム,有原 航平,右,6.38,西武,山川 穂高,右,.269,13,43,37,0,二飛
52,2000,4回裏,日本ハム,有原 航平,右,6.38,西武,栗山 巧,左,.270,2,19,21,0,中飛
53,3000,,,,,,,,,,,,,,
54,0000,5回表,西武,松本 直晃,右,3.24,日本ハム,杉谷 拳士,左,.295,1,3,4,1,右安
55,0100,5回表,西武,松本 直晃,右,3.24,日本ハム,岡 大海,右,.154,0,5,3,1,遊飛
56,1100,5回表,西武,松本 直晃,右,3.24,日本ハム,横尾 俊建,右,.185,3,8,3,0,左安
57,1110,5回表,西武,野田 昇吾,左,3.00,日本ハム,中島 卓也,左,.205,1,6,13,8,空三振
58,2110,5回表,西武,野田 昇吾,左,3.00,日本ハム,西川 遥輝,左,.237,3,15,35,17,遊ゴロ
59,3000,,,,,,,,,,,,,,
60,0000,5回裏,日本ハム,有原 航平,右,6.38,西武,外崎 修汰,右,.279,4,24,21,12,左本
61,0000,5回裏,日本ハム,有原 航平,右,6.38,西武,森 友哉,左,.286,4,25,19,4,二ゴロ
62,1000,5回裏,日本ハム,有原 航平,右,6.38,西武,炭谷 銀仁朗,右,.310,0,6,2,0,二飛
63,2000,5回裏,日本ハム,有原 航平,右,6.38,西武,金子 侑司,左,.181,1,9,10,15,遊ゴロ
64,3000,,,,,,,,,,,,,,
65,0000,6回表,西武,平井 克典,右,3.50,日本ハム,大田 泰示,右,.265,10,29,14,1,捕ゴロ
66,1000,6回表,西武,平井 克典,右,3.50,日本ハム,近藤 健介,左,.347,2,16,26,3,四球
67,1100,6回表,西武,平井 克典,右,3.50,日本ハム,レアード,右,.245,9,20,15,0,空三振
68,2100,6回表,西武,平井 克典,右,3.50,日本ハム,鶴岡 慎也,右,.304,0,5,4,1,空三振
69,3000,,,,,,,,,,,,,,
70,0000,6回裏,日本ハム,公文 克彦,左,0.73,西武,秋山 翔吾,左,.365,7,30,28,4,空三振
71,1000,6回裏,日本ハム,公文 克彦,左,0.73,西武,源田 壮亮,左,.294,0,28,9,15,空三振
72,2000,6回裏,日本ハム,公文 克彦,左,0.73,西武,浅村 栄斗,右,.297,9,32,18,2,空三振
73,3000,,,,,,,,,,,,,,
74,0000,7回表,西武,武隈 祥太,左,3.31,日本ハム,杉谷 拳士,右,.295,1,3,4,1,四球
75,0100,7回表,西武,武隈 祥太,左,3.31,日本ハム,岡 大海,右,.154,0,5,3,1,遊併打
76,2000,7回表,西武,武隈 祥太,左,3.31,日本ハム,横尾 俊建,右,.185,3,8,3,0,左本
77,2000,7回表,西武,武隈 祥太,左,3.31,日本ハム,中島 卓也,左,.205,1,6,13,8,二ゴロ
78,3000,,,,,,,,,,,,,,
79,0000,7回裏,日本ハム,鍵谷 陽平,右,0.00,西武,山川 穂高,右,.269,13,43,37,0,三ゴロ
80,1000,7回裏,日本ハム,鍵谷 陽平,右,0.00,西武,栗山 巧,左,.270,2,19,21,0,空三振
81,2000,7回裏,日本ハム,鍵谷 陽平,右,0.00,西武,外崎 修汰,右,.279,4,24,21,12,中飛
82,3000,,,,,,,,,,,,,,
83,0000,8回表,西武,ワグナー,右,2.60,日本ハム,西川 遥輝,左,.237,3,15,35,17,四球
84,0010,8回表,西武,ワグナー,右,2.60,日本ハム,大田 泰示,右,.265,10,29,14,1,二飛
85,1010,8回表,西武,ワグナー,右,2.60,日本ハム,近藤 健介,左,.347,2,16,26,3,空三振
86,2010,8回表,西武,ワグナー,右,2.60,日本ハム,レアード,右,.245,9,20,15,0,左本
87,2000,8回表,西武,ワグナー,右,2.60,日本ハム,鶴岡 慎也,右,.304,0,5,4,1,遊ゴロ
88,3000,,,,,,,,,,,,,,
89,0000,8回裏,日本ハム,石川 直也,右,3.86,西武,森 友哉,左,.286,4,25,19,4,左飛
90,1000,8回裏,日本ハム,石川 直也,右,3.86,西武,炭谷 銀仁朗,右,.310,0,6,2,0,空三振
91,2000,8回裏,日本ハム,石川 直也,右,3.86,西武,金子 侑司,左,.181,1,9,10,15,空三振
92,3000,,,,,,,,,,,,,,
93,0000,9回表,西武,増田 達至,右,3.38,日本ハム,杉谷 拳士,左,.295,1,3,4,1,二ゴロ
94,1000,9回表,西武,増田 達至,右,3.38,日本ハム,岡 大海,右,.154,0,5,3,1,三ゴロ
95,2000,9回表,西武,増田 達至,右,3.38,日本ハム,横尾 俊建,右,.185,3,8,3,0,遊飛
96,3000,,,,,,,,,,,,,,
97,0000,9回裏,日本ハム,トンキン,右,2.29,西武,秋山 翔吾,左,.365,7,30,28,4,二ゴロ
98,1000,9回裏,日本ハム,トンキン,右,2.29,西武,源田 壮亮,左,.294,0,28,9,15,空三振
99,2000,9回裏,日本ハム,トンキン,右,2.29,西武,浅村 栄斗,右,.297,9,32,18,2,四球
100,2100,9回裏,日本ハム,トンキン,右,2.29,西武,山川 穂高,右,.269,13,43,37,0,死球
101,2110,9回裏,日本ハム,トンキン,右,2.29,西武,メヒア,右,.246,2,7,9,0,遊ゴロ
102,3000,,,,,,,,,,,,,,
103,0000,10回表,西武,増田 達至,右,3.38,日本ハム,中田 翔,右,.223,11,32,12,0,捕飛
104,1000,10回表,西武,増田 達至,右,3.38,日本ハム,西川 遥輝,左,.237,3,15,35,17,中安
105,1100,10回表,西武,増田 達至,右,3.38,日本ハム,大田 泰示,右,.265,10,29,14,1,三ゴロ
106,1110,10回表,西武,増田 達至,右,3.38,日本ハム,近藤 健介,左,.347,2,16,26,3,中２
107,1010,10回表,西武,増田 達至,右,3.38,日本ハム,レアード,右,.245,9,20,15,0,三邪飛
108,2010,10回表,西武,増田 達至,右,3.38,日本ハム,鶴岡 慎也,右,.304,0,5,4,1,右飛
109,3000,,,,,,,,,,,,,,
110,0000,10回裏,日本ハム,西村 天裕,右,2.55,西武,外崎 修汰,右,.279,4,24,21,12,四球
111,0100,10回裏,日本ハム,西村 天裕,右,2.55,西武,森 友哉,左,.286,4,25,19,4,二併打
112,2000,10回裏,日本ハム,西村 天裕,右,2.55,西武,炭谷 銀仁朗,右,.310,0,6,2,0,ゴロ
113,3000,,,,,,,,,,,,,,
