,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,山田 哲人,右,.285,14,28,45,15,三ゴロ
1,1000,1回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,青木 宣親,左,.277,4,29,25,1,二安
2,1100,1回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,川端 慎吾,左,.246,1,8,15,0,左安
3,1110,1回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,バレンティン,右,.268,16,50,46,0,中安
4,1101,1回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,畠山 和洋,右,.195,2,6,8,0,遊併打
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,西川 遥輝,左,.238,4,22,50,23,空三振
7,1000,1回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,大田 泰示,右,.277,11,40,25,2,遊ゴロ
8,2000,1回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,近藤 健介,左,.364,8,39,35,3,中安
9,2100,1回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,中田 翔,右,.261,16,53,16,0,遊飛
10,3000,,,,,,,,,,,,,,
11,0000,2回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,荒木 貴裕,右,.258,3,19,12,2,三ゴロ
12,1000,2回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,坂口 智隆,左,.330,1,18,32,5,左安
13,1100,2回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,中村 悠平,右,.215,2,15,20,2,三ゴロ
14,2010,2回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,西浦 直亨,右,.240,4,20,16,1,投ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,レアード,右,.240,13,32,19,0,遊安
17,0100,2回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,アルシア,左,.260,3,14,10,0,一併打
18,2000,2回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,石井 一成,左,.224,1,4,10,3,左飛
19,3000,,,,,,,,,,,,,,
20,0000,3回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,山田 哲人,右,.285,14,28,45,15,中安
21,0100,3回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,青木 宣親,左,.277,4,29,25,1,三ゴロ
22,1100,3回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,川端 慎吾,左,.246,1,8,15,0,遊ゴロ
23,2010,3回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,バレンティン,右,.268,16,50,46,0,四球
24,2110,3回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,畠山 和洋,右,.195,2,6,8,0,中飛
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,清水 優心,右,.170,5,13,10,0,左安
27,0100,3回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,中島 卓也,左,.234,1,12,20,11,一犠打
28,1010,3回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,西川 遥輝,左,.238,4,22,50,23,二ゴロ
29,2001,3回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,大田 泰示,右,.277,11,40,25,2,中安
30,2100,3回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,近藤 健介,左,.364,8,39,35,3,空三振
31,3000,,,,,,,,,,,,,,
32,0000,4回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,荒木 貴裕,右,.258,3,19,12,2,左飛
33,1000,4回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,坂口 智隆,左,.330,1,18,32,5,遊ゴロ
34,2000,4回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,中村 悠平,右,.215,2,15,20,2,見三振
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,中田 翔,右,.261,16,53,16,0,遊飛
37,1000,4回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,レアード,右,.240,13,32,19,0,左安
38,1100,4回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,アルシア,左,.260,3,14,10,0,空三振
39,2100,4回裏,ヤクルト,小川 泰弘,右,3.41,日本ハム,石井 一成,左,.224,1,4,10,3,一ゴロ
40,3000,,,,,,,,,,,,,,
41,0000,5回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,西浦 直亨,右,.240,4,20,16,1,一邪飛
42,1000,5回表,日本ハム,加藤 貴之,左,4.71,ヤクルト,山田 哲人,右,.285,14,28,45,15,左安
