,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,楽天,則本 昂大,右,3.90,オリックス,大城 滉二,右,.235,4,23,24,10,二飛
1,1000,1回表,楽天,則本 昂大,右,3.90,オリックス,福田 周平,左,.256,0,10,15,8,遊安
2,1010,1回表,楽天,則本 昂大,右,3.90,オリックス,伏見 寅威,右,.296,0,15,10,0,一飛
3,2010,1回表,楽天,則本 昂大,右,3.90,オリックス,吉田 正尚,左,.307,20,72,52,2,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,田中 和基,左,.286,14,34,22,17,空三振
6,1000,1回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,今江 年晶,右,.276,9,44,24,0,遊直
7,2000,1回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,島内 宏明,左,.276,6,33,30,7,中安
8,2100,1回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,枡田 慎太郎,左,.227,3,12,5,0,四球
9,2110,1回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,銀次,左,.270,3,38,41,1,左飛
10,3000,,,,,,,,,,,,,,
11,0000,2回表,楽天,則本 昂大,右,3.90,オリックス,Ｔ－岡田,左,.237,10,34,24,2,四球
12,0100,2回表,楽天,則本 昂大,右,3.90,オリックス,マレーロ,右,.206,11,23,19,1,右飛
13,1100,2回表,楽天,則本 昂大,右,3.90,オリックス,安達 了一,右,.206,3,35,16,13,見三振
14,2100,2回表,楽天,則本 昂大,右,3.90,オリックス,小田 裕也,左,.309,2,10,9,8,二ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,ウィーラー,右,.257,8,31,21,3,三ゴロ
17,1000,2回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,嶋 基宏,右,.212,0,20,28,1,右安
18,1100,2回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,ペゲーロ,左,.235,16,43,35,1,左飛
19,2100,2回裏,オリックス,Ｋ－鈴木,右,8.59,楽天,西巻 賢二,右,.323,0,2,1,0,中飛
20,3000,,,,,,,,,,,,,,
21,0000,3回表,楽天,則本 昂大,右,3.90,オリックス,若月 健矢,右,.210,0,16,6,1,二ゴロ
