,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,中村 晃,左,.290,5,17,27,0,一ゴロ
1,1000,1回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,高田 知季,左,.151,2,6,3,1,三ゴロ
2,2000,1回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,内川 聖一,右,.233,4,15,8,0,一ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,山田 哲人,右,.286,14,28,47,16,三ゴロ
5,1000,1回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,青木 宣親,左,.281,4,32,25,1,二ゴロ
6,2000,1回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,川端 慎吾,左,.246,1,8,16,0,遊ゴロ
7,3000,,,,,,,,,,,,,,
8,0000,2回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,柳田 悠岐,左,.347,16,51,29,13,左安
9,0100,2回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,上林 誠知,左,.275,9,31,12,6,中安
10,0011,2回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,松田 宣浩,右,.214,14,36,22,2,三邪飛
11,1011,2回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,川瀬 晃,左,.211,0,2,1,1,右安
12,1010,2回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,高谷 裕亮,左,.138,1,2,1,0,一ゴロ
13,2001,2回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,武田 翔太,右,.000,0,0,0,0,二ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,バレンティン,右,.264,16,50,46,0,空三振
16,1000,2回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,雄平,左,.269,3,22,13,3,中安
17,1100,2回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,坂口 智隆,左,.327,1,18,34,5,遊併打
18,3000,,,,,,,,,,,,,,
19,0000,3回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,中村 晃,左,.290,5,17,27,0,四球
20,0100,3回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,高田 知季,左,.151,2,6,3,1,一犠打
21,1010,3回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,内川 聖一,右,.233,4,15,8,0,左２
22,1011,3回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,柳田 悠岐,左,.347,16,51,29,13,遊ゴロ
23,2001,3回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,上林 誠知,左,.275,9,31,12,6,二飛
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,西浦 直亨,右,.243,4,20,17,1,右飛
26,1000,3回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,中村 悠平,右,.211,2,15,20,2,見三振
27,2000,3回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,ブキャナン,右,.091,0,2,0,0,二直
28,3000,,,,,,,,,,,,,,
29,0000,4回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,松田 宣浩,右,.214,14,36,22,2,遊ゴロ
30,1000,4回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,川瀬 晃,左,.211,0,2,1,1,空三振
31,2000,4回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,高谷 裕亮,左,.138,1,2,1,0,空三振
32,3000,,,,,,,,,,,,,,
33,0000,4回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,山田 哲人,右,.286,14,28,47,16,空三振
34,1000,4回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,青木 宣親,左,.281,4,32,25,1,二邪飛
35,2000,4回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,川端 慎吾,左,.246,1,8,16,0,投ゴロ
36,3000,,,,,,,,,,,,,,
37,0000,5回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,武田 翔太,右,.000,0,0,0,0,見三振
38,1000,5回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,中村 晃,左,.290,5,17,27,0,中安
39,1100,5回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,高田 知季,左,.151,2,6,3,1,二併打
40,3000,,,,,,,,,,,,,,
41,0000,5回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,バレンティン,右,.264,16,50,46,0,空三振
42,1000,5回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,雄平,左,.269,3,22,13,3,遊飛
43,2000,5回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,坂口 智隆,左,.327,1,18,34,5,四球
44,2100,5回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,西浦 直亨,右,.243,4,20,17,1,四球
45,2110,5回裏,ソフトバンク,武田 翔太,右,4.37,ヤクルト,中村 悠平,右,.211,2,15,20,2,投ゴロ
46,3000,,,,,,,,,,,,,,
47,0000,6回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,内川 聖一,右,.233,4,15,8,0,三ゴロ
48,1000,6回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,柳田 悠岐,左,.347,16,51,29,13,左安
49,1100,6回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,上林 誠知,左,.275,9,31,12,6,中飛
50,2100,6回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,松田 宣浩,右,.214,14,36,22,2,遊安
51,2110,6回表,ヤクルト,ブキャナン,右,3.13,ソフトバンク,川瀬 晃,左,.211,0,2,1,1,遊ゴロ
52,3000,,,,,,,,,,,,,,
53,0000,6回裏,ソフトバンク,寺原 隼人,右,1.86,ヤクルト,田代 将太郎,左,.364,1,2,1,2,三安
54,0100,6回裏,ソフトバンク,寺原 隼人,右,1.86,ヤクルト,山田 哲人,右,.286,14,28,47,16,四球
55,0110,6回裏,ソフトバンク,嘉弥真 新也,左,1.98,ヤクルト,青木 宣親,左,.281,4,32,25,1,中安
56,0101,6回裏,ソフトバンク,嘉弥真 新也,左,1.98,ヤクルト,川端 慎吾,左,.246,1,8,16,0,二失
57,0011,6回裏,ソフトバンク,モイネロ,左,3.91,ヤクルト,バレンティン,右,.264,16,50,46,0,二ゴロ
