,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,松坂 大輔,右,3.60,巨人,立岡 宗一郎,左,.571,0,2,2,3,二安
1,0010,1回表,中日,松坂 大輔,右,3.60,巨人,吉川 尚輝,左,.231,0,1,0,0,中飛
2,1001,1回表,中日,松坂 大輔,右,3.60,巨人,坂本 勇人,右,.409,0,4,5,1,四球
3,1101,1回表,中日,松坂 大輔,右,3.60,巨人,ゲレーロ,右,.238,0,1,5,0,左安
4,1101,1回表,中日,松坂 大輔,右,3.60,巨人,マギー,右,.190,0,2,2,0,空三振
5,2101,1回表,中日,松坂 大輔,右,3.60,巨人,岡本 和真,右,.364,2,10,3,1,空三振
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,巨人,大竹 寛,右,1.80,中日,大島 洋平,左,.231,0,0,0,1,遊安
8,0010,1回裏,巨人,大竹 寛,右,1.80,中日,京田 陽太,左,.217,0,1,2,3,二ゴロ
9,1001,1回裏,巨人,大竹 寛,右,1.80,中日,アルモンテ,左,.304,1,2,0,0,左２
10,1010,1回裏,巨人,大竹 寛,右,1.80,中日,ビシエド,右,.435,2,3,0,0,投ゴロ
11,2100,1回裏,巨人,大竹 寛,右,1.80,中日,福田 永将,右,.217,1,1,0,0,遊ゴロ
12,3000,,,,,,,,,,,,,,
13,0000,2回表,中日,松坂 大輔,右,3.60,巨人,亀井 善行,左,.000,0,0,1,0,空三振
14,1000,2回表,中日,松坂 大輔,右,3.60,巨人,大城 卓三,左,.375,0,0,0,0,左安
15,1100,2回表,中日,松坂 大輔,右,3.60,巨人,大竹 寛,右,.000,0,0,0,0,バ三振
16,2010,2回表,中日,松坂 大輔,右,3.60,巨人,立岡 宗一郎,左,.571,0,2,2,3,二ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,巨人,大竹 寛,右,1.80,中日,高橋 周平,左,.250,0,5,6,0,四球
19,0100,2回裏,巨人,大竹 寛,右,1.80,中日,平田 良介,右,.273,1,1,1,1,左飛
20,1100,2回裏,巨人,大竹 寛,右,1.80,中日,大野 奨太,右,.143,0,0,2,0,三ゴロ
21,2010,2回裏,巨人,大竹 寛,右,1.80,中日,松坂 大輔,右,-,0,0,0,0,遊ゴロ
22,3000,,,,,,,,,,,,,,
23,0000,3回表,中日,松坂 大輔,右,3.60,巨人,吉川 尚輝,左,.231,0,1,0,0,中２
24,0010,3回表,中日,松坂 大輔,右,3.60,巨人,坂本 勇人,右,.409,0,4,5,1,右安
25,0101,3回表,中日,松坂 大輔,右,3.60,巨人,ゲレーロ,右,.238,0,1,5,0,四球
26,0111,3回表,中日,松坂 大輔,右,3.60,巨人,マギー,右,.190,0,2,2,0,遊併打
27,2001,3回表,中日,松坂 大輔,右,3.60,巨人,岡本 和真,右,.364,2,10,3,1,遊失
28,2010,3回表,中日,松坂 大輔,右,3.60,巨人,亀井 善行,左,.000,0,0,1,0,捕邪飛
29,3000,,,,,,,,,,,,,,
30,0000,3回裏,巨人,大竹 寛,右,1.80,中日,大島 洋平,左,.231,0,0,0,1,二ゴロ
31,1000,3回裏,巨人,大竹 寛,右,1.80,中日,京田 陽太,左,.217,0,1,2,3,空三振
32,2000,3回裏,巨人,大竹 寛,右,1.80,中日,アルモンテ,左,.304,1,2,0,0,中飛
33,3000,,,,,,,,,,,,,,
34,0000,4回表,中日,松坂 大輔,右,3.60,巨人,大城 卓三,左,.375,0,0,0,0,右安
35,0100,4回表,中日,松坂 大輔,右,3.60,巨人,大竹 寛,右,.000,0,0,0,0,捕犠打
36,1010,4回表,中日,松坂 大輔,右,3.60,巨人,立岡 宗一郎,左,.571,0,2,2,3,左安
37,1011,4回表,中日,松坂 大輔,右,3.60,巨人,吉川 尚輝,左,.231,0,1,0,0,空三振
38,2011,4回表,中日,松坂 大輔,右,3.60,巨人,坂本 勇人,右,.409,0,4,5,1,投ゴロ
39,3000,,,,,,,,,,,,,,
40,0000,4回裏,巨人,大竹 寛,右,1.80,中日,ビシエド,右,.435,2,3,0,0,中安
41,0100,4回裏,巨人,大竹 寛,右,1.80,中日,福田 永将,右,.217,1,1,0,0,右飛
42,1100,4回裏,巨人,大竹 寛,右,1.80,中日,高橋 周平,左,.250,0,5,6,0,遊ゴロ
43,2100,4回裏,巨人,大竹 寛,右,1.80,中日,平田 良介,右,.273,1,1,1,1,右安
44,2110,4回裏,巨人,大竹 寛,右,1.80,中日,大野 奨太,右,.143,0,0,2,0,三ゴロ
45,3000,,,,,,,,,,,,,,
46,0000,5回表,中日,松坂 大輔,右,3.60,巨人,ゲレーロ,右,.238,0,1,5,0,遊ゴロ
47,1000,5回表,中日,松坂 大輔,右,3.60,巨人,マギー,右,.190,0,2,2,0,左２
48,1010,5回表,中日,松坂 大輔,右,3.60,巨人,岡本 和真,右,.364,2,10,3,1,三ゴロ
49,2001,5回表,中日,松坂 大輔,右,3.60,巨人,亀井 善行,左,.000,0,0,1,0,四球
50,2101,5回表,中日,松坂 大輔,右,3.60,巨人,大城 卓三,左,.375,0,0,0,0,右飛
51,3000,,,,,,,,,,,,,,
52,0000,5回裏,巨人,大竹 寛,右,1.80,中日,藤井 淳志,左,.000,0,0,1,0,左邪飛
53,1000,5回裏,巨人,大竹 寛,右,1.80,中日,大島 洋平,左,.231,0,0,0,1,一直
54,2000,5回裏,巨人,大竹 寛,右,1.80,中日,京田 陽太,左,.217,0,1,2,3,捕ゴロ
55,3000,,,,,,,,,,,,,,
56,0000,6回表,中日,伊藤 準規,右,0.00,巨人,田中 俊太,左,.333,0,0,0,0,左飛
57,1000,6回表,中日,伊藤 準規,右,0.00,巨人,立岡 宗一郎,左,.571,0,2,2,3,四球
58,1100,6回表,中日,伊藤 準規,右,0.00,巨人,吉川 尚輝,左,.231,0,1,0,0,空三振
59,2010,6回表,中日,伊藤 準規,右,0.00,巨人,坂本 勇人,右,.409,0,4,5,1,四球
60,2110,6回表,中日,伊藤 準規,右,0.00,巨人,ゲレーロ,右,.238,0,1,5,0,空三振
61,3000,,,,,,,,,,,,,,
62,0000,6回裏,巨人,澤村 拓一,右,2.08,中日,アルモンテ,左,.304,1,2,0,0,二ゴロ
63,1000,6回裏,巨人,澤村 拓一,右,2.08,中日,ビシエド,右,.435,2,3,0,0,右安
64,1100,6回裏,巨人,澤村 拓一,右,2.08,中日,福田 永将,右,.217,1,1,0,0,中安
65,1110,6回裏,巨人,澤村 拓一,右,2.08,中日,高橋 周平,左,.250,0,5,6,0,右安
66,1110,6回裏,巨人,澤村 拓一,右,2.08,中日,平田 良介,右,.273,1,1,1,1,左安
67,1111,6回裏,巨人,澤村 拓一,右,2.08,中日,大野 奨太,右,.143,0,0,2,0,二併打
68,3000,,,,,,,,,,,,,,
69,0000,7回表,中日,祖父江 大輔,右,4.50,巨人,マギー,右,.190,0,2,2,0,見三振
70,1000,7回表,中日,祖父江 大輔,右,4.50,巨人,岡本 和真,右,.364,2,10,3,1,左飛
71,2000,7回表,中日,祖父江 大輔,右,4.50,巨人,亀井 善行,左,.000,0,0,1,0,中飛
72,3000,,,,,,,,,,,,,,
73,0000,7回裏,巨人,マシソン,右,0.00,中日,亀澤 恭平,左,.000,0,1,0,0,空三振
74,1000,7回裏,巨人,マシソン,右,0.00,中日,大島 洋平,左,.231,0,0,0,1,三邪飛
75,2000,7回裏,巨人,マシソン,右,0.00,中日,京田 陽太,左,.217,0,1,2,3,二ゴロ
76,3000,,,,,,,,,,,,,,
77,0000,8回表,中日,岩瀬 仁紀,左,0.00,巨人,中井 大介,右,.200,0,0,1,0,二飛
78,1000,8回表,中日,岩瀬 仁紀,左,0.00,巨人,小林 誠司,右,.556,0,2,3,0,捕飛
79,2000,8回表,中日,岩瀬 仁紀,左,0.00,巨人,立岡 宗一郎,左,.571,0,2,2,3,見三振
80,3000,,,,,,,,,,,,,,
81,0000,8回裏,巨人,上原 浩治,右,0.00,中日,アルモンテ,左,.304,1,2,0,0,空三振
82,1000,8回裏,巨人,上原 浩治,右,0.00,中日,ビシエド,右,.435,2,3,0,0,三失
83,1100,8回裏,巨人,上原 浩治,右,0.00,中日,福田 永将,右,.217,1,1,0,0,三直
84,2100,8回裏,巨人,上原 浩治,右,0.00,中日,高橋 周平,左,.250,0,5,6,0,二ゴロ
85,3000,,,,,,,,,,,,,,
86,0000,9回表,中日,鈴木 博志,右,0.00,巨人,吉川 尚輝,左,.231,0,1,0,0,二ゴロ
87,1000,9回表,中日,鈴木 博志,右,0.00,巨人,坂本 勇人,右,.409,0,4,5,1,遊ゴロ
