,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,田嶋 大樹,左,3.08,巨人,陽 岱鋼,右,.265,0,2,2,1,四球
1,0100,1回表,オリックス,田嶋 大樹,左,3.08,巨人,田中 俊太,左,.222,0,1,6,0,空三振
2,1000,1回表,オリックス,田嶋 大樹,左,3.08,巨人,坂本 勇人,右,.343,6,34,28,4,右飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,内海 哲也,左,2.53,オリックス,西村 凌,右,.333,0,1,1,1,中飛
5,1000,1回裏,巨人,内海 哲也,左,2.53,オリックス,安達 了一,右,.236,3,17,12,7,一ゴロ
6,2000,1回裏,巨人,内海 哲也,左,2.53,オリックス,吉田 正尚,左,.291,8,31,25,1,見三振
7,3000,,,,,,,,,,,,,,
8,0000,2回表,オリックス,田嶋 大樹,左,3.08,巨人,岡本 和真,右,.327,10,36,19,2,空三振
9,1000,2回表,オリックス,田嶋 大樹,左,3.08,巨人,マギー,右,.271,5,23,17,0,見三振
10,2000,2回表,オリックス,田嶋 大樹,左,3.08,巨人,ゲレーロ,右,.270,9,27,20,2,三ゴロ
11,3000,,,,,,,,,,,,,,
12,0000,2回裏,巨人,内海 哲也,左,2.53,オリックス,マレーロ,右,.200,9,20,14,1,左本
13,0000,2回裏,巨人,内海 哲也,左,2.53,オリックス,小谷野 栄一,右,.234,1,15,19,0,一ゴロ
14,1000,2回裏,巨人,内海 哲也,左,2.53,オリックス,ロメロ,右,.203,8,20,16,3,空三振
15,2000,2回裏,巨人,内海 哲也,左,2.53,オリックス,Ｔ－岡田,左,.250,6,19,19,2,四球
16,2010,2回裏,巨人,内海 哲也,左,2.53,オリックス,福田 周平,左,.250,0,5,4,3,二ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,3回表,オリックス,田嶋 大樹,左,3.08,巨人,長野 久義,右,.277,4,20,19,2,右安
19,0100,3回表,オリックス,田嶋 大樹,左,3.08,巨人,小林 誠司,右,.264,1,18,13,0,一犠打
20,1010,3回表,オリックス,田嶋 大樹,左,3.08,巨人,吉川 尚輝,左,.233,1,11,14,6,投ゴロ
21,2010,3回表,オリックス,田嶋 大樹,左,3.08,巨人,陽 岱鋼,右,.265,0,2,2,1,左安
