,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,大和,右,.250,1,20,22,7,左安
1,0100,1回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,宮崎 敏郎,右,.323,23,58,25,0,左２
2,0011,1回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,ロペス,右,.299,18,58,13,0,左２
3,0010,1回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,筒香 嘉智,左,.298,30,72,59,0,二直
4,1010,1回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,ソト,右,.295,25,60,12,0,空三振
5,2010,1回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,嶺井 博希,右,.172,3,17,5,0,右飛
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,坂口 智隆,左,.320,3,28,58,7,左飛
8,1000,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,青木 宣親,左,.321,6,48,47,2,空三振
9,2000,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,山田 哲人,右,.321,30,76,89,29,中２
10,2010,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,バレンティン,右,.283,33,110,69,1,三失
11,2101,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,雄平,左,.313,6,43,28,6,四球
12,2111,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,西浦 直亨,右,.256,8,45,29,1,左２
13,2011,1回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,廣岡 大志,右,.207,1,9,4,0,空三振
14,3000,,,,,,,,,,,,,,
15,0000,2回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,桑原 将志,右,.269,7,20,25,15,二飛
16,1000,2回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,今永 昇太,左,.176,0,1,1,0,遊ゴロ
17,2000,2回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,田中 浩康,右,.200,0,3,2,0,空三振
18,3000,,,,,,,,,,,,,,
19,0000,2回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,井野 卓,右,.135,0,3,1,0,一ゴロ
20,1000,2回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,石川 雅規,左,.074,0,0,2,0,四球
21,1100,2回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,坂口 智隆,左,.320,3,28,58,7,右安
22,1110,2回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,青木 宣親,左,.321,6,48,47,2,二併打
23,3000,,,,,,,,,,,,,,
24,0000,3回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,大和,右,.250,1,20,22,7,左２
25,0010,3回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,宮崎 敏郎,右,.323,23,58,25,0,一ゴロ
26,1001,3回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,ロペス,右,.299,18,58,13,0,右飛
27,2001,3回表,ヤクルト,石川 雅規,左,4.77,ＤｅＮＡ,筒香 嘉智,左,.298,30,72,59,0,空三振
28,3000,,,,,,,,,,,,,,
29,0000,3回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,山田 哲人,右,.321,30,76,89,29,四球
30,0001,3回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,バレンティン,右,.283,33,110,69,1,中本
31,0000,3回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,雄平,左,.313,6,43,28,6,二ゴロ
32,1000,3回裏,ＤｅＮＡ,今永 昇太,左,7.02,ヤクルト,西浦 直亨,右,.256,8,45,29,1,遊飛
