,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,由規,右,4.05,中日,大島 洋平,左,.230,1,10,11,4,二ゴロ
1,1000,1回表,ヤクルト,由規,右,4.05,中日,京田 陽太,左,.228,0,8,5,7,中安
2,1100,1回表,ヤクルト,由規,右,4.05,中日,アルモンテ,左,.346,4,21,11,0,空三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,中日,吉見 一起,右,3.27,ヤクルト,山田 哲人,右,.284,8,17,23,9,四球
5,0100,1回裏,中日,吉見 一起,右,3.27,ヤクルト,川端 慎吾,左,.188,1,3,8,0,中安
6,0101,1回裏,中日,吉見 一起,右,3.27,ヤクルト,青木 宣親,左,.260,0,10,9,0,二併打
7,2000,1回裏,中日,吉見 一起,右,3.27,ヤクルト,バレンティン,右,.277,9,25,18,0,左本
8,2000,1回裏,中日,吉見 一起,右,3.27,ヤクルト,雄平,左,.317,1,6,5,1,左飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ヤクルト,由規,右,4.05,中日,ビシエド,右,.280,3,10,9,0,二飛
11,1000,2回表,ヤクルト,由規,右,4.05,中日,福田 永将,右,.233,2,11,6,0,三ゴロ
12,2000,2回表,ヤクルト,由規,右,4.05,中日,高橋 周平,左,.237,1,8,9,0,右安
13,2100,2回表,ヤクルト,由規,右,4.05,中日,モヤ,左,.371,1,5,0,0,左飛
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,中日,吉見 一起,右,3.27,ヤクルト,坂口 智隆,左,.337,1,8,16,3,中２
16,0010,2回裏,中日,吉見 一起,右,3.27,ヤクルト,廣岡 大志,右,.232,1,9,4,0,二ゴロ
17,1001,2回裏,中日,吉見 一起,右,3.27,ヤクルト,中村 悠平,右,.197,0,7,7,1,二ゴロ
18,2000,2回裏,中日,吉見 一起,右,3.27,ヤクルト,由規,左,.000,0,0,0,0,投ゴロ
19,3000,,,,,,,,,,,,,,
20,0000,3回表,ヤクルト,由規,右,4.05,中日,松井 雅人,左,.097,0,2,5,0,左飛
21,1000,3回表,ヤクルト,由規,右,4.05,中日,吉見 一起,右,.000,0,0,0,0,空三振
22,2000,3回表,ヤクルト,由規,右,4.05,中日,大島 洋平,左,.230,1,10,11,4,空三振
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,中日,吉見 一起,右,3.27,ヤクルト,山田 哲人,右,.284,8,17,23,9,中飛
25,1000,3回裏,中日,吉見 一起,右,3.27,ヤクルト,川端 慎吾,左,.188,1,3,8,0,投ゴロ
26,2000,3回裏,中日,吉見 一起,右,3.27,ヤクルト,青木 宣親,左,.260,0,10,9,0,二ゴロ
27,3000,,,,,,,,,,,,,,
28,0000,4回表,ヤクルト,由規,右,4.05,中日,京田 陽太,左,.228,0,8,5,7,中飛
29,1000,4回表,ヤクルト,由規,右,4.05,中日,アルモンテ,左,.346,4,21,11,0,左飛
30,2000,4回表,ヤクルト,由規,右,4.05,中日,ビシエド,右,.280,3,10,9,0,中安
31,2100,4回表,ヤクルト,由規,右,4.05,中日,福田 永将,右,.233,2,11,6,0,空三振
32,3000,,,,,,,,,,,,,,
33,0000,4回裏,中日,吉見 一起,右,3.27,ヤクルト,バレンティン,右,.277,9,25,18,0,中安
34,0100,4回裏,中日,吉見 一起,右,3.27,ヤクルト,雄平,左,.317,1,6,5,1,左安
35,0110,4回裏,中日,吉見 一起,右,3.27,ヤクルト,坂口 智隆,左,.337,1,8,16,3,二併打
36,2010,4回裏,中日,吉見 一起,右,3.27,ヤクルト,廣岡 大志,右,.232,1,9,4,0,三ゴロ
37,3000,,,,,,,,,,,,,,
38,0000,5回表,ヤクルト,由規,右,4.05,中日,高橋 周平,左,.237,1,8,9,0,遊２
39,0010,5回表,ヤクルト,由規,右,4.05,中日,モヤ,左,.371,1,5,0,0,二飛
40,1010,5回表,ヤクルト,由規,右,4.05,中日,松井 雅人,左,.097,0,2,5,0,四球
41,1110,5回表,ヤクルト,由規,右,4.05,中日,吉見 一起,右,.000,0,0,0,0,見三振
42,2101,5回表,ヤクルト,由規,右,4.05,中日,大島 洋平,左,.230,1,10,11,4,見三振
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,中日,吉見 一起,右,3.27,ヤクルト,中村 悠平,右,.197,0,7,7,1,中飛
45,1000,5回裏,中日,吉見 一起,右,3.27,ヤクルト,由規,左,.000,0,0,0,0,遊ゴロ
46,2000,5回裏,中日,吉見 一起,右,3.27,ヤクルト,山田 哲人,右,.284,8,17,23,9,右安
47,2010,5回裏,中日,吉見 一起,右,3.27,ヤクルト,川端 慎吾,左,.188,1,3,8,0,四球
48,2110,5回裏,中日,吉見 一起,右,3.27,ヤクルト,青木 宣親,左,.260,0,10,9,0,二ゴロ
49,3000,,,,,,,,,,,,,,
50,0000,6回表,ヤクルト,由規,右,4.05,中日,京田 陽太,左,.228,0,8,5,7,四球
51,0100,6回表,ヤクルト,由規,右,4.05,中日,アルモンテ,左,.346,4,21,11,0,空三振
52,1100,6回表,ヤクルト,由規,右,4.05,中日,ビシエド,右,.280,3,10,9,0,中安
53,1101,6回表,ヤクルト,由規,右,4.05,中日,福田 永将,右,.233,2,11,6,0,中２
54,1010,6回表,ヤクルト,中尾 輝,左,2.51,中日,阿部 寿樹,右,.333,0,4,1,0,四球
55,1110,6回表,ヤクルト,中尾 輝,左,2.51,中日,平田 良介,右,.271,2,9,8,3,空三振
56,2110,6回表,ヤクルト,中尾 輝,左,2.51,中日,堂上 直倫,右,.000,0,0,1,0,左安
57,2101,6回表,ヤクルト,中尾 輝,左,2.51,中日,大野 奨太,右,.189,1,3,6,0,四球
58,2111,6回表,ヤクルト,中尾 輝,左,2.51,中日,大島 洋平,左,.230,1,10,11,4,二飛
59,3000,,,,,,,,,,,,,,
60,0000,6回裏,中日,谷元 圭介,右,14.14,ヤクルト,バレンティン,右,.277,9,25,18,0,投ゴロ
61,1000,6回裏,中日,谷元 圭介,右,14.14,ヤクルト,雄平,左,.317,1,6,5,1,右２
62,1010,6回裏,中日,谷元 圭介,右,14.14,ヤクルト,坂口 智隆,左,.337,1,8,16,3,中安
63,1101,6回裏,中日,谷元 圭介,右,14.14,ヤクルト,廣岡 大志,右,.232,1,9,4,0,三ゴロ
64,2110,6回裏,中日,谷元 圭介,右,14.14,ヤクルト,中村 悠平,右,.197,0,7,7,1,三ゴロ
65,3000,,,,,,,,,,,,,,
66,0000,7回表,ヤクルト,近藤 一樹,右,2.77,中日,京田 陽太,左,.228,0,8,5,7,四球
67,0100,7回表,ヤクルト,近藤 一樹,右,2.77,中日,アルモンテ,左,.346,4,21,11,0,中安
68,0110,7回表,ヤクルト,近藤 一樹,右,2.77,中日,ビシエド,右,.280,3,10,9,0,遊ゴロ
69,1011,7回表,ヤクルト,近藤 一樹,右,2.77,中日,福田 永将,右,.233,2,11,6,0,四球
70,1111,7回表,ヤクルト,近藤 一樹,右,2.77,中日,亀澤 恭平,左,.308,0,4,2,0,死球
71,1111,7回表,ヤクルト,近藤 一樹,右,2.77,中日,平田 良介,右,.271,2,9,8,3,右安
72,1111,7回表,ヤクルト,近藤 一樹,右,2.77,中日,藤井 淳志,左,.267,0,4,2,0,中犠飛
73,2101,7回表,ヤクルト,近藤 一樹,右,2.77,中日,大野 奨太,右,.189,1,3,6,0,四球
74,2111,7回表,ヤクルト,中澤 雅人,左,2.70,中日,大島 洋平,左,.230,1,10,11,4,二ゴロ
75,3000,,,,,,,,,,,,,,
76,0000,7回裏,中日,岩瀬 仁紀,左,1.93,ヤクルト,西浦 直亨,右,.309,1,10,6,0,右飛
77,1000,7回裏,中日,岩瀬 仁紀,左,1.93,ヤクルト,山田 哲人,右,.284,8,17,23,9,左本
78,1000,7回裏,中日,岩瀬 仁紀,左,1.93,ヤクルト,川端 慎吾,左,.188,1,3,8,0,遊ゴロ
79,2000,7回裏,中日,岩瀬 仁紀,左,1.93,ヤクルト,青木 宣親,左,.260,0,10,9,0,中安
80,2100,7回裏,中日,鈴木 博志,右,2.63,ヤクルト,バレンティン,右,.277,9,25,18,0,左本
81,2000,7回裏,中日,鈴木 博志,右,2.63,ヤクルト,雄平,左,.317,1,6,5,1,二ゴロ
82,3000,,,,,,,,,,,,,,
83,0000,8回表,ヤクルト,中澤 雅人,左,2.70,中日,京田 陽太,左,.228,0,8,5,7,空三振
84,1000,8回表,ヤクルト,中澤 雅人,左,2.70,中日,アルモンテ,右,.346,4,21,11,0,二ゴロ
85,2000,8回表,ヤクルト,秋吉 亮,右,4.76,中日,ビシエド,右,.280,3,10,9,0,二安
86,2100,8回表,ヤクルト,秋吉 亮,右,4.76,中日,福田 永将,右,.233,2,11,6,0,遊ゴロ
87,3000,,,,,,,,,,,,,,
88,0000,8回裏,中日,鈴木 博志,右,2.63,ヤクルト,坂口 智隆,左,.337,1,8,16,3,二ゴロ
