,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,村田 透,右,3.32,ヤクルト,青木 宣親,左,.269,4,29,25,1,二ゴロ
1,1000,1回表,日本ハム,村田 透,右,3.32,ヤクルト,荒木 貴裕,右,.266,3,18,12,2,空三振
2,2000,1回表,日本ハム,村田 透,右,3.32,ヤクルト,川端 慎吾,左,.248,1,8,15,0,投ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,西川 遥輝,左,.239,4,22,50,23,遊ゴロ
5,1000,1回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,大田 泰示,右,.274,11,39,25,2,右安
6,1100,1回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,近藤 健介,左,.363,8,39,35,3,三飛
7,2100,1回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,中田 翔,右,.261,16,53,16,0,左安
8,2101,1回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,レアード,右,.230,13,32,19,0,捕邪飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,日本ハム,村田 透,右,3.32,ヤクルト,バレンティン,右,.262,16,49,44,0,中安
11,0100,2回表,日本ハム,村田 透,右,3.32,ヤクルト,雄平,左,.261,3,22,13,3,三邪飛
12,1100,2回表,日本ハム,村田 透,右,3.32,ヤクルト,畠山 和洋,右,.205,2,6,7,0,左飛
13,2100,2回表,日本ハム,村田 透,右,3.32,ヤクルト,坂口 智隆,左,.326,1,17,32,5,遊ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,石井 一成,左,.229,1,4,10,3,一ゴロ
16,1000,2回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,横尾 俊建,右,.195,5,14,6,0,中安
17,1100,2回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,清水 優心,右,.154,5,13,10,0,右飛
18,2100,2回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,中島 卓也,左,.234,1,12,20,11,二ゴロ
19,3000,,,,,,,,,,,,,,
20,0000,3回表,日本ハム,村田 透,右,3.32,ヤクルト,中村 悠平,右,.214,2,15,20,2,二安
21,0100,3回表,日本ハム,村田 透,右,3.32,ヤクルト,谷内 亮太,右,.083,0,0,0,0,投ゴロ
22,1100,3回表,日本ハム,村田 透,右,3.32,ヤクルト,青木 宣親,左,.269,4,29,25,1,右２
23,1011,3回表,日本ハム,村田 透,右,3.32,ヤクルト,荒木 貴裕,右,.266,3,18,12,2,死球
24,1111,3回表,日本ハム,村田 透,右,3.32,ヤクルト,川端 慎吾,左,.248,1,8,15,0,二ゴロ
25,2101,3回表,日本ハム,村田 透,右,3.32,ヤクルト,バレンティン,右,.262,16,49,44,0,中飛
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,西川 遥輝,左,.239,4,22,50,23,投ゴロ
28,1000,3回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,大田 泰示,右,.274,11,39,25,2,一飛
29,2000,3回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,近藤 健介,左,.363,8,39,35,3,右本
30,2000,3回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,中田 翔,右,.261,16,53,16,0,遊飛
31,3000,,,,,,,,,,,,,,
32,0000,4回表,日本ハム,村田 透,右,3.32,ヤクルト,雄平,左,.261,3,22,13,3,投ゴロ
33,1000,4回表,日本ハム,井口 和朋,右,5.87,ヤクルト,畠山 和洋,右,.205,2,6,7,0,中安
34,1100,4回表,日本ハム,井口 和朋,右,5.87,ヤクルト,坂口 智隆,左,.326,1,17,32,5,二ゴロ
35,2100,4回表,日本ハム,井口 和朋,右,5.87,ヤクルト,中村 悠平,右,.214,2,15,20,2,見逃し
36,3000,,,,,,,,,,,,,,
37,0000,4回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,レアード,右,.230,13,32,19,0,空三振
38,1000,4回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,石井 一成,左,.229,1,4,10,3,中３
39,1001,4回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,横尾 俊建,右,.195,5,14,6,0,死球
40,1101,4回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,清水 優心,右,.154,5,13,10,0,一邪飛
41,2101,4回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,中島 卓也,左,.234,1,12,20,11,投ゴロ
42,3000,,,,,,,,,,,,,,
43,0000,5回表,日本ハム,井口 和朋,右,5.87,ヤクルト,中村 悠平,右,.214,2,15,20,2,見三振
44,1000,5回表,日本ハム,井口 和朋,右,5.87,ヤクルト,谷内 亮太,右,.083,0,0,0,0,左飛
45,2000,5回表,日本ハム,井口 和朋,右,5.87,ヤクルト,青木 宣親,左,.269,4,29,25,1,右飛
46,3000,,,,,,,,,,,,,,
47,0000,5回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,西川 遥輝,左,.239,4,22,50,23,中飛
48,1000,5回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,大田 泰示,右,.274,11,39,25,2,捕邪飛
49,2000,5回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,近藤 健介,左,.363,8,39,35,3,四球
50,2100,5回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,中田 翔,右,.261,16,53,16,0,左２
51,2011,5回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,レアード,右,.230,13,32,19,0,四球
52,2111,5回裏,ヤクルト,山中 浩史,右,5.00,日本ハム,石井 一成,左,.229,1,4,10,3,二飛
53,3000,,,,,,,,,,,,,,
54,0000,6回表,日本ハム,石川 直也,右,3.13,ヤクルト,荒木 貴裕,右,.266,3,18,12,2,空三振
55,1000,6回表,日本ハム,石川 直也,右,3.13,ヤクルト,川端 慎吾,左,.248,1,8,15,0,右飛
56,2000,6回表,日本ハム,石川 直也,右,3.13,ヤクルト,バレンティン,右,.262,16,49,44,0,三ゴロ
57,3000,,,,,,,,,,,,,,
58,0000,6回裏,ヤクルト,風張 蓮,右,5.40,日本ハム,横尾 俊建,右,.195,5,14,6,0,一邪飛
59,1000,6回裏,ヤクルト,風張 蓮,右,5.40,日本ハム,清水 優心,右,.154,5,13,10,0,左飛
60,2000,6回裏,ヤクルト,風張 蓮,右,5.40,日本ハム,中島 卓也,左,.234,1,12,20,11,四球
61,2010,6回裏,ヤクルト,風張 蓮,右,5.40,日本ハム,西川 遥輝,左,.239,4,22,50,23,二ゴロ
62,3000,,,,,,,,,,,,,,
63,0000,7回表,日本ハム,宮西 尚生,左,1.56,ヤクルト,雄平,左,.261,3,22,13,3,中飛
64,1000,7回表,日本ハム,宮西 尚生,左,1.56,ヤクルト,畠山 和洋,右,.205,2,6,7,0,遊ゴロ
65,2000,7回表,日本ハム,宮西 尚生,左,1.56,ヤクルト,坂口 智隆,左,.326,1,17,32,5,遊失
66,2100,7回表,日本ハム,宮西 尚生,左,1.56,ヤクルト,中村 悠平,右,.214,2,15,20,2,左飛
67,3000,,,,,,,,,,,,,,
68,0000,7回裏,ヤクルト,近藤 一樹,右,1.48,日本ハム,大田 泰示,右,.274,11,39,25,2,三ゴロ
69,1000,7回裏,ヤクルト,近藤 一樹,右,1.48,日本ハム,近藤 健介,左,.363,8,39,35,3,右２
70,1010,7回裏,ヤクルト,近藤 一樹,右,1.48,日本ハム,中田 翔,右,.261,16,53,16,0,中飛
71,2010,7回裏,ヤクルト,近藤 一樹,右,1.48,日本ハム,レアード,右,.230,13,32,19,0,三飛
72,3000,,,,,,,,,,,,,,
73,0000,8回表,日本ハム,トンキン,右,2.08,ヤクルト,西浦 直亨,右,.245,4,20,16,1,三ゴロ
74,1000,8回表,日本ハム,トンキン,右,2.08,ヤクルト,青木 宣親,左,.269,4,29,25,1,右安
75,1100,8回表,日本ハム,トンキン,右,2.08,ヤクルト,荒木 貴裕,右,.266,3,18,12,2,死球
76,1110,8回表,日本ハム,トンキン,右,2.08,ヤクルト,川端 慎吾,左,.248,1,8,15,0,一ゴロ
77,2011,8回表,日本ハム,トンキン,右,2.08,ヤクルト,バレンティン,右,.262,16,49,44,0,中飛
78,3000,,,,,,,,,,,,,,
79,0000,8回裏,ヤクルト,中尾 輝,左,2.93,日本ハム,石井 一成,左,.229,1,4,10,3,空三振
80,1000,8回裏,ヤクルト,中尾 輝,左,2.93,日本ハム,横尾 俊建,右,.195,5,14,6,0,中本
81,1000,8回裏,ヤクルト,中尾 輝,左,2.93,日本ハム,清水 優心,右,.154,5,13,10,0,左安
82,1100,8回裏,ヤクルト,中尾 輝,左,2.93,日本ハム,中島 卓也,左,.234,1,12,20,11,三犠打
83,2010,8回裏,ヤクルト,中尾 輝,左,2.93,日本ハム,西川 遥輝,左,.239,4,22,50,23,捕邪飛
84,3000,,,,,,,,,,,,,,
85,0000,9回表,日本ハム,有原 航平,右,6.50,ヤクルト,雄平,左,.261,3,22,13,3,左２
86,0010,9回表,日本ハム,有原 航平,右,6.50,ヤクルト,畠山 和洋,右,.205,2,6,7,0,四球
87,0110,9回表,日本ハム,有原 航平,右,6.50,ヤクルト,三輪 正義,左,.250,0,1,0,0,投犠打
88,1011,9回表,日本ハム,有原 航平,右,6.50,ヤクルト,藤井 亮太,左,.242,0,2,2,0,空振り
89,3000,,,,,,,,,,,,,,
