,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,広島,中村 祐太,右,5.24,西武,秋山 翔吾,左,.360,7,30,28,4,右安
1,0100,1回表,広島,中村 祐太,右,5.24,西武,源田 壮亮,左,.286,0,28,9,15,二ゴロ
2,1010,1回表,広島,中村 祐太,右,5.24,西武,浅村 栄斗,右,.296,9,32,19,2,見三振
3,2010,1回表,広島,中村 祐太,右,5.24,西武,山川 穂高,右,.283,14,45,38,0,左安
4,2100,1回表,広島,中村 祐太,右,5.24,西武,栗山 巧,左,.261,2,19,22,0,空三振
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,西武,カスティーヨ,右,4.59,広島,田中 広輔,左,.271,3,21,34,10,一ゴロ
7,1000,1回裏,西武,カスティーヨ,右,4.59,広島,菊池 涼介,右,.277,7,25,12,3,右飛
8,2000,1回裏,西武,カスティーヨ,右,4.59,広島,松山 竜平,左,.286,2,24,17,0,左飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,広島,中村 祐太,右,5.24,西武,外崎 修汰,右,.284,4,25,22,12,投ゴロ
11,1000,2回表,広島,中村 祐太,右,5.24,西武,森 友哉,左,.293,4,25,21,4,四球
12,1100,2回表,広島,中村 祐太,右,5.24,西武,金子 侑司,左,.185,1,12,11,15,一邪飛
13,2100,2回表,広島,中村 祐太,右,5.24,西武,カスティーヨ,右,.000,0,0,0,0,見三振
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,西武,カスティーヨ,右,4.59,広島,鈴木 誠也,右,.286,6,17,20,0,二安
16,0100,2回裏,西武,カスティーヨ,右,4.59,広島,野間 峻祥,左,.341,2,11,7,6,投ゴロ
17,1010,2回裏,西武,カスティーヨ,右,4.59,広島,會澤 翼,右,.326,4,12,13,0,中本
18,1000,2回裏,西武,カスティーヨ,右,4.59,広島,西川 龍馬,左,.200,0,4,3,0,見三振
19,2000,2回裏,西武,カスティーヨ,右,4.59,広島,安部 友裕,左,.191,1,11,12,3,二ゴロ
20,3000,,,,,,,,,,,,,,
21,0000,3回表,広島,中村 祐太,右,5.24,西武,秋山 翔吾,左,.360,7,30,28,4,遊ゴロ
22,1000,3回表,広島,中村 祐太,右,5.24,西武,源田 壮亮,左,.286,0,28,9,15,空三振
23,2000,3回表,広島,中村 祐太,右,5.24,西武,浅村 栄斗,右,.296,9,32,19,2,三ゴロ
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,西武,カスティーヨ,右,4.59,広島,中村 祐太,右,.200,0,1,1,0,四球
26,0100,3回裏,西武,カスティーヨ,右,4.59,広島,田中 広輔,左,.271,3,21,34,10,見三振
27,1100,3回裏,西武,カスティーヨ,右,4.59,広島,菊池 涼介,右,.277,7,25,12,3,右安
28,1110,3回裏,西武,カスティーヨ,右,4.59,広島,松山 竜平,左,.286,2,24,17,0,右安
29,1101,3回裏,西武,カスティーヨ,右,4.59,広島,鈴木 誠也,右,.286,6,17,20,0,空三振
30,2101,3回裏,西武,カスティーヨ,右,4.59,広島,野間 峻祥,左,.341,2,11,7,6,遊ゴロ
31,3000,,,,,,,,,,,,,,
32,0000,4回表,広島,中村 祐太,右,5.24,西武,山川 穂高,右,.283,14,45,38,0,右安
33,0100,4回表,広島,中村 祐太,右,5.24,西武,栗山 巧,左,.261,2,19,22,0,四球
34,0110,4回表,広島,中村 祐太,右,5.24,西武,外崎 修汰,右,.284,4,25,22,12,左飛
35,1110,4回表,広島,中村 祐太,右,5.24,西武,森 友哉,左,.293,4,25,21,4,中安
36,1111,4回表,広島,中村 祐太,右,5.24,西武,金子 侑司,左,.185,1,12,11,15,右３
37,1001,4回表,広島,中村 祐太,右,5.24,西武,カスティーヨ,右,.000,0,0,0,0,投ゴロ
38,2001,4回表,広島,中村 祐太,右,5.24,西武,秋山 翔吾,左,.360,7,30,28,4,空三振
39,3000,,,,,,,,,,,,,,
40,0000,4回裏,西武,カスティーヨ,右,4.59,広島,會澤 翼,右,.326,4,12,13,0,三ゴロ
41,1000,4回裏,西武,カスティーヨ,右,4.59,広島,西川 龍馬,左,.200,0,4,3,0,遊ゴロ
42,2000,4回裏,西武,カスティーヨ,右,4.59,広島,安部 友裕,左,.191,1,11,12,3,遊ゴロ
43,3000,,,,,,,,,,,,,,
44,0000,5回表,広島,中村 祐太,右,5.24,西武,源田 壮亮,左,.286,0,28,9,15,左飛
45,1000,5回表,広島,中村 祐太,右,5.24,西武,浅村 栄斗,右,.296,9,32,19,2,中飛
46,2000,5回表,広島,中村 祐太,右,5.24,西武,山川 穂高,右,.283,14,45,38,0,左本
47,2000,5回表,広島,中村 祐太,右,5.24,西武,栗山 巧,左,.261,2,19,22,0,中飛
48,3000,,,,,,,,,,,,,,
49,0000,5回裏,西武,カスティーヨ,右,4.59,広島,バティスタ,右,.250,8,17,10,0,空三振
50,1000,5回裏,西武,カスティーヨ,右,4.59,広島,田中 広輔,左,.271,3,21,34,10,一ゴロ
51,2000,5回裏,西武,カスティーヨ,右,4.59,広島,菊池 涼介,右,.277,7,25,12,3,一ゴロ
52,3000,,,,,,,,,,,,,,
53,0000,6回表,広島,中村 恭平,左,6.08,西武,外崎 修汰,右,.284,4,25,22,12,右安
54,0100,6回表,広島,中村 恭平,左,6.08,西武,森 友哉,左,.293,4,25,21,4,右２
55,1010,6回表,広島,中村 恭平,左,6.08,西武,金子 侑司,右,.185,1,12,11,15,四球
56,1110,6回表,広島,中村 恭平,左,6.08,西武,メヒア,右,.243,2,7,9,0,空三振
57,2110,6回表,広島,中村 恭平,左,6.08,西武,秋山 翔吾,左,.360,7,30,28,4,遊ゴロ
58,3000,,,,,,,,,,,,,,
59,0000,6回裏,西武,野田 昇吾,左,2.87,広島,松山 竜平,左,.286,2,24,17,0,四球
60,0100,6回裏,西武,野田 昇吾,左,2.87,広島,鈴木 誠也,右,.286,6,17,20,0,見三振
61,1100,6回裏,西武,野田 昇吾,左,2.87,広島,野間 峻祥,左,.341,2,11,7,6,二飛
62,2100,6回裏,西武,野田 昇吾,左,2.87,広島,會澤 翼,右,.326,4,12,13,0,四球
63,2110,6回裏,西武,平井 克典,右,3.44,広島,新井 貴浩,右,.200,1,8,2,0,左飛
64,3000,,,,,,,,,,,,,,
65,0000,7回表,広島,中村 恭平,左,6.08,西武,源田 壮亮,左,.286,0,28,9,15,空三振
66,1000,7回表,広島,中村 恭平,左,6.08,西武,浅村 栄斗,右,.296,9,32,19,2,中２
67,1010,7回表,広島,中村 恭平,左,6.08,西武,山川 穂高,右,.283,14,45,38,0,四球
