,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,平沢 大河,左,.219,5,30,47,7,遊ゴロ
1,1000,1回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,藤岡 裕大,左,.235,5,41,42,14,投ゴロ
2,2000,1回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,中村 奨吾,右,.291,7,54,59,38,四球
3,2100,1回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,井上 晴哉,右,.290,22,90,58,1,左飛
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,上林 誠知,左,.271,22,61,29,12,空三振
6,1000,1回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,明石 健志,左,.294,0,9,10,2,見三振
7,2000,1回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,中村 晃,左,.298,14,55,56,1,右安
8,2100,1回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,柳田 悠岐,左,.353,34,99,62,20,二ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,角中 勝也,左,.269,7,53,41,3,左飛
11,1000,2回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,安田 尚憲,左,.114,0,6,5,0,三ゴロ
12,2000,2回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,鈴木 大地,左,.265,6,44,40,8,一ゴロ
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,デスパイネ,右,.240,27,67,50,0,投ゴロ
15,1000,2回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,グラシアル,右,.295,8,25,11,1,二ゴロ
16,2000,2回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,松田 宣浩,右,.247,30,77,51,3,捕邪飛
17,3000,,,,,,,,,,,,,,
18,0000,3回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,岡 大海,右,.186,1,13,15,10,三ゴロ
19,1000,3回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,江村 直也,右,.000,0,0,0,0,二飛
20,2000,3回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,平沢 大河,左,.219,5,30,47,7,死球
21,2100,3回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,藤岡 裕大,左,.235,5,41,42,14,空三振
22,3000,,,,,,,,,,,,,,
23,0000,3回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,高田 知季,左,.204,2,10,11,2,左安
24,0100,3回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,甲斐 拓也,右,.217,7,35,23,2,投犠打
25,1010,3回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,上林 誠知,左,.271,22,61,29,12,捕邪飛
26,2010,3回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,明石 健志,左,.294,0,9,10,2,四球
27,2110,3回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,中村 晃,左,.298,14,55,56,1,投直
28,3000,,,,,,,,,,,,,,
29,0000,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,中村 奨吾,右,.291,7,54,59,38,中本
30,0000,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,井上 晴哉,右,.290,22,90,58,1,左安
31,0100,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,角中 勝也,左,.269,7,53,41,3,四球
32,0110,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,安田 尚憲,左,.114,0,6,5,0,四球
33,0111,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,鈴木 大地,左,.265,6,44,40,8,中安
34,0110,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,岡 大海,右,.186,1,13,15,10,空三振
35,1110,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,江村 直也,右,.000,0,0,0,0,遊失
36,1111,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,平沢 大河,左,.219,5,30,47,7,空三振
37,2111,4回表,ソフトバンク,大竹 耕太郎,左,4.14,ロッテ,藤岡 裕大,左,.235,5,41,42,14,遊飛
38,3000,,,,,,,,,,,,,,
39,0000,4回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,柳田 悠岐,左,.353,34,99,62,20,二ゴロ
40,1000,4回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,デスパイネ,右,.240,27,67,50,0,二飛
41,2000,4回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,グラシアル,右,.295,8,25,11,1,遊ゴロ
42,3000,,,,,,,,,,,,,,
43,0000,5回表,ソフトバンク,高橋 礼,右,3.00,ロッテ,中村 奨吾,右,.291,7,54,59,38,一ゴロ
44,1000,5回表,ソフトバンク,高橋 礼,右,3.00,ロッテ,井上 晴哉,右,.290,22,90,58,1,遊ゴロ
45,2000,5回表,ソフトバンク,高橋 礼,右,3.00,ロッテ,角中 勝也,左,.269,7,53,41,3,遊ゴロ
46,3000,,,,,,,,,,,,,,
47,0000,5回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,松田 宣浩,右,.247,30,77,51,3,遊ゴロ
48,1000,5回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,高田 知季,左,.204,2,10,11,2,一ゴロ
49,2000,5回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,甲斐 拓也,右,.217,7,35,23,2,投ゴロ
50,3000,,,,,,,,,,,,,,
51,0000,6回表,ソフトバンク,寺原 隼人,右,2.08,ロッテ,安田 尚憲,左,.114,0,6,5,0,二ゴロ
52,1000,6回表,ソフトバンク,寺原 隼人,右,2.08,ロッテ,鈴木 大地,左,.265,6,44,40,8,左飛
53,2000,6回表,ソフトバンク,寺原 隼人,右,2.08,ロッテ,岡 大海,右,.186,1,13,15,10,三ゴロ
54,3000,,,,,,,,,,,,,,
55,0000,6回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,上林 誠知,左,.271,22,61,29,12,右飛
56,1000,6回裏,ロッテ,二木 康太,右,3.35,ソフトバンク,明石 健志,左,.294,0,9,10,2,左安
