,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,山中 浩史,右,6.23,ロッテ,荻野 貴司,右,.280,2,16,7,12,右飛
1,1000,1回表,ヤクルト,山中 浩史,右,6.23,ロッテ,藤岡 裕大,左,.260,3,19,20,5,一ゴロ
2,2000,1回表,ヤクルト,山中 浩史,右,6.23,ロッテ,中村 奨吾,右,.304,2,25,20,14,右飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,山田 哲人,右,.296,13,24,39,13,中飛
5,1000,1回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,青木 宣親,左,.266,2,18,17,1,右飛
6,2000,1回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,坂口 智隆,左,.333,1,16,27,4,暴振逃
7,2100,1回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,バレンティン,右,.258,13,38,38,0,四球
8,2110,1回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,雄平,左,.274,1,14,8,2,一ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ヤクルト,山中 浩史,右,6.23,ロッテ,角中 勝也,左,.238,1,12,4,0,左飛
11,1000,2回表,ヤクルト,山中 浩史,右,6.23,ロッテ,ドミンゲス,右,.297,6,13,3,0,中２
12,1010,2回表,ヤクルト,山中 浩史,右,6.23,ロッテ,清田 育宏,右,.243,1,15,17,1,四球
13,1110,2回表,ヤクルト,山中 浩史,右,6.23,ロッテ,鈴木 大地,左,.233,1,13,19,4,遊ゴロ
14,2101,2回表,ヤクルト,山中 浩史,右,6.23,ロッテ,田村 龍弘,右,.236,0,9,17,2,四球
15,2111,2回表,ヤクルト,山中 浩史,右,6.23,ロッテ,渡邉 啓太,右,.000,0,0,0,0,空三振
16,3000,,,,,,,,,,,,,,
17,0000,2回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,西浦 直亨,右,.298,4,17,15,1,右飛
18,1000,2回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,大引 啓次,右,.341,1,5,2,0,一直
19,2000,2回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,中村 悠平,右,.223,1,11,16,2,二飛
20,3000,,,,,,,,,,,,,,
21,0000,3回表,ヤクルト,山中 浩史,右,6.23,ロッテ,荻野 貴司,右,.280,2,16,7,12,中安
22,0100,3回表,ヤクルト,山中 浩史,右,6.23,ロッテ,藤岡 裕大,左,.260,3,19,20,5,左安
23,0101,3回表,ヤクルト,山中 浩史,右,6.23,ロッテ,中村 奨吾,右,.304,2,25,20,14,遊ゴロ
24,1100,3回表,ヤクルト,山中 浩史,右,6.23,ロッテ,角中 勝也,左,.238,1,12,4,0,三飛
25,2100,3回表,ヤクルト,山中 浩史,右,6.23,ロッテ,ドミンゲス,右,.297,6,13,3,0,左飛
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,山中 浩史,右,.000,0,0,0,0,遊ゴロ
28,1000,3回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,山田 哲人,右,.296,13,24,39,13,中飛
29,2000,3回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,青木 宣親,左,.266,2,18,17,1,遊ゴロ
30,3000,,,,,,,,,,,,,,
31,0000,4回表,ヤクルト,山中 浩史,右,6.23,ロッテ,清田 育宏,右,.243,1,15,17,1,左安
32,0100,4回表,ヤクルト,山中 浩史,右,6.23,ロッテ,鈴木 大地,左,.233,1,13,19,4,中安
33,0110,4回表,ヤクルト,山中 浩史,右,6.23,ロッテ,田村 龍弘,右,.236,0,9,17,2,空三振
34,1110,4回表,ヤクルト,山中 浩史,右,6.23,ロッテ,渡邉 啓太,右,.000,0,0,0,0,バ三振
35,2110,4回表,ヤクルト,山中 浩史,右,6.23,ロッテ,荻野 貴司,右,.280,2,16,7,12,遊ゴロ
36,3000,,,,,,,,,,,,,,
37,0000,4回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,坂口 智隆,左,.333,1,16,27,4,遊ゴロ
38,1000,4回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,バレンティン,右,.258,13,38,38,0,右飛
39,2000,4回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,雄平,左,.274,1,14,8,2,四球
40,2100,4回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,西浦 直亨,右,.298,4,17,15,1,中飛
41,3000,,,,,,,,,,,,,,
42,0000,5回表,ヤクルト,山中 浩史,右,6.23,ロッテ,藤岡 裕大,左,.260,3,19,20,5,二ゴロ
43,1000,5回表,ヤクルト,山中 浩史,右,6.23,ロッテ,中村 奨吾,右,.304,2,25,20,14,中安
44,1100,5回表,ヤクルト,山中 浩史,右,6.23,ロッテ,角中 勝也,左,.238,1,12,4,0,二併打
45,3000,,,,,,,,,,,,,,
46,0000,5回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,大引 啓次,右,.341,1,5,2,0,中安
47,0100,5回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,中村 悠平,右,.223,1,11,16,2,投犠打
48,1010,5回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,畠山 和洋,右,.154,2,5,4,0,中飛
49,2010,5回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,山田 哲人,右,.296,13,24,39,13,見三振
50,3000,,,,,,,,,,,,,,
51,0000,6回表,ヤクルト,カラシティー,右,3.00,ロッテ,ドミンゲス,右,.297,6,13,3,0,中飛
52,1000,6回表,ヤクルト,カラシティー,右,3.00,ロッテ,清田 育宏,右,.243,1,15,17,1,二ゴロ
53,2000,6回表,ヤクルト,カラシティー,右,3.00,ロッテ,鈴木 大地,左,.233,1,13,19,4,中飛
54,3000,,,,,,,,,,,,,,
55,0000,6回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,青木 宣親,左,.266,2,18,17,1,左安
56,0100,6回裏,ロッテ,渡邉 啓太,右,4.20,ヤクルト,坂口 智隆,左,.333,1,16,27,4,二安
57,0110,6回裏,ロッテ,田中 靖洋,右,2.16,ヤクルト,バレンティン,右,.258,13,38,38,0,空三振
58,1110,6回裏,ロッテ,田中 靖洋,右,2.16,ヤクルト,雄平,左,.274,1,14,8,2,一安
59,1111,6回裏,ロッテ,田中 靖洋,右,2.16,ヤクルト,西浦 直亨,右,.298,4,17,15,1,中犠飛
60,2110,6回裏,ロッテ,田中 靖洋,右,2.16,ヤクルト,大引 啓次,右,.341,1,5,2,0,中２
61,2010,6回裏,ロッテ,田中 靖洋,右,2.16,ヤクルト,中村 悠平,右,.223,1,11,16,2,右飛
62,3000,,,,,,,,,,,,,,
63,0000,7回表,ヤクルト,中尾 輝,左,2.55,ロッテ,田村 龍弘,右,.236,0,9,17,2,遊ゴロ
64,1000,7回表,ヤクルト,中尾 輝,左,2.55,ロッテ,井上 晴哉,右,.233,5,29,17,1,一飛
65,2000,7回表,ヤクルト,中尾 輝,左,2.55,ロッテ,荻野 貴司,右,.280,2,16,7,12,中安
