,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,野上 亮磨,右,4.31,中日,大島 洋平,左,.235,1,13,14,5,中飛
1,1000,1回表,巨人,野上 亮磨,右,4.31,中日,京田 陽太,左,.212,0,9,6,8,遊飛
2,2000,1回表,巨人,野上 亮磨,右,4.31,中日,アルモンテ,左,.356,6,26,19,0,空三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,中日,松坂 大輔,右,3.54,巨人,坂本 勇人,右,.363,3,24,19,3,左安
5,0100,1回裏,中日,松坂 大輔,右,3.54,巨人,吉川 尚輝,左,.257,1,8,11,4,右本
6,0000,1回裏,中日,松坂 大輔,右,3.54,巨人,ゲレーロ,右,.304,7,24,17,2,捕邪飛
7,1000,1回裏,中日,松坂 大輔,右,3.54,巨人,阿部 慎之助,左,.190,2,10,4,0,三邪飛
8,2000,1回裏,中日,松坂 大輔,右,3.54,巨人,岡本 和真,右,.346,6,25,15,1,中２
9,2010,1回裏,中日,松坂 大輔,右,3.54,巨人,亀井 善行,左,.310,3,18,14,0,四球
10,2110,1回裏,中日,松坂 大輔,右,3.54,巨人,長野 久義,右,.274,1,11,15,0,中飛
11,3000,,,,,,,,,,,,,,
12,0000,2回表,巨人,野上 亮磨,右,4.31,中日,ビシエド,右,.324,5,17,11,0,遊飛
13,1000,2回表,巨人,野上 亮磨,右,4.31,中日,福田 永将,右,.231,3,13,10,0,左安
14,1100,2回表,巨人,野上 亮磨,右,4.31,中日,平田 良介,右,.293,2,10,11,3,右邪飛
15,2100,2回表,巨人,野上 亮磨,右,4.31,中日,高橋 周平,左,.235,2,13,9,0,二ゴロ
16,3000,,,,,,,,,,,,,,
17,0000,2回裏,中日,松坂 大輔,右,3.54,巨人,小林 誠司,右,.289,1,16,10,0,三飛
18,1000,2回裏,中日,松坂 大輔,右,3.54,巨人,野上 亮磨,右,.077,0,0,1,0,一ゴロ
19,2000,2回裏,中日,松坂 大輔,右,3.54,巨人,坂本 勇人,右,.363,3,24,19,3,右飛
20,3000,,,,,,,,,,,,,,
21,0000,3回表,巨人,野上 亮磨,右,4.31,中日,大野 奨太,右,.161,1,4,7,0,右飛
22,1000,3回表,巨人,野上 亮磨,右,4.31,中日,松坂 大輔,右,.000,0,0,0,0,見三振
23,2000,3回表,巨人,野上 亮磨,右,4.31,中日,大島 洋平,左,.235,1,13,14,5,左２
24,2010,3回表,巨人,野上 亮磨,右,4.31,中日,京田 陽太,左,.212,0,9,6,8,空三振
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,中日,松坂 大輔,右,3.54,巨人,吉川 尚輝,左,.257,1,8,11,4,左飛
27,1000,3回裏,中日,松坂 大輔,右,3.54,巨人,ゲレーロ,右,.304,7,24,17,2,中安
28,1010,3回裏,中日,松坂 大輔,右,3.54,巨人,阿部 慎之助,左,.190,2,10,4,0,四球
29,1110,3回裏,中日,笠原 祥太郎,左,8.88,巨人,岡本 和真,右,.346,6,25,15,1,四球
30,1111,3回裏,中日,笠原 祥太郎,左,8.88,巨人,亀井 善行,左,.310,3,18,14,0,右２
31,1011,3回裏,中日,笠原 祥太郎,左,8.88,巨人,長野 久義,右,.274,1,11,15,0,中安
32,1101,3回裏,中日,笠原 祥太郎,左,8.88,巨人,小林 誠司,右,.289,1,16,10,0,二ゴロ
33,2010,3回裏,中日,笠原 祥太郎,左,8.88,巨人,野上 亮磨,右,.077,0,0,1,0,投ゴロ
34,3000,,,,,,,,,,,,,,
35,0000,4回表,巨人,野上 亮磨,右,4.31,中日,アルモンテ,左,.356,6,26,19,0,捕邪飛
36,1000,4回表,巨人,野上 亮磨,右,4.31,中日,ビシエド,右,.324,5,17,11,0,中飛
