,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,ロドリゲス,右,5.26,ロッテ,菅野 剛士,左,.178,2,18,18,1,空三振
1,1000,1回表,日本ハム,ロドリゲス,右,5.26,ロッテ,藤岡 裕大,左,.232,5,42,43,14,右安
2,1100,1回表,日本ハム,ロドリゲス,右,5.26,ロッテ,中村 奨吾,右,.289,8,57,60,39,中飛
3,2100,1回表,日本ハム,ロドリゲス,右,5.26,ロッテ,井上 晴哉,右,.291,22,95,62,1,右安
4,2101,1回表,日本ハム,ロドリゲス,右,5.26,ロッテ,角中 勝也,左,.269,7,56,48,3,右飛
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,ロッテ,山本 大貴,左,6.00,日本ハム,西川 遥輝,左,.281,10,48,96,44,四球
7,0010,1回裏,ロッテ,山本 大貴,左,6.00,日本ハム,大田 泰示,右,.274,14,59,37,3,二ゴロ
8,1001,1回裏,ロッテ,山本 大貴,左,6.00,日本ハム,中田 翔,右,.265,25,105,43,0,左安
9,1100,1回裏,ロッテ,山本 大貴,左,6.00,日本ハム,近藤 健介,左,.319,9,69,87,5,二ゴロ
10,2100,1回裏,ロッテ,山本 大貴,左,6.00,日本ハム,アルシア,左,.219,13,40,30,0,空三振
11,3000,,,,,,,,,,,,,,
12,0000,2回表,日本ハム,ロドリゲス,右,5.26,ロッテ,鈴木 大地,左,.264,8,49,44,8,中飛
13,1000,2回表,日本ハム,ロドリゲス,右,5.26,ロッテ,岡 大海,右,.184,3,19,19,12,投ゴロ
14,2000,2回表,日本ハム,ロドリゲス,右,5.26,ロッテ,平沢 大河,左,.212,5,32,48,7,右２
15,2010,2回表,日本ハム,ロドリゲス,右,5.26,ロッテ,吉田 裕太,右,.125,0,0,1,0,四球
16,2110,2回表,日本ハム,ロドリゲス,右,5.26,ロッテ,菅野 剛士,左,.178,2,18,18,1,二ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,ロッテ,山本 大貴,左,6.00,日本ハム,渡邉 諒,右,.245,7,14,11,1,四球
19,0100,2回裏,ロッテ,山本 大貴,左,6.00,日本ハム,横尾 俊建,右,.211,9,24,9,0,中飛
20,1100,2回裏,ロッテ,山本 大貴,左,6.00,日本ハム,中島 卓也,左,.258,1,23,33,28,左安
21,1110,2回裏,ロッテ,山本 大貴,左,6.00,日本ハム,清水 優心,右,.212,7,21,18,0,投併打
22,3000,,,,,,,,,,,,,,
23,0000,3回表,日本ハム,ロドリゲス,右,5.26,ロッテ,藤岡 裕大,左,.232,5,42,43,14,三ゴロ
24,1000,3回表,日本ハム,ロドリゲス,右,5.26,ロッテ,中村 奨吾,右,.289,8,57,60,39,三ゴロ
25,2000,3回表,日本ハム,ロドリゲス,右,5.26,ロッテ,井上 晴哉,右,.291,22,95,62,1,四球
26,2100,3回表,日本ハム,ロドリゲス,右,5.26,ロッテ,角中 勝也,左,.269,7,56,48,3,右安
27,2110,3回表,日本ハム,ロドリゲス,右,5.26,ロッテ,鈴木 大地,左,.264,8,49,44,8,空三振
28,3000,,,,,,,,,,,,,,
29,0000,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,西川 遥輝,左,.281,10,48,96,44,中安
30,0010,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,大田 泰示,右,.274,14,59,37,3,四球
31,0110,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,中田 翔,右,.265,25,105,43,0,中飛
32,1101,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,近藤 健介,左,.319,9,69,87,5,一ゴロ
33,2001,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,アルシア,左,.219,13,40,30,0,四球
34,2101,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,渡邉 諒,右,.245,7,14,11,1,左安
35,2110,3回裏,ロッテ,山本 大貴,左,6.00,日本ハム,横尾 俊建,右,.211,9,24,9,0,中安
