,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,堀 瑞輝,左,4.30,楽天,田中 和基,右,.290,14,34,22,18,空三振
1,1000,1回表,日本ハム,堀 瑞輝,左,4.30,楽天,西巻 賢二,右,.342,0,2,1,0,遊ゴロ
2,2000,1回表,日本ハム,堀 瑞輝,左,4.30,楽天,島内 宏明,左,.272,6,34,30,7,中飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,淺間 大基,左,.295,2,4,5,0,右本
5,0000,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,西川 遥輝,左,.264,9,43,79,30,四球
6,0010,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,近藤 健介,左,.326,9,56,70,4,四球
7,0110,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,中田 翔,右,.275,22,88,35,0,遊ゴロ
8,1011,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,レアード,右,.238,23,58,40,0,空三振
9,2011,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,清宮 幸太郎,左,.198,3,9,7,0,四球
10,2111,1回裏,楽天,藤平 尚真,右,4.28,日本ハム,渡邉 諒,右,.231,5,9,5,0,空三振
11,3000,,,,,,,,,,,,,,
12,0000,2回表,日本ハム,堀 瑞輝,左,4.30,楽天,今江 年晶,右,.272,9,44,26,0,四球
13,0100,2回表,日本ハム,堀 瑞輝,左,4.30,楽天,銀次,左,.270,3,38,41,1,中飛
14,1100,2回表,日本ハム,堀 瑞輝,左,4.30,楽天,ウィーラー,右,.252,8,31,22,3,右飛
15,2100,2回表,日本ハム,堀 瑞輝,左,4.30,楽天,渡辺 直人,右,.209,1,10,10,0,右飛
16,3000,,,,,,,,,,,,,,
17,0000,2回裏,楽天,藤平 尚真,右,4.28,日本ハム,清水 優心,右,.200,6,18,15,0,中安
18,0100,2回裏,楽天,藤平 尚真,右,4.28,日本ハム,中島 卓也,左,.259,1,20,30,23,投犠打
19,1010,2回裏,楽天,藤平 尚真,右,4.28,日本ハム,淺間 大基,左,.295,2,4,5,0,左飛
20,2010,2回裏,楽天,藤平 尚真,右,4.28,日本ハム,西川 遥輝,左,.264,9,43,79,30,一ゴロ
21,3000,,,,,,,,,,,,,,
22,0000,3回表,日本ハム,堀 瑞輝,左,4.30,楽天,聖澤 諒,左,.214,0,2,4,1,中飛
23,1000,3回表,日本ハム,堀 瑞輝,左,4.30,楽天,嶋 基宏,右,.208,0,20,28,1,右飛
24,2000,3回表,日本ハム,堀 瑞輝,左,4.30,楽天,田中 和基,右,.290,14,34,22,18,二安
25,2100,3回表,日本ハム,堀 瑞輝,左,4.30,楽天,西巻 賢二,右,.342,0,2,1,0,二ゴロ
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,楽天,藤平 尚真,右,4.28,日本ハム,近藤 健介,左,.326,9,56,70,4,左安
28,0100,3回裏,楽天,藤平 尚真,右,4.28,日本ハム,中田 翔,右,.275,22,88,35,0,一邪飛
29,1100,3回裏,楽天,藤平 尚真,右,4.28,日本ハム,レアード,右,.238,23,58,40,0,中３
30,1001,3回裏,楽天,藤平 尚真,右,4.28,日本ハム,清宮 幸太郎,左,.198,3,9,7,0,右安
31,1100,3回裏,楽天,藤平 尚真,右,4.28,日本ハム,渡邉 諒,右,.231,5,9,5,0,中飛
32,2100,3回裏,楽天,藤平 尚真,右,4.28,日本ハム,清水 優心,右,.200,6,18,15,0,中飛
33,3000,,,,,,,,,,,,,,
34,0000,4回表,日本ハム,堀 瑞輝,左,4.30,楽天,島内 宏明,左,.272,6,34,30,7,左飛
35,1000,4回表,日本ハム,堀 瑞輝,左,4.30,楽天,今江 年晶,右,.272,9,44,26,0,右飛
36,2000,4回表,日本ハム,堀 瑞輝,左,4.30,楽天,銀次,左,.270,3,38,41,1,二ゴロ
37,3000,,,,,,,,,,,,,,
38,0000,4回裏,楽天,藤平 尚真,右,4.28,日本ハム,中島 卓也,左,.259,1,20,30,23,左飛
39,1000,4回裏,楽天,藤平 尚真,右,4.28,日本ハム,淺間 大基,左,.295,2,4,5,0,遊ゴロ
40,2000,4回裏,楽天,藤平 尚真,右,4.28,日本ハム,西川 遥輝,左,.264,9,43,79,30,ボール
41,2000,5回表,日本ハム,堀 瑞輝,左,4.30,楽天,ウィーラー,右,.252,8,31,22,3,右飛
42,1000,5回表,日本ハム,堀 瑞輝,左,4.30,楽天,渡辺 直人,右,.209,1,10,10,0,左本
43,1000,5回表,日本ハム,堀 瑞輝,左,4.30,楽天,聖澤 諒,左,.214,0,2,4,1,遊ゴロ
44,2000,5回表,日本ハム,堀 瑞輝,左,4.30,楽天,嶋 基宏,右,.208,0,20,28,1,二ゴロ
45,3000,,,,,,,,,,,,,,
46,0000,5回裏,楽天,藤平 尚真,右,4.28,日本ハム,近藤 健介,左,.326,9,56,70,4,四球
47,0100,5回裏,楽天,藤平 尚真,右,4.28,日本ハム,中田 翔,右,.275,22,88,35,0,左安
