,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,吉見 一起,右,4.00,巨人,重信 慎之介,左,.417,0,3,1,3,中安
1,0100,1回表,中日,吉見 一起,右,4.00,巨人,山本 泰寛,右,.333,0,0,0,0,右飛
2,1100,1回表,中日,吉見 一起,右,4.00,巨人,マギー,右,.294,12,56,24,0,遊併打
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,山口 俊,右,3.53,中日,京田 陽太,左,.242,3,31,10,17,中安
5,0100,1回裏,巨人,山口 俊,右,3.53,中日,亀澤 恭平,左,.294,0,6,12,4,一安
6,0110,1回裏,巨人,山口 俊,右,3.53,中日,大島 洋平,左,.263,5,31,29,13,中飛
7,1011,1回裏,巨人,山口 俊,右,3.53,中日,ビシエド,右,.309,15,62,34,1,三ゴロ
8,2010,1回裏,巨人,山口 俊,右,3.53,中日,平田 良介,右,.333,5,35,40,8,右安
9,2101,1回裏,巨人,山口 俊,右,3.53,中日,アルモンテ,左,.302,11,51,31,1,右安
10,2110,1回裏,巨人,山口 俊,右,3.53,中日,高橋 周平,左,.254,6,41,21,0,一ゴロ
11,3000,,,,,,,,,,,,,,
12,0000,2回表,中日,吉見 一起,右,4.00,巨人,岡本 和真,右,.302,19,60,42,2,中飛
13,1000,2回表,中日,吉見 一起,右,4.00,巨人,亀井 善行,左,.302,11,40,31,4,遊飛
14,2000,2回表,中日,吉見 一起,右,4.00,巨人,長野 久義,右,.260,8,37,33,3,遊ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,巨人,山口 俊,右,3.53,中日,武山 真吾,右,.167,0,5,1,0,遊ゴロ
17,1000,2回裏,巨人,山口 俊,右,3.53,中日,吉見 一起,右,.000,0,0,1,0,見三振
18,2000,2回裏,巨人,山口 俊,右,3.53,中日,京田 陽太,左,.242,3,31,10,17,見三振
19,3000,,,,,,,,,,,,,,
20,0000,3回表,中日,吉見 一起,右,4.00,巨人,マルティネス,左,.222,1,2,0,0,空三振
21,1000,3回表,中日,吉見 一起,右,4.00,巨人,小林 誠司,右,.237,2,24,21,0,右飛
22,2000,3回表,中日,吉見 一起,右,4.00,巨人,山口 俊,右,.175,0,2,0,0,遊ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,巨人,山口 俊,右,3.53,中日,亀澤 恭平,左,.294,0,6,12,4,中安
25,0100,3回裏,巨人,山口 俊,右,3.53,中日,大島 洋平,左,.263,5,31,29,13,遊直
26,2000,3回裏,巨人,山口 俊,右,3.53,中日,ビシエド,右,.309,15,62,34,1,右安
27,2100,3回裏,巨人,山口 俊,右,3.53,中日,平田 良介,右,.333,5,35,40,8,中安
28,2110,3回裏,巨人,山口 俊,右,3.53,中日,アルモンテ,左,.302,11,51,31,1,中飛
29,3000,,,,,,,,,,,,,,
30,0000,4回表,中日,吉見 一起,右,4.00,巨人,重信 慎之介,左,.417,0,3,1,3,中安
31,0100,4回表,中日,吉見 一起,右,4.00,巨人,山本 泰寛,右,.333,0,0,0,0,一犠打
32,1010,4回表,中日,吉見 一起,右,4.00,巨人,マギー,右,.294,12,56,24,0,遊ゴロ
33,2010,4回表,中日,吉見 一起,右,4.00,巨人,岡本 和真,右,.302,19,60,42,2,左飛
34,3000,,,,,,,,,,,,,,
35,0000,4回裏,巨人,山口 俊,右,3.53,中日,高橋 周平,左,.254,6,41,21,0,一ゴロ
36,1000,4回裏,巨人,山口 俊,右,3.53,中日,武山 真吾,右,.167,0,5,1,0,四球
37,1100,4回裏,巨人,山口 俊,右,3.53,中日,吉見 一起,右,.000,0,0,1,0,バ三振
38,2100,4回裏,巨人,山口 俊,右,3.53,中日,京田 陽太,左,.242,3,31,10,17,左邪飛
39,3000,,,,,,,,,,,,,,
40,0000,5回表,中日,吉見 一起,右,4.00,巨人,亀井 善行,左,.302,11,40,31,4,右安
41,0100,5回表,中日,吉見 一起,右,4.00,巨人,長野 久義,右,.260,8,37,33,3,遊併打
42,2000,5回表,中日,吉見 一起,右,4.00,巨人,マルティネス,左,.222,1,2,0,0,右飛
