,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,吉田 侑樹,右,7.36,オリックス,大城 滉二,右,.250,4,19,17,5,空三振
1,1000,1回表,日本ハム,吉田 侑樹,右,7.36,オリックス,福田 周平,左,.258,0,7,10,5,中安
2,1100,1回表,日本ハム,吉田 侑樹,右,7.36,オリックス,西野 真弘,左,.347,0,10,6,1,左安
3,1110,1回表,日本ハム,吉田 侑樹,右,7.36,オリックス,吉田 正尚,左,.318,10,46,31,1,空三振
4,2110,1回表,日本ハム,吉田 侑樹,右,7.36,オリックス,ロメロ,右,.229,13,32,19,4,中飛
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,オリックス,ディクソン,右,4.76,日本ハム,西川 遥輝,左,.240,5,26,55,24,遊ゴロ
7,1000,1回裏,オリックス,ディクソン,右,4.76,日本ハム,大田 泰示,右,.275,13,45,28,2,空三振
8,2000,1回裏,オリックス,ディクソン,右,4.76,日本ハム,近藤 健介,左,.362,8,40,40,4,遊安
9,2100,1回裏,オリックス,ディクソン,右,4.76,日本ハム,中田 翔,右,.260,17,58,20,0,三ゴロ
10,3000,,,,,,,,,,,,,,
11,0000,2回表,日本ハム,吉田 侑樹,右,7.36,オリックス,マレーロ,右,.199,10,21,16,1,三ゴロ
12,1000,2回表,日本ハム,吉田 侑樹,右,7.36,オリックス,安達 了一,右,.234,3,22,14,11,右飛
13,2000,2回表,日本ハム,吉田 侑樹,右,7.36,オリックス,武田 健吾,右,.195,0,7,0,0,遊直
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,オリックス,ディクソン,右,4.76,日本ハム,アルシア,左,.252,6,22,15,0,遊ゴロ
16,1000,2回裏,オリックス,ディクソン,右,4.76,日本ハム,レアード,右,.233,15,37,21,0,四球
17,1100,2回裏,オリックス,ディクソン,右,4.76,日本ハム,横尾 俊建,右,.215,7,18,6,0,遊併打
18,3000,,,,,,,,,,,,,,
19,0000,3回表,日本ハム,吉田 侑樹,右,7.36,オリックス,若月 健矢,右,.193,0,13,4,1,三ゴロ
20,1000,3回表,日本ハム,吉田 侑樹,右,7.36,オリックス,大城 滉二,右,.250,4,19,17,5,四球
21,1100,3回表,日本ハム,吉田 侑樹,右,7.36,オリックス,福田 周平,左,.258,0,7,10,5,右３
22,1001,3回表,日本ハム,吉田 侑樹,右,7.36,オリックス,西野 真弘,左,.347,0,10,6,1,一ゴロ
23,2001,3回表,日本ハム,吉田 侑樹,右,7.36,オリックス,吉田 正尚,左,.318,10,46,31,1,左安
24,2100,3回表,日本ハム,吉田 侑樹,右,7.36,オリックス,ロメロ,右,.229,13,32,19,4,三ゴロ
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,オリックス,ディクソン,右,4.76,日本ハム,石井 一成,左,.205,1,4,12,3,二ゴロ
27,1000,3回裏,オリックス,ディクソン,右,4.76,日本ハム,清水 優心,右,.165,5,13,10,0,遊ゴロ
28,2000,3回裏,オリックス,ディクソン,右,4.76,日本ハム,西川 遥輝,左,.240,5,26,55,24,見三振
29,3000,,,,,,,,,,,,,,
30,0000,4回表,日本ハム,吉田 侑樹,右,7.36,オリックス,マレーロ,右,.199,10,21,16,1,中安
31,0100,4回表,日本ハム,吉田 侑樹,右,7.36,オリックス,安達 了一,右,.234,3,22,14,11,捕ゴロ
32,0110,4回表,日本ハム,吉田 侑樹,右,7.36,オリックス,武田 健吾,右,.195,0,7,0,0,投ゴロ
33,1110,4回表,日本ハム,吉田 侑樹,右,7.36,オリックス,若月 健矢,右,.193,0,13,4,1,左安
34,1110,4回表,日本ハム,吉田 侑樹,右,7.36,オリックス,大城 滉二,右,.250,4,19,17,5,右飛
35,2010,4回表,日本ハム,吉田 侑樹,右,7.36,オリックス,福田 周平,左,.258,0,7,10,5,四球
36,2110,4回表,日本ハム,浦野 博司,右,1.86,オリックス,西野 真弘,左,.347,0,10,6,1,右安
37,2101,4回表,日本ハム,浦野 博司,右,1.86,オリックス,吉田 正尚,左,.318,10,46,31,1,中安
38,2110,4回表,日本ハム,浦野 博司,右,1.86,オリックス,ロメロ,右,.229,13,32,19,4,見三振
39,3000,,,,,,,,,,,,,,
40,0000,4回裏,オリックス,ディクソン,右,4.76,日本ハム,大田 泰示,右,.275,13,45,28,2,空三振
41,1000,4回裏,オリックス,ディクソン,右,4.76,日本ハム,近藤 健介,左,.362,8,40,40,4,中２
42,1010,4回裏,オリックス,ディクソン,右,4.76,日本ハム,中田 翔,右,.260,17,58,20,0,左安
43,1100,4回裏,オリックス,ディクソン,右,4.76,日本ハム,アルシア,左,.252,6,22,15,0,四球
