,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,石川 柊太,右,3.34,西武,秋山 翔吾,左,.348,13,49,43,7,右２
1,0010,1回表,ソフトバンク,石川 柊太,右,3.34,西武,源田 壮亮,左,.288,1,36,26,25,一直
2,1010,1回表,ソフトバンク,石川 柊太,右,3.34,西武,浅村 栄斗,右,.296,18,63,42,3,投ゴロ
3,2010,1回表,ソフトバンク,石川 柊太,右,3.34,西武,山川 穂高,右,.274,24,72,54,0,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,上林 誠知,左,.274,13,41,17,6,中２
6,0010,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,中村 晃,左,.278,8,26,30,0,中飛
7,1010,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,柳田 悠岐,左,.350,22,60,31,16,二ゴロ
8,2001,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,デスパイネ,右,.224,19,47,43,0,四球
9,2101,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,内川 聖一,右,.234,7,22,8,0,左２
10,2011,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,松田 宣浩,右,.238,16,39,28,2,四球
11,2111,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,牧原 大成,左,.438,1,5,1,1,右２
12,2011,1回裏,西武,十亀 剣,右,3.57,ソフトバンク,甲斐 拓也,右,.238,5,20,15,2,三ゴロ
13,3000,,,,,,,,,,,,,,
14,0000,2回表,ソフトバンク,石川 柊太,右,3.34,西武,森 友哉,左,.281,9,47,35,5,投ゴロ
15,1000,2回表,ソフトバンク,石川 柊太,右,3.34,西武,外崎 修汰,右,.290,11,43,34,20,空三振
16,2000,2回表,ソフトバンク,石川 柊太,右,3.34,西武,栗山 巧,左,.241,5,32,31,0,空三振
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,西武,十亀 剣,右,3.57,ソフトバンク,今宮 健太,右,.216,3,14,13,3,中飛
19,1000,2回裏,西武,十亀 剣,右,3.57,ソフトバンク,上林 誠知,左,.274,13,41,17,6,空三振
20,2000,2回裏,西武,十亀 剣,右,3.57,ソフトバンク,中村 晃,左,.278,8,26,30,0,遊ゴロ
21,3000,,,,,,,,,,,,,,
22,0000,3回表,ソフトバンク,石川 柊太,右,3.34,西武,中村 剛也,右,.180,6,14,11,0,見三振
23,1000,3回表,ソフトバンク,石川 柊太,右,3.34,西武,斉藤 彰吾,左,.333,1,4,2,3,死球
24,1100,3回表,ソフトバンク,石川 柊太,右,3.34,西武,秋山 翔吾,左,.348,13,49,43,7,左安
25,1110,3回表,ソフトバンク,石川 柊太,右,3.34,西武,源田 壮亮,左,.288,1,36,26,25,空三振
26,2110,3回表,ソフトバンク,石川 柊太,右,3.34,西武,浅村 栄斗,右,.296,18,63,42,3,中安
27,2101,3回表,ソフトバンク,石川 柊太,右,3.34,西武,山川 穂高,右,.274,24,72,54,0,見三振
28,3000,,,,,,,,,,,,,,
29,0000,3回裏,西武,十亀 剣,右,3.57,ソフトバンク,柳田 悠岐,左,.350,22,60,31,16,遊ゴロ
30,1000,3回裏,西武,十亀 剣,右,3.57,ソフトバンク,デスパイネ,右,.224,19,47,43,0,右飛
31,2000,3回裏,西武,十亀 剣,右,3.57,ソフトバンク,内川 聖一,右,.234,7,22,8,0,遊安
32,2100,3回裏,西武,十亀 剣,右,3.57,ソフトバンク,松田 宣浩,右,.238,16,39,28,2,四球
33,2110,3回裏,西武,十亀 剣,右,3.57,ソフトバンク,牧原 大成,左,.438,1,5,1,1,空三振
34,3000,,,,,,,,,,,,,,
35,0000,4回表,ソフトバンク,石川 柊太,右,3.34,西武,森 友哉,左,.281,9,47,35,5,中飛
36,1000,4回表,ソフトバンク,石川 柊太,右,3.34,西武,外崎 修汰,右,.290,11,43,34,20,空三振
37,2000,4回表,ソフトバンク,石川 柊太,右,3.34,西武,栗山 巧,左,.241,5,32,31,0,中飛
38,3000,,,,,,,,,,,,,,
39,0000,4回裏,西武,十亀 剣,右,3.57,ソフトバンク,甲斐 拓也,右,.238,5,20,15,2,中飛
40,1000,4回裏,西武,十亀 剣,右,3.57,ソフトバンク,今宮 健太,右,.216,3,14,13,3,二ゴロ
41,2000,4回裏,西武,十亀 剣,右,3.57,ソフトバンク,上林 誠知,左,.274,13,41,17,6,見三振
42,3000,,,,,,,,,,,,,,
43,0000,5回表,ソフトバンク,石川 柊太,右,3.34,西武,中村 剛也,右,.180,6,14,11,0,空三振
44,1000,5回表,ソフトバンク,石川 柊太,右,3.34,西武,斉藤 彰吾,左,.333,1,4,2,3,中安
45,1100,5回表,ソフトバンク,石川 柊太,右,3.34,西武,秋山 翔吾,左,.348,13,49,43,7,中飛
46,2010,5回表,ソフトバンク,石川 柊太,右,3.34,西武,源田 壮亮,左,.288,1,36,26,25,遊飛
47,3000,,,,,,,,,,,,,,
48,0000,5回裏,西武,十亀 剣,右,3.57,ソフトバンク,中村 晃,左,.278,8,26,30,0,一ゴロ
49,1000,5回裏,西武,十亀 剣,右,3.57,ソフトバンク,柳田 悠岐,左,.350,22,60,31,16,三失
50,1100,5回裏,西武,十亀 剣,右,3.57,ソフトバンク,デスパイネ,右,.224,19,47,43,0,ボール
51,2100,5回裏,西武,十亀 剣,右,3.57,ソフトバンク,内川 聖一,右,.234,7,22,8,0,ボール
52,2000,6回表,ソフトバンク,石川 柊太,右,3.34,西武,浅村 栄斗,右,.296,18,63,42,3,空三振
53,1000,6回表,ソフトバンク,石川 柊太,右,3.34,西武,山川 穂高,右,.274,24,72,54,0,空三振
54,2000,6回表,ソフトバンク,石川 柊太,右,3.34,西武,森 友哉,左,.281,9,47,35,5,ファウル
55,2000,6回裏,西武,十亀 剣,右,3.57,ソフトバンク,松田 宣浩,右,.238,16,39,28,2,ボール
56,0000,6回裏,西武,十亀 剣,右,3.57,ソフトバンク,牧原 大成,左,.438,1,5,1,1,ファウル
57,0100,6回裏,西武,十亀 剣,右,3.57,ソフトバンク,甲斐 拓也,右,.238,5,20,15,2,一犠打
58,1010,6回裏,西武,十亀 剣,右,3.57,ソフトバンク,今宮 健太,右,.216,3,14,13,3,左安
59,1100,6回裏,西武,野田 昇吾,左,3.66,ソフトバンク,上林 誠知,左,.274,13,41,17,6,四球
60,1110,6回裏,西武,野田 昇吾,左,3.66,ソフトバンク,中村 晃,左,.278,8,26,30,0,捕邪飛
61,2110,6回裏,西武,野田 昇吾,左,3.66,ソフトバンク,柳田 悠岐,左,.350,22,60,31,16,左飛
62,3000,,,,,,,,,,,,,,
63,0000,7回表,ソフトバンク,石川 柊太,右,3.34,西武,外崎 修汰,右,.290,11,43,34,20,遊ゴロ
64,1000,7回表,ソフトバンク,石川 柊太,右,3.34,西武,栗山 巧,左,.241,5,32,31,0,左飛
65,2000,7回表,ソフトバンク,石川 柊太,右,3.34,西武,中村 剛也,右,.180,6,14,11,0,捕ゴロ
66,3000,,,,,,,,,,,,,,
67,0000,7回裏,西武,平井 克典,右,4.45,ソフトバンク,デスパイネ,右,.224,19,47,43,0,中２
68,0010,7回裏,西武,平井 克典,右,4.45,ソフトバンク,内川 聖一,右,.234,7,22,8,0,空三振
69,1010,7回裏,西武,平井 克典,右,4.45,ソフトバンク,松田 宣浩,右,.238,16,39,28,2,三ゴロ
70,2010,7回裏,西武,平井 克典,右,4.45,ソフトバンク,牧原 大成,左,.438,1,5,1,1,空三振
71,3000,,,,,,,,,,,,,,
72,0000,8回表,ソフトバンク,モイネロ,左,4.18,西武,木村 文紀,右,.286,2,8,7,4,中飛
73,1000,8回表,ソフトバンク,モイネロ,左,4.18,西武,秋山 翔吾,左,.348,13,49,43,7,二安
74,1100,8回表,ソフトバンク,モイネロ,左,4.18,西武,源田 壮亮,左,.288,1,36,26,25,中飛
75,2100,8回表,ソフトバンク,加治屋 蓮,右,2.68,西武,浅村 栄斗,右,.296,18,63,42,3,三ゴロ
76,3000,,,,,,,,,,,,,,
77,0000,8回裏,西武,豊田 拓矢,右,27.00,ソフトバンク,甲斐 拓也,右,.238,5,20,15,2,四球
