,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,メルセデス,左,1.62,ヤクルト,坂口 智隆,左,.322,3,32,70,8,左飛
1,1000,1回表,巨人,メルセデス,左,1.62,ヤクルト,青木 宣親,左,.328,8,58,49,2,二ゴロ
2,2000,1回表,巨人,メルセデス,左,1.62,ヤクルト,山田 哲人,右,.316,32,80,94,30,右２
3,2010,1回表,巨人,メルセデス,左,1.62,ヤクルト,バレンティン,右,.268,33,114,73,1,三ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,ヤクルト,小川 泰弘,右,2.85,巨人,坂本 勇人,右,.341,14,61,54,8,右飛
6,1000,1回裏,ヤクルト,小川 泰弘,右,2.85,巨人,重信 慎之介,左,.295,1,10,7,6,中安
7,1100,1回裏,ヤクルト,小川 泰弘,右,2.85,巨人,マギー,右,.289,19,72,34,1,右安
8,1101,1回裏,ヤクルト,小川 泰弘,右,2.85,巨人,岡本 和真,右,.315,30,93,64,2,空三振
9,2101,1回裏,ヤクルト,小川 泰弘,右,2.85,巨人,亀井 善行,左,.266,12,48,34,4,左飛
10,3000,,,,,,,,,,,,,,
11,0000,2回表,巨人,メルセデス,左,1.62,ヤクルト,畠山 和洋,右,.260,5,27,24,0,遊ゴロ
12,1000,2回表,巨人,メルセデス,左,1.62,ヤクルト,大引 啓次,右,.329,2,7,8,0,右邪飛
13,2000,2回表,巨人,メルセデス,左,1.62,ヤクルト,西浦 直亨,右,.254,8,46,33,1,三ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ヤクルト,小川 泰弘,右,2.85,巨人,ゲレーロ,右,.263,15,38,26,2,見三振
16,1000,2回裏,ヤクルト,小川 泰弘,右,2.85,巨人,大城 卓三,左,.264,3,16,13,0,見三振
17,2000,2回裏,ヤクルト,小川 泰弘,右,2.85,巨人,田中 俊太,左,.234,1,9,20,6,左安
18,2100,2回裏,ヤクルト,小川 泰弘,右,2.85,巨人,メルセデス,左,.043,0,1,0,0,空三振
19,3000,,,,,,,,,,,,,,
20,0000,3回表,巨人,メルセデス,左,1.62,ヤクルト,中村 悠平,右,.205,5,25,27,2,遊ゴロ
21,1000,3回表,巨人,メルセデス,左,1.62,ヤクルト,小川 泰弘,右,.138,0,1,3,0,三ゴロ
22,2000,3回表,巨人,メルセデス,左,1.62,ヤクルト,坂口 智隆,左,.322,3,32,70,8,四球
23,2100,3回表,巨人,メルセデス,左,1.62,ヤクルト,青木 宣親,左,.328,8,58,49,2,死球
24,2110,3回表,巨人,メルセデス,左,1.62,ヤクルト,山田 哲人,右,.316,32,80,94,30,遊ゴロ
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,ヤクルト,小川 泰弘,右,2.85,巨人,坂本 勇人,右,.341,14,61,54,8,右安
27,0100,3回裏,ヤクルト,小川 泰弘,右,2.85,巨人,重信 慎之介,左,.295,1,10,7,6,中飛
28,1100,3回裏,ヤクルト,小川 泰弘,右,2.85,巨人,マギー,右,.289,19,72,34,1,二ゴロ
29,2010,3回裏,ヤクルト,小川 泰弘,右,2.85,巨人,岡本 和真,右,.315,30,93,64,2,四球
30,2110,3回裏,ヤクルト,小川 泰弘,右,2.85,巨人,亀井 善行,左,.266,12,48,34,4,一邪飛
31,3000,,,,,,,,,,,,,,
32,0000,4回表,巨人,メルセデス,左,1.62,ヤクルト,バレンティン,右,.268,33,114,73,1,空三振
33,1000,4回表,巨人,メルセデス,左,1.62,ヤクルト,畠山 和洋,右,.260,5,27,24,0,一邪飛
34,2000,4回表,巨人,メルセデス,左,1.62,ヤクルト,大引 啓次,右,.329,2,7,8,0,空三振
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,ヤクルト,小川 泰弘,右,2.85,巨人,ゲレーロ,右,.263,15,38,26,2,右飛
37,1000,4回裏,ヤクルト,小川 泰弘,右,2.85,巨人,大城 卓三,左,.264,3,16,13,0,空三振
38,2000,4回裏,ヤクルト,小川 泰弘,右,2.85,巨人,田中 俊太,左,.234,1,9,20,6,左本
39,2000,4回裏,ヤクルト,小川 泰弘,右,2.85,巨人,メルセデス,左,.043,0,1,0,0,空三振
40,3000,,,,,,,,,,,,,,
41,0000,5回表,巨人,メルセデス,左,1.62,ヤクルト,西浦 直亨,右,.254,8,46,33,1,中安
42,0100,5回表,巨人,メルセデス,左,1.62,ヤクルト,中村 悠平,右,.205,5,25,27,2,投犠打
43,1010,5回表,巨人,メルセデス,左,1.62,ヤクルト,小川 泰弘,右,.138,0,1,3,0,空三振
44,2010,5回表,巨人,メルセデス,左,1.62,ヤクルト,坂口 智隆,左,.322,3,32,70,8,二飛
45,3000,,,,,,,,,,,,,,
46,0000,5回裏,ヤクルト,小川 泰弘,右,2.85,巨人,坂本 勇人,右,.341,14,61,54,8,左飛
47,1000,5回裏,ヤクルト,小川 泰弘,右,2.85,巨人,重信 慎之介,左,.295,1,10,7,6,二ゴロ
48,2000,5回裏,ヤクルト,小川 泰弘,右,2.85,巨人,マギー,右,.289,19,72,34,1,右邪飛
49,3000,,,,,,,,,,,,,,
50,0000,6回表,巨人,メルセデス,左,1.62,ヤクルト,青木 宣親,左,.328,8,58,49,2,遊ゴロ
51,1000,6回表,巨人,メルセデス,左,1.62,ヤクルト,山田 哲人,右,.316,32,80,94,30,遊安
52,1100,6回表,巨人,メルセデス,左,1.62,ヤクルト,バレンティン,右,.268,33,114,73,1,中２
53,1010,6回表,巨人,メルセデス,左,1.62,ヤクルト,畠山 和洋,右,.260,5,27,24,0,中安
54,1101,6回表,巨人,メルセデス,左,1.62,ヤクルト,大引 啓次,右,.329,2,7,8,0,遊併打
55,3000,,,,,,,,,,,,,,
56,0000,6回裏,ヤクルト,小川 泰弘,右,2.85,巨人,岡本 和真,右,.315,30,93,64,2,遊ゴロ
57,1000,6回裏,ヤクルト,小川 泰弘,右,2.85,巨人,亀井 善行,左,.266,12,48,34,4,三邪飛
58,2000,6回裏,ヤクルト,小川 泰弘,右,2.85,巨人,ゲレーロ,右,.263,15,38,26,2,右飛
59,3000,,,,,,,,,,,,,,
60,0000,7回表,巨人,メルセデス,左,1.62,ヤクルト,西浦 直亨,右,.254,8,46,33,1,遊ゴロ
61,1000,7回表,巨人,メルセデス,左,1.62,ヤクルト,中村 悠平,右,.205,5,25,27,2,遊ゴロ
62,2000,7回表,巨人,メルセデス,左,1.62,ヤクルト,小川 泰弘,右,.138,0,1,3,0,中飛
63,3000,,,,,,,,,,,,,,
64,0000,7回裏,ヤクルト,小川 泰弘,右,2.85,巨人,大城 卓三,左,.264,3,16,13,0,中飛
65,1000,7回裏,ヤクルト,小川 泰弘,右,2.85,巨人,田中 俊太,左,.234,1,9,20,6,二ゴロ
66,2000,7回裏,ヤクルト,小川 泰弘,右,2.85,巨人,メルセデス,左,.043,0,1,0,0,遊ゴロ
67,3000,,,,,,,,,,,,,,
68,0000,8回表,巨人,メルセデス,左,1.62,ヤクルト,坂口 智隆,左,.322,3,32,70,8,遊安
69,0100,8回表,巨人,メルセデス,左,1.62,ヤクルト,青木 宣親,左,.328,8,58,49,2,左安
70,0110,8回表,巨人,アダメス,右,3.20,ヤクルト,山田 哲人,右,.316,32,80,94,30,二ゴロ
71,1001,8回表,巨人,アダメス,右,3.20,ヤクルト,バレンティン,右,.268,33,114,73,1,中安
72,1100,8回表,巨人,アダメス,右,3.20,ヤクルト,畠山 和洋,右,.260,5,27,24,0,右安
73,1101,8回表,巨人,アダメス,右,3.20,ヤクルト,大引 啓次,右,.329,2,7,8,0,左安
74,1110,8回表,巨人,アダメス,右,3.20,ヤクルト,西浦 直亨,右,.254,8,46,33,1,四球
75,1111,8回表,巨人,アダメス,右,3.20,ヤクルト,中村 悠平,右,.205,5,25,27,2,見三振
76,2111,8回表,巨人,アダメス,右,3.20,ヤクルト,小川 泰弘,右,.138,0,1,3,0,右飛
