,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ロッテ,有吉 優樹,右,3.32,西武,秋山 翔吾,左,.324,17,57,58,10,一ゴロ
1,1000,1回表,ロッテ,有吉 優樹,右,3.32,西武,源田 壮亮,左,.272,1,41,36,30,中２
2,1010,1回表,ロッテ,有吉 優樹,右,3.32,西武,浅村 栄斗,右,.311,25,93,50,3,右安
3,1100,1回表,ロッテ,有吉 優樹,右,3.32,西武,山川 穂高,右,.281,35,92,63,0,空三振
4,2100,1回表,ロッテ,有吉 優樹,右,3.32,西武,森 友哉,左,.301,14,67,49,5,二ゴロ
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,西武,多和田 真三郎,右,4.35,ロッテ,岡 大海,右,.198,0,10,7,5,二ゴロ
7,1000,1回裏,西武,多和田 真三郎,右,4.35,ロッテ,藤岡 裕大,左,.249,5,37,37,13,遊ゴロ
8,2000,1回裏,西武,多和田 真三郎,右,4.35,ロッテ,中村 奨吾,右,.295,5,48,47,27,遊ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ロッテ,有吉 優樹,右,3.32,西武,外崎 修汰,右,.281,18,65,45,24,空三振
11,1000,2回表,ロッテ,有吉 優樹,右,3.32,西武,中村 剛也,右,.235,21,45,24,0,空三振
12,2000,2回表,ロッテ,有吉 優樹,右,3.32,西武,栗山 巧,左,.235,5,37,38,1,右飛
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,西武,多和田 真三郎,右,4.35,ロッテ,井上 晴哉,右,.295,19,72,42,1,二飛
15,1000,2回裏,西武,多和田 真三郎,右,4.35,ロッテ,角中 勝也,左,.285,5,44,31,3,左安
16,1100,2回裏,西武,多和田 真三郎,右,4.35,ロッテ,鈴木 大地,左,.258,2,29,34,8,遊併打
17,3000,,,,,,,,,,,,,,
18,0000,3回表,ロッテ,有吉 優樹,右,3.32,西武,金子 侑司,左,.199,1,27,21,22,三ゴロ
19,1000,3回表,ロッテ,有吉 優樹,右,3.32,西武,秋山 翔吾,左,.324,17,57,58,10,右安
20,1100,3回表,ロッテ,有吉 優樹,右,3.32,西武,源田 壮亮,左,.272,1,41,36,30,四球
21,1110,3回表,ロッテ,有吉 優樹,右,3.32,西武,浅村 栄斗,右,.311,25,93,50,3,二直
22,2110,3回表,ロッテ,有吉 優樹,右,3.32,西武,山川 穂高,右,.281,35,92,63,0,三飛
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,西武,多和田 真三郎,右,4.35,ロッテ,福浦 和也,左,.214,0,9,9,0,右飛
25,1000,3回裏,西武,多和田 真三郎,右,4.35,ロッテ,田村 龍弘,右,.249,2,26,31,3,二ゴロ
26,2000,3回裏,西武,多和田 真三郎,右,4.35,ロッテ,平沢 大河,左,.211,1,19,31,4,右飛
27,3000,,,,,,,,,,,,,,
28,0000,4回表,ロッテ,有吉 優樹,右,3.32,西武,森 友哉,左,.301,14,67,49,5,右２
29,0010,4回表,ロッテ,有吉 優樹,右,3.32,西武,外崎 修汰,右,.281,18,65,45,24,中安
30,0100,4回表,ロッテ,有吉 優樹,右,3.32,西武,中村 剛也,右,.235,21,45,24,0,右飛
31,1000,4回表,ロッテ,有吉 優樹,右,3.32,西武,栗山 巧,左,.235,5,37,38,1,中２
32,2010,4回表,ロッテ,有吉 優樹,右,3.32,西武,金子 侑司,左,.199,1,27,21,22,空三振
33,3000,,,,,,,,,,,,,,
34,0000,4回裏,西武,多和田 真三郎,右,4.35,ロッテ,岡 大海,右,.198,0,10,7,5,三ゴロ
35,1000,4回裏,西武,多和田 真三郎,右,4.35,ロッテ,藤岡 裕大,左,.249,5,37,37,13,右２
