,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,広島,九里 亜蓮,右,3.20,ヤクルト,山田 哲人,右,.304,11,21,35,11,中安
1,0100,1回表,広島,九里 亜蓮,右,3.20,ヤクルト,西浦 直亨,右,.313,2,14,11,0,一ゴロ
2,1010,1回表,広島,九里 亜蓮,右,3.20,ヤクルト,青木 宣親,左,.273,1,16,14,0,左飛
3,2010,1回表,広島,九里 亜蓮,右,3.20,ヤクルト,バレンティン,右,.260,12,33,34,0,遊ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,ヤクルト,小川 泰弘,右,7.04,広島,田中 広輔,左,.263,1,17,31,10,四球
6,0100,1回裏,ヤクルト,小川 泰弘,右,7.04,広島,菊池 涼介,右,.293,7,24,9,3,中飛
7,1010,1回裏,ヤクルト,小川 泰弘,右,7.04,広島,松山 竜平,左,.273,2,21,12,0,四球
8,1110,1回裏,ヤクルト,小川 泰弘,右,7.04,広島,鈴木 誠也,右,.254,4,13,13,0,空三振
9,2110,1回裏,ヤクルト,小川 泰弘,右,7.04,広島,新井 貴浩,右,.200,0,1,1,0,空三振
10,3000,,,,,,,,,,,,,,
11,0000,2回表,広島,九里 亜蓮,右,3.20,ヤクルト,坂口 智隆,左,.356,1,13,23,4,空三振
12,1000,2回表,広島,九里 亜蓮,右,3.20,ヤクルト,大引 啓次,右,.261,1,2,2,0,空三振
13,2000,2回表,広島,九里 亜蓮,右,3.20,ヤクルト,雄平,左,.260,1,12,7,2,二ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ヤクルト,小川 泰弘,右,7.04,広島,野間 峻祥,左,.328,1,9,5,5,右安
16,0100,2回裏,ヤクルト,小川 泰弘,右,7.04,広島,會澤 翼,右,.366,3,9,9,0,中安
17,0110,2回裏,ヤクルト,小川 泰弘,右,7.04,広島,安部 友裕,左,.203,1,11,12,3,空三振
