,1,2,3,4,5,6,7,8,9,Šy,0,0,0,0
0,0,1,0,1,“ú,0,0,0,0,0,1,0,0,1
10,11,12,Œv,ˆÀ,0,0,0,2,8,0,0,0,2,9
