,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ケーン,投ゴロ,1,0,0,1,表,ブリュワーズ
1,1000,2,イエリチ,二ゴロ,2,0,0,1,表,ブリュワーズ
2,2000,3,アギュラー,四球,2,0,0,1,表,ブリュワーズ
3,2100,4,ショー,四球,2,0,0,1,表,ブリュワーズ
4,2110,5,ブラウン,左本塁打,2,0,3,1,表,ブリュワーズ
5,2000,6,ビラー,一ゴロ,3,0,3,1,表,ブリュワーズ
6,0000,1,ヘルナンデス,三安打,0,0,3,1,裏,フィリーズ
7,0100,2,ヘレラ,遊フライ,1,0,3,1,裏,フィリーズ
8,1100,3,キンガリー,左フライ,2,0,3,1,裏,フィリーズ
9,2100,4,サンタナ,中ライナー,3,0,3,1,裏,フィリーズ
10,0000,7,ピーナ,中二塁打,0,0,3,2,表,ブリュワーズ
11,0001,8,アーシア,中安打,0,0,4,2,表,ブリュワーズ
12,0100,9,チャシーン,一犠打,1,0,4,2,表,ブリュワーズ
13,1010,1,ケーン,左二塁打,1,0,5,2,表,ブリュワーズ
14,1001,2,イエリチ,空振り三振,2,0,5,2,表,ブリュワーズ
15,2001,3,アギュラー,空振り三振,3,0,5,2,表,ブリュワーズ
16,0000,5,ウィリアムズ,二ゴロ,1,0,5,2,裏,フィリーズ
17,1000,6,アルファロ,空振り三振,2,0,5,2,裏,フィリーズ
18,2000,7,クロフォード,死球,2,0,5,2,裏,フィリーズ
19,2100,8,バレンティン,投ゴロ,3,0,5,2,裏,フィリーズ
20,0000,4,ショー,左フライ,1,0,5,3,表,ブリュワーズ
21,1000,5,ブラウン,遊ゴロ,2,0,5,3,表,ブリュワーズ
22,2000,6,ビラー,空振り三振,3,0,5,3,表,ブリュワーズ
23,0000,9,ベラスケス,中フライ,1,0,5,3,裏,フィリーズ
24,1000,1,ヘルナンデス,見逃し三振,2,0,5,3,裏,フィリーズ
25,2000,2,ヘレラ,空振り三振,3,0,5,3,裏,フィリーズ
26,0000,7,ピーナ,見逃し三振,1,0,5,4,表,ブリュワーズ
27,1000,8,アーシア,左安打,1,0,5,4,表,ブリュワーズ
28,1100,9,チャシーン,一犠打,2,0,5,4,表,ブリュワーズ
29,2010,1,ケーン,右安打,2,0,6,4,表,ブリュワーズ
30,2100,2,イエリチ,右安打,2,0,6,4,表,ブリュワーズ
31,2101,3,アギュラー,右二塁打,2,0,8,4,表,ブリュワーズ
32,2010,4,ショー,右二塁打,2,0,9,4,表,ブリュワーズ
33,2010,5,ブラウン,本塁打,2,0,11,4,表,ブリュワーズ
34,2000,6,ビラー,空振り三振,3,0,11,4,表,ブリュワーズ
35,0000,3,キンガリー,左二塁打,0,0,11,4,裏,フィリーズ
36,0001,4,サンタナ,中犠飛,1,1,11,4,裏,フィリーズ
37,1000,5,ウィリアムズ,見逃し三振,2,1,11,4,裏,フィリーズ
38,2000,6,アルファロ,左フライ,3,1,11,4,裏,フィリーズ
39,0000,7,ピーナ,空振り三振,1,1,11,5,表,ブリュワーズ
40,1000,8,アーシア,空振り三振,2,1,11,5,表,ブリュワーズ
41,2000,9,チャシーン,中安打,2,1,11,5,表,ブリュワーズ
42,2100,1,ケーン,三ゴロ,3,1,11,5,表,ブリュワーズ
43,0000,7,クロフォード,右ライナー,1,1,11,5,裏,フィリーズ
44,1000,8,バレンティン,右フライ,2,1,11,5,裏,フィリーズ
45,2000,9,ライター,空振り三振,3,1,11,5,裏,フィリーズ
46,0000,2,イエリチ,空振り三振,1,1,11,6,表,ブリュワーズ
47,1000,3,アギュラー,二フライ,2,1,11,6,表,ブリュワーズ
48,2000,4,ショー,四球,2,1,11,6,表,ブリュワーズ
49,2100,5,ブラウン,右フライ,3,1,11,6,表,ブリュワーズ
50,0000,1,ヘルナンデス,中フライ,1,1,11,6,裏,フィリーズ
51,1000,2,ヘレラ,空振り三振,2,1,11,6,裏,フィリーズ
52,2000,3,キンガリー,見逃し三振,3,1,11,6,裏,フィリーズ
53,0000,6,ビラー,一ゴロ,1,1,11,7,表,ブリュワーズ
54,1000,7,ピーナ,空振り三振,2,1,11,7,表,ブリュワーズ
55,2000,8,アーシア,遊フライ,3,1,11,7,表,ブリュワーズ
56,0000,4,サンタナ,右本塁打,0,2,11,7,裏,フィリーズ
57,0000,5,ウィリアムズ,中三塁打,0,2,11,7,裏,フィリーズ
58,0001,6,アルファロ,中フライ,1,2,11,7,裏,フィリーズ
59,1001,7,クロフォード,四球,1,2,11,7,裏,フィリーズ
60,1101,8,バレンティン,右安打,1,3,11,7,裏,フィリーズ
61,1101,9,ナップ,中犠飛,2,4,11,7,裏,フィリーズ
62,2100,1,ヘルナンデス,右安打,2,4,11,7,裏,フィリーズ
63,2101,2,ヘレラ,空振り三振,3,4,11,7,裏,フィリーズ
64,0000,9,ソガード,投ゴロ,1,4,11,8,表,ブリュワーズ
65,1000,1,ケーン,右ライナー,2,4,11,8,表,ブリュワーズ
66,2000,2,イエリチ,中本塁打,2,4,12,8,表,ブリュワーズ
67,2000,3,アギュラー,空振り三振,3,4,12,8,表,ブリュワーズ
68,0000,3,キンガリー,見逃し三振,1,4,12,8,裏,フィリーズ
69,1000,4,サンタナ,四球,1,4,12,8,裏,フィリーズ
70,1100,5,ウィリアムズ,遊フライ,2,4,12,8,裏,フィリーズ
71,2100,6,アルファロ,三安打,2,4,12,8,裏,フィリーズ
72,2110,7,クロフォード,空振り三振,3,4,12,8,裏,フィリーズ
73,0000,4,ショー,右ライナー,1,4,12,9,表,ブリュワーズ
74,1000,5,ペレス,三ゴロ,2,4,12,9,表,ブリュワーズ
75,2000,6,崔,中安打,2,4,12,9,表,ブリュワーズ
76,2100,7,ピーナ,四球,2,4,12,9,表,ブリュワーズ
77,2110,8,アーシア,空振り三振,3,4,12,9,表,ブリュワーズ
78,0000,8,バレンティン,中フライ,1,4,12,9,裏,フィリーズ
79,1000,9,アルテール,空振り三振,2,4,12,9,裏,フィリーズ
80,2000,1,ヘルナンデス,右安打,2,4,12,9,裏,フィリーズ
81,2010,2,ヘレラ,捕邪飛,3,4,12,9,裏,フィリーズ
