,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,カンデラリオ,遊ゴロ,1,0,0,1,表,タイガース
1,1000,2,イグレシアス,右安打,1,0,0,1,表,タイガース
2,1100,3,カステラノス,空振り三振,2,0,0,1,表,タイガース
3,2100,4,グッドラム,四球,2,0,0,1,表,タイガース
4,2110,5,マトゥック,中安打,2,0,1,1,表,タイガース
5,2101,6,ロドリゲス,三フライ,3,0,1,1,表,タイガース
6,0000,1,メリフィールド,一邪飛,1,0,1,1,裏,ロイヤルズ
7,1000,2,ゴードン,捕フライ,2,0,1,1,裏,ロイヤルズ
8,2000,3,オハーン,中フライ,3,0,1,1,裏,ロイヤルズ
9,0000,7,グレイナー,四球,0,0,1,2,表,タイガース
10,0100,8,ジョーンズ,空振り三振,1,0,1,2,表,タイガース
11,1100,9,レイエス,三ゴロ,2,0,1,2,表,タイガース
12,2010,1,カンデラリオ,空振り三振,3,0,1,2,表,タイガース
13,0000,4,デューダ,空振り三振,1,0,1,2,裏,ロイヤルズ
14,1000,5,ドジャー,三ゴロ,2,0,1,2,裏,ロイヤルズ
15,2000,6,ボニファシオ,右安打,2,0,1,2,裏,ロイヤルズ
16,2010,7,モンデシー,右本塁打,2,2,1,2,裏,ロイヤルズ
17,2000,8,フィリップス,見逃し三振,3,2,1,2,裏,ロイヤルズ
18,0000,2,イグレシアス,中フライ,1,2,1,3,表,タイガース
19,1000,3,カステラノス,三ゴロ,2,2,1,3,表,タイガース
20,2000,4,グッドラム,空振り三振,3,2,1,3,表,タイガース
21,0000,9,ビュテラ,左二塁打,0,2,1,3,裏,ロイヤルズ
22,0010,1,メリフィールド,中フライ,1,2,1,3,裏,ロイヤルズ
23,1001,2,ゴードン,右本塁打,1,4,1,3,裏,ロイヤルズ
24,1000,3,オハーン,投ライナー,2,4,1,3,裏,ロイヤルズ
25,2000,4,デューダ,空振り三振,3,4,1,3,裏,ロイヤルズ
26,0000,5,マトゥック,左ライナー,1,4,1,4,表,タイガース
27,1000,6,ロドリゲス,右フライ,2,4,1,4,表,タイガース
28,2000,7,グレイナー,四球,2,4,1,4,表,タイガース
29,2100,8,ジョーンズ,中フライ,3,4,1,4,表,タイガース
30,0000,5,ドジャー,中三塁打,0,4,1,4,裏,ロイヤルズ
31,0001,6,ボニファシオ,三ゴロ,1,4,1,4,裏,ロイヤルズ
32,1001,7,モンデシー,右三塁打,1,5,1,4,裏,ロイヤルズ
33,1001,8,フィリップス,右二塁打,1,6,1,4,裏,ロイヤルズ
34,1010,9,ビュテラ,中二塁打,1,7,1,4,裏,ロイヤルズ
35,1010,1,メリフィールド,二フライ,2,7,1,4,裏,ロイヤルズ
36,2010,2,ゴードン,二ゴロ,3,7,1,4,裏,ロイヤルズ
37,0000,9,レイエス,空振り三振,1,7,1,5,表,タイガース
38,1000,1,カンデラリオ,左フライ,2,7,1,5,表,タイガース
39,2000,2,アドゥチ,見逃し三振,3,7,1,5,表,タイガース
40,0000,3,オハーン,四球,0,7,1,5,裏,ロイヤルズ
41,0100,4,デューダ,左安打,0,7,1,5,裏,ロイヤルズ
42,0110,5,ドジャー,中フライ,1,7,1,5,裏,ロイヤルズ
43,1011,6,ボニファシオ,四球,1,7,1,5,裏,ロイヤルズ
44,1111,7,モンデシー,四球,1,8,1,5,裏,ロイヤルズ
45,1111,8,フィリップス,右犠飛,2,9,1,5,裏,ロイヤルズ
46,2101,9,ビュテラ,遊ゴロ,3,9,1,5,裏,ロイヤルズ
47,0000,3,カステラノス,三ゴロ,1,9,1,6,表,タイガース
48,1000,4,グッドラム,一ゴロ,2,9,1,6,表,タイガース
49,2000,5,マトゥック,三失策,2,9,1,6,表,タイガース
50,2100,6,ロドリゲス,右フライ,3,9,1,6,表,タイガース
51,0000,1,メリフィールド,右安打,0,9,1,6,裏,ロイヤルズ
52,0100,2,ゴードン,一併殺,2,9,1,6,裏,ロイヤルズ
53,2000,3,オハーン,見逃し三振,3,9,1,6,裏,ロイヤルズ
54,0000,7,グレイナー,二フライ,1,9,1,7,表,タイガース
55,1000,8,ジョーンズ,空振り三振,2,9,1,7,表,タイガース
56,2000,9,レイエス,遊ゴロ,3,9,1,7,表,タイガース
57,0000,4,デューダ,遊ゴロ,1,9,1,7,裏,ロイヤルズ
58,1000,5,ドジャー,左安打,1,9,1,7,裏,ロイヤルズ
59,1100,6,ボニファシオ,左安打,1,9,1,7,裏,ロイヤルズ
60,1101,7,モンデシー,左フライ,2,9,1,7,裏,ロイヤルズ
61,2000,1,カンデラリオ,右フライ,1,9,1,7,裏,ロイヤルズ
62,1000,2,アドゥチ,空振り三振,2,9,1,7,裏,ロイヤルズ
63,2000,3,カステラノス,中ライナー,3,9,1,7,裏,ロイヤルズ
64,0000,8,フィリップス,右フライ,1,9,1,8,表,タイガース
65,1000,9,ビュテラ,空振り三振,2,9,1,8,表,タイガース
66,2000,1,メリフィールド,右フライ,3,9,1,8,表,タイガース
67,0000,4,グッドラム,空振り三振,1,9,1,8,裏,ロイヤルズ
68,1000,5,マトゥック,左本塁打,1,9,2,8,裏,ロイヤルズ
69,1000,6,ロドリゲス,四球,1,9,2,8,裏,ロイヤルズ
70,1100,7,グレイナー,見逃し三振,2,9,2,8,裏,ロイヤルズ
71,2100,8,ジョーンズ,見逃し三振,3,9,2,8,裏,ロイヤルズ
