,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ゴードン,空振り三振,1,0,0,1,表,マーリンズ
1,1000,2,スタントン,遊ゴロ,2,0,0,1,表,マーリンズ
2,2000,3,イエリチ,左ライナー,3,0,0,1,表,マーリンズ
3,0000,1,ゾブリスト,中二塁打,0,0,0,1,裏,カブス
4,0010,2,ブライアント,左本塁打,0,2,0,1,裏,カブス
5,0000,3,リゾ,一ライナー,1,2,0,1,裏,カブス
6,1000,4,コントレラス,中安打,1,2,0,1,裏,カブス
7,1100,5,ヘイワード,一ゴロ,2,2,0,1,裏,カブス
8,2010,6,アルモラ,二ゴロ,3,2,0,1,裏,カブス
9,0000,4,オズナ,左二塁打,0,2,0,2,表,マーリンズ
10,0010,5,リアルミュート,四球,0,2,0,2,表,マーリンズ
11,0110,6,ディートリッチ,二ゴロ併殺,2,2,0,2,表,マーリンズ
12,2001,7,ムーア,左フライ,3,2,0,2,表,マーリンズ
13,0000,7,バエス,空振り三振,1,2,0,2,裏,カブス
14,1000,8,バトラー,右フライ,2,2,0,2,裏,カブス
15,2000,9,シュワバー,三フライ,3,2,0,2,裏,カブス
16,0000,8,リドル,左フライ,1,2,0,3,表,マーリンズ
17,1000,9,ストレイリー,見逃し三振,2,2,0,3,表,マーリンズ
18,2000,1,ゴードン,二ゴロ,3,2,0,3,表,マーリンズ
19,0000,1,ゾブリスト,一ゴロ,1,2,0,3,裏,カブス
20,1000,2,ブライアント,三ゴロ,2,2,0,3,裏,カブス
21,2000,3,リゾ,二ゴロ,3,2,0,3,裏,カブス
22,0000,2,スタントン,左フライ,1,2,0,4,表,マーリンズ
23,1000,3,イエリチ,一ゴロ,2,2,0,4,表,マーリンズ
24,2000,4,オズナ,空振り三振,3,2,0,4,表,マーリンズ
25,0000,4,コントレラス,左フライ,1,2,0,4,裏,カブス
26,1000,5,ヘイワード,右フライ,2,2,0,4,裏,カブス
27,2000,6,アルモラ,左本塁打,2,3,0,4,裏,カブス
28,2000,7,バエス,遊ライナー,3,3,0,4,裏,カブス
29,0000,5,リアルミュート,二ゴロ,1,3,0,5,表,マーリンズ
30,1000,6,ディートリッチ,遊フライ,2,3,0,5,表,マーリンズ
31,2000,7,ムーア,見逃し三振,3,3,0,5,表,マーリンズ
32,0000,8,バトラー,遊ゴロ,1,3,0,5,裏,カブス
33,1000,9,シュワバー,空振り三振,2,3,0,5,裏,カブス
34,2000,1,ゾブリスト,空振り三振,3,3,0,5,裏,カブス
35,0000,8,リドル,中二塁打,0,3,0,6,表,マーリンズ
36,0010,9,ストレイリー,二ゴロ,1,3,0,6,表,マーリンズ
37,1001,1,ゴードン,中犠飛,2,3,1,6,表,マーリンズ
38,2000,2,スタントン,左二塁打,2,3,1,6,表,マーリンズ
39,2010,3,イエリチ,二ゴロ,3,3,1,6,表,マーリンズ
40,0000,2,ブライアント,空振り三振,1,3,1,6,裏,カブス
41,1000,3,リゾ,二ゴロ,2,3,1,6,裏,カブス
42,2000,4,コントレラス,右安打,2,3,1,6,裏,カブス
43,2100,5,ヘイワード,中フライ,3,3,1,6,裏,カブス
44,0000,4,オズナ,中安打,0,3,1,7,表,マーリンズ
45,0100,5,リアルミュート,遊ゴロ,1,3,1,7,表,マーリンズ
46,1001,6,ディートリッチ,空振り三振,2,3,1,7,表,マーリンズ
47,2001,7,ムーア,二ゴロ,3,3,1,7,表,マーリンズ
48,0000,6,アルモラ,遊安打,0,3,1,7,裏,カブス
49,0100,7,バエス,右フライ,1,3,1,7,裏,カブス
50,1100,8,モンゴメリー,一犠打,2,3,1,7,裏,カブス
51,2010,9,シュワバー,空振り三振,3,3,1,7,裏,カブス
52,0000,8,リドル,一安打,0,3,1,8,表,マーリンズ
53,0000,9,イチロー,左安打,1,3,1,8,表,マーリンズ
54,1100,1,ゴードン,投ゴロ,2,3,1,8,表,マーリンズ
55,2010,2,スタントン,空振り三振,3,3,1,8,表,マーリンズ
56,0000,1,ゾブリスト,二ゴロ,1,3,1,8,裏,カブス
57,1000,2,ブライアント,遊ゴロ,2,3,1,8,裏,カブス
58,2000,3,リゾ,一ゴロ,3,3,1,8,裏,カブス
59,0000,3,イエリチ,投ゴロ,1,3,1,9,表,マーリンズ
60,1000,4,オズナ,空振り三振,2,3,1,9,表,マーリンズ
61,2000,5,リアルミュート,右フライ,3,3,1,9,表,マーリンズ
