,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,マーティン,空振り三振,1,0,0,1,表,タイガース
1,1000,2,カンデラリオ,左本塁打,1,0,1,1,表,タイガース
2,1000,3,カステラノス,二ゴロ,2,0,1,1,表,タイガース
3,2000,4,グッドラム,空振り三振,3,0,1,1,表,タイガース
4,0000,1,シェブラー,空振り三振,1,0,1,1,裏,レッズ
5,1000,2,バーンハート,死球,1,0,1,1,裏,レッズ
6,1100,3,ボット,見逃し三振,2,0,1,1,裏,レッズ
7,2000,5,マキャン,三ゴロ,1,0,1,1,裏,レッズ
8,1000,6,ジョーンズ,空振り三振,2,0,1,1,裏,レッズ
9,2000,7,イグレシアス,中安打,2,0,1,1,裏,レッズ
10,2100,8,マチャド,遊ゴロ,3,0,1,1,裏,レッズ
11,0000,4,ジェネット,右フライ,1,0,1,2,表,タイガース
12,1000,5,スアレス,空振り三振,2,0,1,2,表,タイガース
13,2000,6,ウィンカー,中安打,2,0,1,2,表,タイガース
14,2010,7,ペラザ,中フライ,3,0,1,2,表,タイガース
15,0000,9,フルマー,空振り三振,1,0,1,2,裏,レッズ
16,1000,1,マーティン,空振り三振,2,0,1,2,裏,レッズ
17,2000,2,カンデラリオ,四球,2,0,1,2,裏,レッズ
18,2100,3,カステラノス,右フライ,3,0,1,2,裏,レッズ
19,0000,8,メーリ,空振り三振,1,0,1,3,表,タイガース
20,1000,9,ハミルトン,右ライナー,2,0,1,3,表,タイガース
21,2000,1,シェブラー,二ゴロ,3,0,1,3,表,タイガース
22,0000,4,グッドラム,中本塁打,0,0,2,3,裏,レッズ
23,0000,5,マキャン,投ゴロ,1,0,2,3,裏,レッズ
24,1000,6,ジョーンズ,二ゴロ,2,0,2,3,裏,レッズ
25,2000,7,イグレシアス,中ライナー,3,0,2,3,裏,レッズ
26,0000,2,バーンハート,中安打,0,0,2,4,表,タイガース
27,0100,3,ボット,左フライ,1,0,2,4,表,タイガース
28,1100,4,ジェネット,見逃し三振,2,0,2,4,表,タイガース
29,2100,5,スアレス,空振り三振,3,0,2,4,表,タイガース
30,0000,8,マチャド,左安打,0,0,2,4,裏,レッズ
31,0100,9,フルマー,一犠打,1,0,2,4,裏,レッズ
32,1010,1,マーティン,二フライ,2,0,2,4,裏,レッズ
33,2010,2,カンデラリオ,四球,2,0,2,4,裏,レッズ
34,2110,3,カステラノス,中フライ,3,0,2,4,裏,レッズ
35,0000,6,ウィンカー,四球,0,0,2,5,表,タイガース
36,0100,7,ペラザ,三ゴロ,1,0,2,5,表,タイガース
37,1010,8,メーリ,空振り三振,2,0,2,5,表,タイガース
38,2010,9,ハミルトン,見逃し三振,3,0,2,5,表,タイガース
39,0000,4,グッドラム,空振り三振,1,0,2,5,裏,レッズ
40,1000,5,マキャン,空振り三振,2,0,2,5,裏,レッズ
41,2000,6,ジョーンズ,四球,2,0,2,5,裏,レッズ
42,2100,7,イグレシアス,左安打,2,0,2,5,裏,レッズ
43,2011,8,マチャド,敬遠,2,0,2,5,裏,レッズ
44,2111,9,フルマー,空振り三振,3,0,2,5,裏,レッズ
45,0000,1,シェブラー,中二塁打,0,0,2,6,表,タイガース
46,0010,2,バーンハート,左フライ,1,0,2,6,表,タイガース
47,1001,3,ボット,空振り三振,2,0,2,6,表,タイガース
48,2001,4,ジェネット,右本塁打,2,2,2,6,表,タイガース
49,2000,5,スアレス,左本塁打,2,3,2,6,表,タイガース
50,2000,6,ウィンカー,四球,2,3,2,6,表,タイガース
51,2100,7,ペラザ,四球,2,3,2,6,表,タイガース
52,2110,8,デュバル,投ゴロ,3,3,2,6,表,タイガース
53,0000,1,マーティン,一ゴロ,1,3,2,6,裏,レッズ
54,1000,2,カンデラリオ,遊ゴロ,2,3,2,6,裏,レッズ
55,2000,3,カステラノス,右フライ,3,3,2,6,裏,レッズ
56,0000,9,ハミルトン,中安打,0,3,2,7,表,タイガース
57,0100,1,シェブラー,右安打,0,3,2,7,表,タイガース
58,0101,2,バーンハート,中安打,0,4,2,7,表,タイガース
59,0110,3,ボット,四球,0,4,2,7,表,タイガース
60,0111,4,ジェネット,右ライナー,1,4,2,7,表,タイガース
61,1111,5,スアレス,遊フライ,2,4,2,7,表,タイガース
62,2111,6,ボランディーノ,空振り三振,3,4,2,7,表,タイガース
63,0000,4,グッドラム,二ゴロ,1,4,2,7,裏,レッズ
64,1000,5,マキャン,空振り三振,2,4,2,7,裏,レッズ
65,2000,6,ジョーンズ,遊安打,2,4,2,7,裏,レッズ
66,2010,7,イグレシアス,二安打,2,4,3,7,裏,レッズ
67,2100,8,マルティネス,左ライナー,3,4,3,7,裏,レッズ
68,0000,7,ペラザ,遊ライナー,1,4,3,8,表,タイガース
69,1000,8,デュバル,右本塁打,1,5,3,8,表,タイガース
70,1000,9,ハミルトン,中二塁打,1,5,3,8,表,タイガース
71,1010,1,シェブラー,右ライナー,2,5,3,8,表,タイガース
72,2010,2,バーンハート,中フライ,3,5,3,8,表,タイガース
73,0000,9,ヒックス,空振り三振,1,5,3,8,裏,レッズ
74,1000,1,マーティン,一ゴロ,2,5,3,8,裏,レッズ
75,2000,2,カンデラリオ,右安打,2,5,3,8,裏,レッズ
76,2100,3,カステラノス,三ゴロ,3,5,3,8,裏,レッズ
