,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,スミス,三ゴロ,1,0,0,1,表,レイズ
1,1000,2,ディカーソン,左フライ,2,0,0,1,表,レイズ
2,2000,3,ロンゴリア,左安打,2,0,0,1,表,レイズ
3,2100,4,モリソン,二ゴロ,3,0,0,1,表,レイズ
4,0000,1,フレージャー,三邪飛,1,0,0,1,裏,パイレーツ
5,1000,2,ハリソン,三ライナー,2,0,0,1,裏,パイレーツ
6,2000,3,マカチェン,右フライ,3,0,0,1,裏,パイレーツ
7,0000,5,ソーザ,二ライナー,1,0,0,2,表,レイズ
8,1000,6,ラモス,捕打撃妨害,1,0,0,2,表,レイズ
9,1100,7,ベッカム,遊ゴロ併殺,3,0,0,2,表,レイズ
10,0000,4,ベル,遊ゴロ,1,0,0,2,裏,パイレーツ
11,1000,5,フリース,左フライ,2,0,0,2,裏,パイレーツ
12,2000,6,ポランコ,一ゴロ,3,0,0,2,裏,パイレーツ
13,0000,8,エチャバリア,中フライ,1,0,0,3,表,レイズ
14,1000,9,コブ,見逃し三振,2,0,0,3,表,レイズ
15,2000,1,スミス,二ゴロ,3,0,0,3,表,レイズ
16,0000,7,マーサー,遊ゴロ,1,0,0,3,裏,パイレーツ
17,1000,8,スチュワート,見逃し三振,2,0,0,3,裏,パイレーツ
18,2000,9,ウィリアムズ,空振り三振,3,0,0,3,裏,パイレーツ
19,0000,2,ディカーソン,中安打,0,0,0,4,表,レイズ
20,0100,3,ロンゴリア,空振り三振,1,0,0,4,表,レイズ
21,1100,4,モリソン,中安打,1,0,0,4,表,レイズ
22,1101,5,ソーザ,遊ゴロ,2,0,1,4,表,レイズ
23,2010,6,ラモス,右フライ,3,0,1,4,表,レイズ
24,0000,1,フレージャー,一ゴロ,1,0,1,4,裏,パイレーツ
25,1000,2,ハリソン,四球,1,0,1,4,裏,パイレーツ
26,1100,3,マカチェン,右邪飛,2,0,1,4,裏,パイレーツ
27,2100,4,ベル,左フライ,3,0,1,4,裏,パイレーツ
28,0000,7,ベッカム,空振り三振,1,0,1,5,表,レイズ
29,1000,8,エチャバリア,空振り三振,2,0,1,5,表,レイズ
30,2000,9,コブ,見逃し三振,3,0,1,5,表,レイズ
31,0000,5,フリース,右フライ,1,0,1,5,裏,パイレーツ
32,1000,6,ポランコ,遊フライ,2,0,1,5,裏,パイレーツ
33,2000,7,マーサー,左フライ,3,0,1,5,裏,パイレーツ
34,0000,1,スミス,空振り三振,1,0,1,6,表,レイズ
35,1000,2,ディカーソン,右安打,1,0,1,6,表,レイズ
36,1100,3,ロンゴリア,三ゴロ併殺,3,0,1,6,表,レイズ
37,0000,8,スチュワート,三ゴロ,1,0,1,6,裏,パイレーツ
38,1000,9,ウィリアムズ,二ライナー,2,0,1,6,裏,パイレーツ
39,2000,1,フレージャー,見逃し三振,3,0,1,6,裏,パイレーツ
40,0000,4,モリソン,二ゴロ,1,0,1,7,表,レイズ
41,1000,5,ソーザ,空振り三振,2,0,1,7,表,レイズ
42,2000,6,ラモス,中フライ,3,0,1,7,表,レイズ
43,0000,2,ハリソン,中安打,0,0,1,7,裏,パイレーツ
44,0100,3,マカチェン,右安打,0,0,1,7,裏,パイレーツ
45,0110,4,ベル,三ゴロ併殺,2,0,1,7,裏,パイレーツ
46,2001,5,フリース,三ゴロ,3,0,1,7,裏,パイレーツ
47,0000,7,ベッカム,左二塁打,0,0,1,8,表,レイズ
48,0010,8,エチャバリア,左安打,0,0,2,8,表,レイズ
49,0100,9,コブ,一フライ,1,0,2,8,表,レイズ
50,1100,1,スミス,三ゴロ,2,0,2,8,表,レイズ
51,2100,2,ディカーソン,盗塁死,3,0,2,8,表,レイズ
52,0000,6,ポランコ,空振り三振,1,0,2,8,裏,パイレーツ
53,1000,7,マーサー,左フライ,2,0,2,8,裏,パイレーツ
54,2000,8,スチュワート,右フライ,3,0,2,8,裏,パイレーツ
55,0000,2,ディカーソン,空振り三振,1,0,2,9,表,レイズ
56,1000,3,ロンゴリア,空振り三振,2,0,2,9,表,レイズ
57,2000,4,モリソン,右フライ,3,0,2,9,表,レイズ
58,0000,9,ジェイソ,死球,0,0,2,9,裏,パイレーツ
59,0100,1,フレージャー,中フライ,1,0,2,9,裏,パイレーツ
60,1100,2,ハリソン,右二塁打,1,0,2,9,裏,パイレーツ
61,1011,3,マカチェン,左二塁打,1,2,2,9,裏,パイレーツ
62,1010,4,ベル,敬遠,1,2,2,9,裏,パイレーツ
63,1110,5,フリース,右フライ,2,2,2,9,裏,パイレーツ
64,2101,6,ポランコ,敬遠,2,2,2,9,裏,パイレーツ
65,2111,7,マーサー,左フライ,3,2,2,9,裏,パイレーツ
66,0000,5,ソーザ,中安打,0,2,2,10,表,レイズ
67,0100,6,ラモス,三失策,0,2,3,10,表,レイズ
68,0010,7,ベッカム,四球,0,2,3,10,表,レイズ
69,0011,8,エチャバリア,左犠飛,1,2,4,10,表,レイズ
70,1010,9,プルーフ,左フライ,2,2,4,10,表,レイズ
71,2010,1,スミス,空振り三振,3,2,4,10,表,レイズ
72,0000,8,ディアス,空振り三振,1,2,4,10,裏,パイレーツ
73,1000,9,ジェイソ,二フライ,2,2,4,10,裏,パイレーツ
74,2000,1,フレージャー,左ライナー,3,2,4,10,裏,パイレーツ
