,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,スプリンガー,四球,0,0,0,1,表,アストロズ
1,0100,2,ブレグマン,左二塁打,0,0,0,1,表,アストロズ
2,0011,3,アルテューベ,投ゴロ,1,0,0,1,表,アストロズ
3,1011,4,コレア,空振り三振,2,0,0,1,表,アストロズ
4,2011,5,ゴンザレス,二ゴロ,3,0,0,1,表,アストロズ
5,0000,1,ボガーツ,右フライ,1,0,0,1,裏,Rソックス
6,1000,2,ペドロイア,遊ゴロ,2,0,0,1,裏,Rソックス
7,2000,3,ベニンテンディ,見逃し三振,3,0,0,1,裏,Rソックス
8,0000,6,ギャティス,遊ゴロ,1,0,0,2,表,アストロズ
9,1000,7,ベルトラン,右フライ,2,0,0,2,表,アストロズ
10,2000,8,グリエル,見逃し三振,3,0,0,2,表,アストロズ
11,0000,4,ベッツ,三ゴロ,1,0,0,2,裏,Rソックス
12,1000,5,モアランド,遊ゴロ,2,0,0,2,裏,Rソックス
13,2000,6,ラミレス,空振り三振,3,0,0,2,裏,Rソックス
14,0000,9,フィッシャー,左安打,0,0,0,3,表,アストロズ
15,0100,1,スプリンガー,投ゴロ,1,0,0,3,表,アストロズ
16,1010,2,ブレグマン,右安打,1,0,1,3,表,アストロズ
17,1010,3,アルテューベ,一ゴロ,2,0,1,3,表,アストロズ
18,2001,4,コレア,見逃し三振,3,0,1,3,表,アストロズ
19,0000,7,デバース,中フライ,1,0,1,3,裏,Rソックス
20,1000,8,レオン,見逃し三振,2,0,1,3,裏,Rソックス
21,2000,9,デービス,二ゴロ,3,0,1,3,裏,Rソックス
22,0000,5,ゴンザレス,投ゴロ,1,0,1,4,表,アストロズ
23,1000,6,ギャティス,三ライナー,2,0,1,4,表,アストロズ
24,2000,7,ベルトラン,中フライ,3,0,1,4,表,アストロズ
25,0000,1,ボガーツ,二フライ,1,0,1,4,裏,Rソックス
26,1000,2,ペドロイア,三ゴロ,2,0,1,4,裏,Rソックス
27,2000,3,ベニンテンディ,二ゴロ,3,0,1,4,裏,Rソックス
28,0000,8,グリエル,中安打,0,0,1,5,表,アストロズ
29,0100,9,フィッシャー,空振り三振,1,0,1,5,表,アストロズ
30,1100,1,スプリンガー,三ゴロ,2,0,1,5,表,アストロズ
31,2010,2,ブレグマン,左本塁打,2,0,3,5,表,アストロズ
32,2000,3,アルテューベ,三ゴロ,3,0,3,5,表,アストロズ
33,0000,4,ベッツ,三ゴロ,1,0,3,5,裏,Rソックス
34,1000,5,モアランド,左二塁打,1,0,3,5,裏,Rソックス
35,1010,6,ラミレス,三ゴロ,2,0,3,5,裏,Rソックス
36,2010,7,デバース,中二塁打,2,1,3,5,裏,Rソックス
37,2010,8,レオン,見逃し三振,3,1,3,5,裏,Rソックス
38,0000,4,コレア,空振り三振,1,1,3,6,表,アストロズ
39,1000,5,ゴンザレス,左ライナー,2,1,3,6,表,アストロズ
40,2000,6,ギャティス,空振り三振,3,1,3,6,表,アストロズ
41,0000,9,デービス,中安打,0,1,3,6,裏,Rソックス
42,0100,1,ボガーツ,左二塁打,0,1,3,6,裏,Rソックス
43,0011,2,ペドロイア,二ゴロ,1,2,3,6,裏,Rソックス
44,1001,3,ベニンテンディ,空振り三振,2,2,3,6,裏,Rソックス
45,2001,4,ベッツ,敬遠,2,2,3,6,裏,Rソックス
46,2011,5,モアランド,四球,2,2,3,6,裏,Rソックス
47,2111,6,ラミレス,遊ゴロ,3,2,3,6,裏,Rソックス
48,0000,7,ベルトラン,三失策,0,2,3,7,表,アストロズ
49,0100,8,グリエル,一邪飛,1,2,3,7,表,アストロズ
50,1100,9,フィッシャー,空振り三振,2,2,3,7,表,アストロズ
51,2100,1,スプリンガー,右フライ,3,2,3,7,表,アストロズ
52,0000,7,デバース,一邪飛,1,2,3,7,裏,Rソックス
53,1000,8,レオン,空振り三振,2,2,3,7,裏,Rソックス
54,2000,9,デービス,空振り三振,3,2,3,7,裏,Rソックス
55,0000,2,ブレグマン,左フライ,1,2,3,8,表,アストロズ
56,1000,3,アルテューベ,遊ゴロ,2,2,3,8,表,アストロズ
57,2000,4,コレア,四球,2,2,3,8,表,アストロズ
58,2010,5,ゴンザレス,敬遠,2,2,3,8,表,アストロズ
59,2110,6,ギャティス,三ゴロ,3,2,3,8,表,アストロズ
60,0000,1,ボガーツ,空振り三振,1,2,3,8,裏,Rソックス
61,1000,2,ペドロイア,四球,1,2,3,8,裏,Rソックス
62,1100,3,ベニンテンディ,空振り三振,2,2,3,8,裏,Rソックス
63,2100,4,ベッツ,走塁死,3,2,3,8,裏,Rソックス
64,0000,7,ベルトラン,中安打,0,2,3,9,表,アストロズ
65,0000,8,グリエル,遊ゴロ,2,2,3,9,表,アストロズ
66,2000,9,フィッシャー,見逃し三振,3,2,3,9,表,アストロズ
67,0000,4,ベッツ,遊ゴロ,1,2,3,9,裏,Rソックス
68,1000,5,モアランド,左ライナー,2,2,3,9,裏,Rソックス
69,2000,6,ラミレス,左二塁打,2,2,3,9,裏,Rソックス
70,2010,7,デバース,二ゴロ,3,2,3,9,裏,Rソックス
