,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ハニガー,空振り三振,1,0,0,1,表,マリナーズ
1,1000,2,セグラ,中安打,1,0,0,1,表,マリナーズ
2,1010,3,カノ,右安打,1,0,1,1,表,マリナーズ
3,1100,4,クルーズ,右ライナー,2,0,1,1,表,マリナーズ
4,2100,5,ヒーリー,遊安打,2,0,1,1,表,マリナーズ
5,2110,6,シーガー,空振り三振,3,0,1,1,表,マリナーズ
6,0000,1,ガルビス,三安打,0,0,1,1,裏,パドレス
7,0100,2,ウリアス,中ライナー,1,0,1,1,裏,パドレス
8,1100,3,マイヤーズ,四球,1,0,1,1,裏,パドレス
9,1110,4,ホスマー,中安打,1,1,1,1,裏,パドレス
10,1101,5,レンフロー,中犠飛,2,2,1,1,裏,パドレス
11,2100,6,ヘッジス,一フライ,3,2,1,1,裏,パドレス
12,0000,7,ズニーノ,一ゴロ,1,2,1,2,表,マリナーズ
13,1000,8,メイビン,三ゴロ,2,2,1,2,表,マリナーズ
14,2000,9,ラミレス,二ゴロ,3,2,1,2,表,マリナーズ
15,0000,7,レイエス,三ゴロ,1,2,1,2,裏,パドレス
16,1000,8,マーゴット,左本塁打,1,3,1,2,裏,パドレス
17,1000,9,ルケシー,投ゴロ,2,3,1,2,裏,パドレス
18,2000,1,ガルビス,空振り三振,3,3,1,2,裏,パドレス
19,0000,1,ハニガー,中二塁打,0,3,1,3,表,マリナーズ
20,0010,2,セグラ,二安打,0,3,1,3,表,マリナーズ
21,0110,3,カノ,見逃し三振,1,3,1,3,表,マリナーズ
22,1110,4,クルーズ,投ゴロ併殺,3,3,1,3,表,マリナーズ
23,0000,2,ウリアス,右安打,0,3,1,3,裏,パドレス
24,0100,3,マイヤーズ,見逃し三振,1,3,1,3,裏,パドレス
25,1100,4,ホスマー,左二塁打,1,3,1,3,裏,パドレス
26,1011,5,レンフロー,左本塁打,1,6,1,3,裏,パドレス
27,1000,6,ヘッジス,左安打,1,6,1,3,裏,パドレス
28,1100,7,レイエス,左安打,1,6,1,3,裏,パドレス
29,1110,8,マーゴット,右安打,1,6,1,3,裏,パドレス
30,1111,9,ルケシー,中犠飛,2,7,1,3,裏,パドレス
31,2110,1,ガルビス,二フライ,3,7,1,3,裏,パドレス
32,0000,5,ヒーリー,投ゴロ,1,7,1,4,表,マリナーズ
33,1000,6,シーガー,空振り三振,2,7,1,4,表,マリナーズ
34,2000,7,ズニーノ,空振り三振,3,7,1,4,表,マリナーズ
35,0000,2,ウリアス,投ゴロ,1,7,1,4,裏,パドレス
36,1000,3,マイヤーズ,右ライナー,2,7,1,4,裏,パドレス
37,2000,4,ホスマー,右安打,2,7,1,4,裏,パドレス
38,2100,5,レンフロー,右フライ,3,7,1,4,裏,パドレス
39,0000,8,メイビン,見逃し三振,1,7,1,5,表,マリナーズ
40,1000,9,エリアス,空振り三振,2,7,1,5,表,マリナーズ
41,2000,1,ハニガー,空振り三振,3,7,1,5,表,マリナーズ
42,0000,6,ヘッジス,空振り三振,1,7,1,5,裏,パドレス
43,1000,7,レイエス,四球,1,7,1,5,裏,パドレス
44,1100,8,マーゴット,左二塁打,1,8,1,5,裏,パドレス
45,1010,9,ルケシー,見逃し三振,2,8,1,5,裏,パドレス
46,2010,1,ガルビス,中フライ,3,8,1,5,裏,パドレス
47,0000,2,セグラ,右フライ,1,8,1,6,表,マリナーズ
48,1000,3,カノ,四球,1,8,1,6,表,マリナーズ
49,1100,4,クルーズ,左フライ,2,8,1,6,表,マリナーズ
50,2100,5,ヒーリー,二フライ,3,8,1,6,表,マリナーズ
51,0000,2,ウリアス,左二塁打,0,8,1,6,裏,パドレス
52,0010,3,マイヤーズ,遊ライナー,1,8,1,6,裏,パドレス
53,1010,4,ホスマー,三フライ,2,8,1,6,裏,パドレス
54,2010,5,レンフロー,二フライ,3,8,1,6,裏,パドレス
55,0000,6,シーガー,空振り三振,1,8,1,7,表,マリナーズ
56,1000,7,ズニーノ,左フライ,2,8,1,7,表,マリナーズ
57,2000,8,メイビン,四球,2,8,1,7,表,マリナーズ
58,2100,9,エリアス,左安打,2,8,1,7,表,マリナーズ
59,2011,1,ハニガー,三ゴロ,3,8,1,7,表,マリナーズ
60,0000,6,ヘッジス,遊フライ,1,8,1,7,裏,パドレス
61,1000,7,レイエス,三失策,1,8,1,7,裏,パドレス
62,1010,8,マーゴット,遊フライ,2,8,1,7,裏,パドレス
63,2010,9,ピレラ,一ゴロ,3,8,1,7,裏,パドレス
64,0000,2,ロマイン,左安打,0,8,1,8,表,マリナーズ
65,0010,3,カノ,四球,0,8,1,8,表,マリナーズ
66,0110,4,クルーズ,中安打,0,8,2,8,表,マリナーズ
67,0110,5,ヒーリー,三ゴロ併殺,2,8,2,8,表,マリナーズ
68,2010,6,シーガー,中二塁打,2,8,3,8,表,マリナーズ
69,2010,7,ズニーノ,見逃し三振,3,8,3,8,表,マリナーズ
70,0000,1,ガルビス,空振り三振,1,8,3,8,裏,パドレス
71,1000,2,ウリアス,左安打,1,8,3,8,裏,パドレス
72,1100,3,マイヤーズ,四球,1,8,3,8,裏,パドレス
73,1110,4,ホスマー,一ゴロ,2,8,3,8,裏,パドレス
74,2011,5,レンフロー,一フライ,3,8,3,8,裏,パドレス
75,0000,8,メイビン,二フライ,1,8,3,9,表,マリナーズ
76,1000,9,ギャメル,四球,1,8,3,9,表,マリナーズ
77,1100,1,ハニガー,左フライ,2,8,3,9,表,マリナーズ
78,2010,2,ロマイン,空振り三振,3,8,3,9,表,マリナーズ
