,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,スパン,見逃し三振,1,0,0,1,表,ジャイアンツ
1,1000,2,パニック,右フライ,2,0,0,1,表,ジャイアンツ
2,2000,3,ペンス,空振り三振,3,0,0,1,表,ジャイアンツ
3,0000,1,テイラー,空振り三振,1,0,0,1,裏,ドジャース
4,1000,2,シーガー,右安打,1,0,0,1,裏,ドジャース
5,1100,3,ターナー,一邪飛,2,0,0,1,裏,ドジャース
6,2100,4,ベリンジャー,右フライ,3,0,0,1,裏,ドジャース
7,0000,4,ポージー,四球,0,0,0,2,表,ジャイアンツ
8,0100,5,クロフォード,空振り三振,1,0,0,2,表,ジャイアンツ
9,1100,6,黄,二ゴロ,2,0,0,2,表,ジャイアンツ
10,2100,7,ベルト,空振り三振,3,0,0,2,表,ジャイアンツ
11,0000,5,フォーサイス,見逃し三振,1,0,0,2,裏,ドジャース
12,1000,6,バーンズ,右ライナー,2,0,0,2,裏,ドジャース
13,2000,7,ヘルナンデス,見逃し三振,3,0,0,2,裏,ドジャース
14,0000,8,ヘルナンデス,左安打,0,0,0,3,表,ジャイアンツ
15,0100,9,バムガーナー,三ゴロ併殺,2,0,0,3,表,ジャイアンツ
16,2000,1,スパン,二ゴロ,3,0,0,3,表,ジャイアンツ
17,0000,8,プイグ,右フライ,1,0,0,3,裏,ドジャース
18,1000,9,柳,空振り三振,2,0,0,3,裏,ドジャース
19,2000,1,テイラー,右フライ,3,0,0,3,裏,ドジャース
20,0000,2,パニック,左安打,0,0,0,4,表,ジャイアンツ
21,0100,3,ペンス,二ゴロ併殺,2,0,0,4,表,ジャイアンツ
22,2000,4,ポージー,見逃し三振,3,0,0,4,表,ジャイアンツ
23,0000,2,シーガー,一ゴロ,1,0,0,4,裏,ドジャース
24,1000,3,ターナー,投ゴロ,2,0,0,4,裏,ドジャース
25,2000,4,ベリンジャー,四球,2,0,0,4,裏,ドジャース
26,2100,5,フォーサイス,左安打,2,0,0,4,裏,ドジャース
27,2110,6,バーンズ,中フライ,3,0,0,4,裏,ドジャース
28,0000,5,クロフォード,一ライナー,1,0,0,5,表,ジャイアンツ
29,1000,6,黄,空振り三振,2,0,0,5,表,ジャイアンツ
30,2000,7,ベルト,一ゴロ,3,0,0,5,表,ジャイアンツ
31,0000,7,ヘルナンデス,三ゴロ,1,0,0,5,裏,ドジャース
32,1000,8,プイグ,遊フライ,2,0,0,5,裏,ドジャース
33,2000,9,柳,空振り三振,3,0,0,5,裏,ドジャース
34,0000,8,ヘルナンデス,空振り三振,1,0,0,6,表,ジャイアンツ
35,1000,9,バムガーナー,中安打,1,0,0,6,表,ジャイアンツ
36,1100,1,スパン,遊ゴロ併殺,3,0,0,6,表,ジャイアンツ
37,0000,1,テイラー,二フライ,1,0,0,6,裏,ドジャース
38,1000,2,シーガー,中安打,1,0,0,6,裏,ドジャース
39,1100,3,ターナー,一邪飛,2,0,0,6,裏,ドジャース
40,2100,4,ベリンジャー,中安打,2,0,0,6,裏,ドジャース
41,2101,5,フォーサイス,三ゴロ,3,0,0,6,裏,ドジャース
42,0000,2,パニック,中安打,0,0,0,7,表,ジャイアンツ
43,0100,3,ペンス,中安打,0,0,0,7,表,ジャイアンツ
44,0110,4,ポージー,右フライ,1,0,0,7,表,ジャイアンツ
45,1101,5,クロフォード,中フライ,2,0,0,7,表,ジャイアンツ
46,2000,6,バーンズ,右ライナー,1,0,0,7,表,ジャイアンツ
47,1000,7,ヘルナンデス,三安打,1,0,0,7,表,ジャイアンツ
48,1100,8,プイグ,空振り三振,2,0,0,7,表,ジャイアンツ
49,2100,9,グランダル,空振り三振,3,0,0,7,表,ジャイアンツ
50,0000,6,ギラスピー,右本塁打,0,0,1,7,裏,ドジャース
51,0000,7,ベルト,四球,0,0,1,7,裏,ドジャース
52,0100,8,ヘルナンデス,投フライ,1,0,1,7,裏,ドジャース
53,1100,9,ゴメス,遊ゴロ併殺,3,0,1,7,裏,ドジャース
54,0000,1,テイラー,左フライ,1,0,1,8,表,ジャイアンツ
55,1000,2,シーガー,四球,1,0,1,8,表,ジャイアンツ
56,1100,3,ターナー,投ゴロ,2,0,1,8,表,ジャイアンツ
57,2010,4,ベリンジャー,敬遠,2,0,1,8,表,ジャイアンツ
58,2110,5,フォーサイス,四球,2,0,1,8,表,ジャイアンツ
59,2111,6,バーンズ,右フライ,3,0,1,8,表,ジャイアンツ
60,0000,1,スパン,空振り三振,1,0,1,8,裏,ドジャース
61,1000,2,パニック,中フライ,2,0,1,8,裏,ドジャース
62,2000,3,ペンス,三ゴロ,3,0,1,8,裏,ドジャース
63,0000,7,アットリー,三安打,0,0,1,9,表,ジャイアンツ
64,0010,8,プイグ,中安打,0,1,1,9,表,ジャイアンツ
65,0100,9,ペダーソン,一ゴロ,1,1,1,9,表,ジャイアンツ
66,1010,1,テイラー,空振り三振,2,1,1,9,表,ジャイアンツ
67,2010,2,シーガー,敬遠,2,1,1,9,表,ジャイアンツ
68,2110,3,ターナー,遊安打,2,1,1,9,表,ジャイアンツ
69,2111,4,ベリンジャー,左フライ,3,1,1,9,表,ジャイアンツ
70,0000,4,ポージー,右安打,0,1,1,9,裏,ドジャース
71,0100,5,クロフォード,空振り三振,1,1,1,9,裏,ドジャース
72,1010,6,ギラスピー,遊ゴロ,2,1,1,9,裏,ドジャース
73,2001,7,ベルト,敬遠,2,1,1,9,裏,ドジャース
74,2101,8,ヘルナンデス,一邪飛,3,1,1,9,裏,ドジャース
