,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ゾブリスト,一ゴロ,1,0,0,1,表,カブス
1,1000,2,ブライアント,左フライ,2,0,0,1,表,カブス
2,2000,3,シュワバー,四球,2,0,0,1,表,カブス
3,2100,4,コントレラス,右安打,2,0,0,1,表,カブス
4,2101,5,ラッセル,中安打,2,0,1,1,表,カブス
5,2101,6,カラティーニ,中安打,2,0,2,1,表,カブス
6,2101,7,ヘイワード,二ゴロ,3,0,2,1,表,カブス
7,0000,1,ケーン,三ゴロ,1,0,2,1,裏,ブリュワーズ
8,1000,2,テムズ,見逃し三振,2,0,2,1,裏,ブリュワーズ
9,2000,3,ブラウン,三ゴロ,3,0,2,1,裏,ブリュワーズ
10,0000,8,バエス,見逃し三振,1,0,2,2,表,カブス
11,1000,9,ヘンドリックス,空振り三振,2,0,2,2,表,カブス
12,2000,1,ゾブリスト,四球,2,0,2,2,表,カブス
13,2100,2,ブライアント,三ゴロ,3,0,2,2,表,カブス
14,0000,4,ショー,中フライ,1,0,2,2,裏,ブリュワーズ
15,1000,5,サンタナ,中安打,1,0,2,2,裏,ブリュワーズ
16,1100,6,ピーナ,捕邪飛,2,0,2,2,裏,ブリュワーズ
17,2100,7,ビラー,左フライ,3,0,2,2,裏,ブリュワーズ
18,0000,3,シュワバー,見逃し三振,1,0,2,3,表,カブス
19,1000,4,コントレラス,死球,1,0,2,3,表,カブス
20,1100,5,ラッセル,左フライ,2,0,2,3,表,カブス
21,2010,6,カラティーニ,投ゴロ,3,0,2,3,表,カブス
22,0000,8,アーシア,二失策,0,0,2,3,裏,ブリュワーズ
23,0100,9,ウッドラフ,投犠打,1,0,2,3,裏,ブリュワーズ
24,1010,1,ケーン,二フライ,2,0,2,3,裏,ブリュワーズ
25,2001,2,テムズ,四球,2,0,2,3,裏,ブリュワーズ
26,2101,3,ブラウン,二ゴロ,3,0,2,3,裏,ブリュワーズ
27,0000,7,ヘイワード,一ゴロ,1,0,2,4,表,カブス
28,1000,8,バエス,遊ゴロ,2,0,2,4,表,カブス
29,2000,9,ヘンドリックス,中安打,2,0,2,4,表,カブス
30,2100,1,ゾブリスト,右フライ,3,0,2,4,表,カブス
31,0000,4,ショー,左フライ,1,0,2,4,裏,ブリュワーズ
32,1000,5,サンタナ,中安打,1,0,2,4,裏,ブリュワーズ
33,1100,6,ピーナ,一フライ,2,0,2,4,裏,ブリュワーズ
34,2100,7,ビラー,左安打,2,0,2,4,裏,ブリュワーズ
