,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,メリフィールド,中安打,0,0,0,1,表,ロイヤルズ
1,0100,2,ムスターカス,三ライナー,1,0,0,1,表,ロイヤルズ
2,1100,3,ペレス,右フライ,2,0,0,1,表,ロイヤルズ
3,2100,4,ゴードン,死球,2,0,0,1,表,ロイヤルズ
4,2110,5,ドジャー,見逃し三振,3,0,0,1,表,ロイヤルズ
5,0000,1,セミエン,遊ゴロ,1,0,0,1,裏,アスレチックス
6,1000,2,キャンハ,空振り三振,2,0,0,1,裏,アスレチックス
7,2000,3,ローリー,空振り三振,3,0,0,1,裏,アスレチックス
8,0000,6,エスコバル,中フライ,1,0,0,2,表,ロイヤルズ
9,1000,7,ゴーインズ,右二塁打,1,0,0,2,表,ロイヤルズ
10,1010,8,オルランド,中安打,1,0,1,2,表,ロイヤルズ
11,1010,9,トーリス,左フライ,2,0,1,2,表,ロイヤルズ
12,2010,1,メリフィールド,中フライ,3,0,1,2,表,ロイヤルズ
13,0000,4,デービス,二ゴロ,1,0,1,2,裏,アスレチックス
14,1000,5,オルソン,中安打,1,0,1,2,裏,アスレチックス
15,1100,6,チャプマン,四球,1,0,1,2,裏,アスレチックス
16,1110,7,ピスコティ,右フライ,2,0,1,2,裏,アスレチックス
17,2101,8,ピンダー,二ゴロ,3,0,1,2,裏,アスレチックス
18,0000,2,ムスターカス,左ライナー,1,0,1,3,表,ロイヤルズ
19,1000,3,ペレス,二フライ,2,0,1,3,表,ロイヤルズ
20,2000,4,ゴードン,遊ゴロ,3,0,1,3,表,ロイヤルズ
21,0000,9,フェグリー,空振り三振,1,0,1,3,裏,アスレチックス
22,1000,1,セミエン,見逃し三振,2,0,1,3,裏,アスレチックス
23,2000,2,キャンハ,四球,2,0,1,3,裏,アスレチックス
24,2100,3,ローリー,二ゴロ,3,0,1,3,裏,アスレチックス
25,0000,5,ドジャー,一ゴロ,1,0,1,4,表,ロイヤルズ
26,1000,6,エスコバル,四球,1,0,1,4,表,ロイヤルズ
27,1100,7,ゴーインズ,三ゴロ,2,0,1,4,表,ロイヤルズ
28,2010,8,オルランド,遊失策,2,0,1,4,表,ロイヤルズ
29,2000,4,デービス,空振り三振,1,0,1,4,表,ロイヤルズ
30,1000,5,オルソン,見逃し三振,2,0,1,4,表,ロイヤルズ
31,2000,6,チャプマン,左安打,2,0,1,4,表,ロイヤルズ
32,2100,7,ピスコティ,遊ゴロ,3,0,1,4,表,ロイヤルズ
33,0000,9,トーリス,見逃し三振,1,0,1,4,裏,アスレチックス
34,1000,1,メリフィールド,空振り三振,2,0,1,4,裏,アスレチックス
35,2000,2,ムスターカス,中ライナー,3,0,1,4,裏,アスレチックス
36,0000,8,ピンダー,空振り三振,1,0,1,5,表,ロイヤルズ
37,1000,9,フェグリー,三ゴロ,2,0,1,5,表,ロイヤルズ
38,2000,1,セミエン,二フライ,3,0,1,5,表,ロイヤルズ
39,0000,3,ペレス,中フライ,1,0,1,5,裏,アスレチックス
40,1000,4,ゴードン,空振り三振,2,0,1,5,裏,アスレチックス
41,2000,5,ドジャー,見逃し三振,3,0,1,5,裏,アスレチックス
42,0000,2,キャンハ,左フライ,1,0,1,6,表,ロイヤルズ
43,1000,3,ローリー,空振り三振,2,0,1,6,表,ロイヤルズ
44,2000,4,デービス,左ライナー,3,0,1,6,表,ロイヤルズ
45,0000,6,エスコバル,遊ゴロ,1,0,1,6,裏,アスレチックス
46,1000,7,ゴーインズ,左ライナー,2,0,1,6,裏,アスレチックス
47,2000,8,オルランド,空振り三振,3,0,1,6,裏,アスレチックス
48,0000,5,オルソン,一フライ,1,0,1,7,表,ロイヤルズ
49,1000,6,チャプマン,左安打,1,0,1,7,表,ロイヤルズ
50,1100,7,ピスコティ,四球,1,0,1,7,表,ロイヤルズ
51,1110,8,ピンダー,空振り三振,2,0,1,7,表,ロイヤルズ
52,2110,9,フェグリー,空振り三振,3,0,1,7,表,ロイヤルズ
53,0000,9,トーリス,右フライ,1,0,1,7,裏,アスレチックス
54,1000,1,メリフィールド,右邪飛,2,0,1,7,裏,アスレチックス
55,2000,2,ムスターカス,空振り三振,3,0,1,7,裏,アスレチックス
56,0000,1,セミエン,三ゴロ,1,0,1,8,表,ロイヤルズ
57,1000,2,ファウラー,空振り三振,2,0,1,8,表,ロイヤルズ
58,2000,3,ローリー,右フライ,3,0,1,8,表,ロイヤルズ
59,0000,3,ペレス,中フライ,1,0,1,8,裏,アスレチックス
60,1000,4,ゴードン,右本塁打,1,0,2,8,裏,アスレチックス
61,1000,5,ドジャー,四球,1,0,2,8,裏,アスレチックス
62,1100,6,エスコバル,中フライ,2,0,2,8,裏,アスレチックス
63,2100,7,ゴーインズ,中フライ,3,0,2,8,裏,アスレチックス
64,0000,4,デービス,左フライ,1,0,2,9,表,ロイヤルズ
65,1000,5,オルソン,空振り三振,2,0,2,9,表,ロイヤルズ
66,2000,6,チャプマン,三安打,2,0,2,9,表,ロイヤルズ
67,2100,7,ピスコティ,空振り三振,3,0,2,9,表,ロイヤルズ
