,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,インシアルテ,中フライ,1,0,0,1,表,ブレーブス
1,1000,2,フィリップス,中フライ,2,0,0,1,表,ブレーブス
2,2000,3,マーケーキス,二ゴロ,3,0,0,1,表,ブレーブス
3,0000,1,シモンズ,二ゴロ,1,0,0,1,裏,エンゼルス
4,1000,2,カルフーン,中安打,1,0,0,1,裏,エンゼルス
5,1100,3,プホルス,遊ゴロ併殺,3,0,0,1,裏,エンゼルス
6,0000,4,ケンプ,右本塁打,0,0,1,2,表,ブレーブス
7,0000,5,フラワーズ,遊ゴロ,1,0,1,2,表,ブレーブス
8,1000,6,ルイス,左フライ,2,0,1,2,表,ブレーブス
9,2000,7,スズキ,中安打,2,0,1,2,表,ブレーブス
10,2100,8,ピーターソン,左フライ,3,0,1,2,表,ブレーブス
11,0000,4,マルテ,見逃し三振,1,0,1,2,裏,エンゼルス
12,1000,5,マルドナド,遊ゴロ,2,0,1,2,裏,エンゼルス
13,2000,6,エスピノザ,遊ゴロ,3,0,1,2,裏,エンゼルス
14,0000,9,スワンソン,三ゴロ,1,0,1,3,表,ブレーブス
15,1000,1,インシアルテ,中フライ,2,0,1,3,表,ブレーブス
16,2000,2,フィリップス,右ライナー,3,0,1,3,表,ブレーブス
17,0000,7,ロビンソン,遊失策,0,0,1,3,裏,エンゼルス
18,0100,8,ペニントン,三ゴロ併殺,2,0,1,3,裏,エンゼルス
19,2000,9,ヤング,右安打,2,0,1,3,裏,エンゼルス
20,2100,1,シモンズ,盗塁死,3,0,1,3,裏,エンゼルス
21,0000,3,マーケーキス,遊ゴロ,1,0,1,4,表,ブレーブス
22,1000,4,ケンプ,遊ゴロ,2,0,1,4,表,ブレーブス
23,2000,5,フラワーズ,空振り三振,3,0,1,4,表,ブレーブス
24,0000,1,シモンズ,遊ゴロ,1,0,1,4,裏,エンゼルス
25,1000,2,カルフーン,中フライ,2,0,1,4,裏,エンゼルス
26,2000,3,プホルス,中安打,2,0,1,4,裏,エンゼルス
27,2100,4,マルテ,三ゴロ,3,0,1,4,裏,エンゼルス
28,0000,6,ルイス,三ゴロ,1,0,1,5,表,ブレーブス
29,1000,7,スズキ,見逃し三振,2,0,1,5,表,ブレーブス
30,2000,8,ピーターソン,中安打,2,0,1,5,表,ブレーブス
31,2100,9,スワンソン,三ゴロ,3,0,1,5,表,ブレーブス
32,0000,5,マルドナド,四球,0,0,1,5,裏,エンゼルス
33,0100,6,エスピノザ,見逃し三振,1,0,1,5,裏,エンゼルス
34,1100,7,ロビンソン,遊ゴロ,2,0,1,5,裏,エンゼルス
35,2001,8,ペニントン,二ゴロ,3,0,1,5,裏,エンゼルス
36,0000,1,インシアルテ,中安打,0,0,1,6,表,ブレーブス
37,0100,2,フィリップス,遊ゴロ併殺,2,0,1,6,表,ブレーブス
38,2000,3,マーケーキス,四球,2,0,1,6,表,ブレーブス
39,2100,4,ケンプ,遊ゴロ,3,0,1,6,表,ブレーブス
40,0000,9,ヤング,四球,0,0,1,6,裏,エンゼルス
41,0100,1,シモンズ,投ゴロ併殺,2,0,1,6,裏,エンゼルス
42,2000,2,カルフーン,四球,2,0,1,6,裏,エンゼルス
43,2100,3,プホルス,三ゴロ,3,0,1,6,裏,エンゼルス
44,0000,5,フラワーズ,遊安打,0,0,1,7,表,ブレーブス
45,0100,6,ルイス,空振り三振,1,0,1,7,表,ブレーブス
46,1100,7,スズキ,三ゴロ,2,0,1,7,表,ブレーブス
47,2010,8,ピーターソン,空振り三振,3,0,1,7,表,ブレーブス
48,0000,4,マルテ,三安打,0,0,1,7,裏,エンゼルス
49,0100,5,マルドナド,三ゴロ,1,0,1,7,裏,エンゼルス
50,1100,6,エスピノザ,三安打,1,0,1,7,裏,エンゼルス
51,1110,7,ロビンソン,三ゴロ,2,0,1,7,裏,エンゼルス
52,2001,8,ペニントン,三ゴロ,3,1,1,7,裏,エンゼルス
53,0000,9,スワンソン,中フライ,1,1,1,8,表,ブレーブス
54,1000,1,インシアルテ,二ゴロ,2,1,1,8,表,ブレーブス
55,2000,2,フィリップス,二ゴロ,3,1,1,8,表,ブレーブス
56,0000,9,ヤング,右本塁打,0,2,1,8,裏,エンゼルス
57,0000,1,シモンズ,投失策,0,2,1,8,裏,エンゼルス
58,0100,2,カルフーン,二フライ,1,2,1,8,裏,エンゼルス
59,1100,3,プホルス,空振り三振,2,2,1,8,裏,エンゼルス
60,2010,4,マルテ,空振り三振,3,2,1,8,裏,エンゼルス
61,0000,3,マーケーキス,中ライナー,1,2,1,9,表,ブレーブス
62,1000,4,ケンプ,中安打,1,2,1,9,表,ブレーブス
63,1100,5,フラワーズ,遊ゴロ,2,2,1,9,表,ブレーブス
64,2010,6,ルイス,空振り三振,3,2,1,9,表,ブレーブス
