,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,スプリンガー,二安打,0,0,0,1,表,アストロズ
1,0010,2,ブレグマン,三ゴロ,1,0,0,1,表,アストロズ
2,1010,3,アルテューベ,右安打,1,0,0,1,表,アストロズ
3,1101,4,グリエル,右併殺,3,0,0,1,表,アストロズ
4,0000,1,ガードナー,右本塁打,0,1,0,1,裏,ヤンキース
5,0000,2,ジャッジ,三ゴロ,1,1,0,1,裏,ヤンキース
6,1000,3,バード,左二塁打,1,1,0,1,裏,ヤンキース
7,1010,4,スタントン,二ゴロ,2,1,0,1,裏,ヤンキース
8,2001,5,サンチェス,空振り三振,3,1,0,1,裏,ヤンキース
9,0000,5,ギャティス,左本塁打,0,1,1,2,表,アストロズ
10,0000,6,デービス,左フライ,1,1,1,2,表,アストロズ
11,1000,7,ゴンザレス,中安打,1,1,1,2,表,アストロズ
12,1100,8,スタッシ,二ゴロ,2,1,1,2,表,アストロズ
13,2010,9,ケンプ,一ゴロ,3,1,1,2,表,アストロズ
14,0000,6,グレゴリアス,空振り三振,1,1,1,2,裏,ヤンキース
15,1000,7,ヒックス,見逃し三振,2,1,1,2,裏,ヤンキース
16,2000,8,アンドゥハー,中二塁打,2,1,1,2,裏,ヤンキース
17,2001,9,トーリス,中安打,2,2,1,2,裏,ヤンキース
18,2100,1,ガードナー,二安打,2,2,1,2,裏,ヤンキース
19,2110,2,ジャッジ,四球,2,2,1,2,裏,ヤンキース
20,2111,3,バード,見逃し三振,3,2,1,2,裏,ヤンキース
21,0000,1,スプリンガー,遊ゴロ,1,2,1,3,表,アストロズ
22,1000,2,ブレグマン,一フライ,2,2,1,3,表,アストロズ
23,2000,3,アルテューベ,空振り三振,3,2,1,3,表,アストロズ
24,0000,4,スタントン,空振り三振,1,2,1,3,裏,ヤンキース
25,1000,5,サンチェス,投ゴロ,2,2,1,3,裏,ヤンキース
26,2000,6,グレゴリアス,中安打,2,2,1,3,裏,ヤンキース
