,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ベーダー,二安打,0,0,0,1,表,カージナルス
1,0100,2,Jマルティネス,右安打,0,0,0,1,表,カージナルス
2,0101,3,デヨング,左犠飛,1,0,1,1,表,カージナルス
3,1100,4,オズナ,左安打,1,0,1,1,表,カージナルス
4,1110,5,パーム,一ゴロ併殺,3,0,1,1,表,カージナルス
5,0000,1,リゾ,右安打,0,0,1,1,裏,カブス
6,0100,2,ブライアント,三ライナー,1,0,1,1,裏,カブス
7,1100,3,ヘイワード,中フライ,2,0,1,1,裏,カブス
8,2100,4,バエス,遊ゴロ,3,0,1,1,裏,カブス
9,0000,6,ガルシア,見逃し三振,1,0,1,2,表,カージナルス
10,1000,7,ムニョス,四球,1,0,1,2,表,カージナルス
11,1100,8,ペーニャ,左安打,1,0,1,2,表,カージナルス
12,1110,9,ガント,三振,2,0,1,2,表,カージナルス
13,2011,1,ベーダー,中フライ,3,0,1,2,表,カージナルス
14,0000,5,コントレラス,右安打,0,0,1,2,裏,カブス
15,0100,6,シュワバー,左ライナー,1,0,1,2,裏,カブス
16,1100,7,アルモラ,中フライ,2,0,1,2,裏,カブス
17,2100,8,ラッセル,二ゴロ,3,0,1,2,裏,カブス
18,0000,2,Jマルティネス,右フライ,1,0,1,3,表,カージナルス
19,1000,3,デヨング,中安打,1,0,1,3,表,カージナルス
20,1100,4,オズナ,遊フライ,2,0,1,3,表,カージナルス
21,2100,5,パーム,遊ライナー,3,0,1,3,表,カージナルス
22,0000,9,モンゴメリー,二ゴロ,1,0,1,3,裏,カブス
23,1000,1,リゾ,中安打,1,0,1,3,裏,カブス
24,1100,2,ブライアント,中フライ,2,0,1,3,裏,カブス
25,2100,3,ヘイワード,二ゴロ,3,0,1,3,裏,カブス
26,0000,6,ガルシア,三ゴロ,1,0,1,4,表,カージナルス
27,1000,7,ムニョス,三ゴロ,2,0,1,4,表,カージナルス
28,2000,8,ペーニャ,中ライナー,3,0,1,4,表,カージナルス
29,0000,4,バエス,右ライナー,1,0,1,4,裏,カブス
30,1000,5,コントレラス,四球,1,0,1,4,裏,カブス
31,1100,6,シュワバー,中フライ,2,0,1,4,裏,カブス
32,2010,7,アルモラ,四球,2,0,1,4,裏,カブス
33,2110,8,ラッセル,投ゴロ,3,0,1,4,裏,カブス
34,0000,9,ガント,遊ゴロ,1,0,1,5,表,カージナルス
35,1000,1,ベーダー,遊ゴロ,2,0,1,5,表,カージナルス
36,2000,2,Jマルティネス,三ゴロ,3,0,1,5,表,カージナルス
37,0000,9,モンゴメリー,空振り三振,1,0,1,5,裏,カブス
38,1000,1,リゾ,中安打,1,0,1,5,裏,カブス
39,1100,2,ブライアント,四球,1,0,1,5,裏,カブス
40,1110,3,ヘイワード,中フライ,2,0,1,5,裏,カブス
41,2110,4,バエス,空振り三振,3,0,1,5,裏,カブス
42,0000,3,デヨング,遊ゴロ,1,0,1,6,表,カージナルス
43,1000,4,オズナ,見逃し三振,2,0,1,6,表,カージナルス
44,2000,5,パーム,四球,2,0,1,6,表,カージナルス
45,2100,6,ガルシア,二フライ,3,0,1,6,表,カージナルス
46,0000,5,コントレラス,一邪飛,1,0,1,6,裏,カブス
47,1000,6,シュワバー,四球,1,0,1,6,裏,カブス
48,1100,7,アルモラ,中安打,1,0,1,6,裏,カブス
49,1110,8,ラッセル,遊失策,1,0,1,6,裏,カブス
50,1111,9,ラステラ,四球,1,1,1,6,裏,カブス
51,1111,1,リゾ,遊安打,1,2,1,6,裏,カブス
52,1111,2,ブライアント,三ゴロ,2,3,1,6,裏,カブス
53,2101,3,ヘイワード,遊ゴロ,3,3,1,6,裏,カブス
54,0000,7,ムニョス,遊ゴロ,1,3,1,7,表,カージナルス
55,1000,8,ペーニャ,投ゴロ,2,3,1,7,表,カージナルス
56,2000,9,カーペンター,中本塁打,2,3,2,7,表,カージナルス
57,2000,1,ベーダー,四球,2,3,2,7,表,カージナルス
58,2100,2,ウォン,空振り三振,3,3,2,7,表,カージナルス
59,0000,4,ゾブリスト,二ゴロ,1,3,2,7,裏,カブス
60,1000,5,コントレラス,四球,1,3,2,7,裏,カブス
61,1100,6,シュワバー,左ライナー,2,3,2,7,裏,カブス
62,2010,7,アルモラ,空振り三振,3,3,2,7,裏,カブス
63,0000,3,デヨング,投ゴロ,1,3,2,8,表,カージナルス
64,1000,4,オズナ,左フライ,2,3,2,8,表,カージナルス
65,2000,5,パーム,中安打,2,3,2,8,表,カージナルス
66,2100,6,モリーナ,四球,2,3,2,8,表,カージナルス
67,2110,7,ムニョス,右安打,2,3,3,8,表,カージナルス
68,2110,8,ペーニャ,空振り三振,3,3,3,8,表,カージナルス
69,0000,8,ラッセル,二ゴロ,1,3,3,8,裏,カブス
70,1000,9,ハップ,四球,1,3,3,8,裏,カブス
71,1100,1,リゾ,左フライ,2,3,3,8,裏,カブス
72,2100,2,ブライアント,左ライナー,3,3,3,8,裏,カブス
73,0000,9,カーペンター,四球,0,3,3,9,表,カージナルス
74,0100,1,ベーダー,四球,0,3,3,9,表,カージナルス
75,0110,2,ウォン,一ゴロ,1,3,3,9,表,カージナルス
76,1110,3,デヨング,左二塁打,1,3,4,9,表,カージナルス
77,1011,4,オズナ,敬遠,1,3,4,9,表,カージナルス
78,1111,5,パーム,右二塁打,1,3,6,9,表,カージナルス
79,1011,6,ファウラー,空振り三振,2,3,6,9,表,カージナルス
80,2011,7,ムニョス,空振り三振,3,3,6,9,表,カージナルス
81,0000,3,ヘイワード,右安打,0,3,6,9,裏,カブス
82,0100,4,ゾブリスト,遊フライ,1,3,6,9,裏,カブス
83,1100,5,コントレラス,投ゴロ併殺,3,3,6,9,裏,カブス
