,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ガードナー,死球,0,0,0,1,表,ヤンキース
1,0100,2,スタントン,二ゴロ併殺,2,0,0,1,表,ヤンキース
2,2000,3,グレゴリアス,三フライ,3,0,0,1,表,ヤンキース
3,0000,1,ベッツ,三ゴロ,1,0,0,1,裏,Rソックス
4,1000,2,ベニンテンディ,右二塁打,1,0,0,1,裏,Rソックス
5,1010,3,ピアース,左本塁打,1,2,0,1,裏,Rソックス
6,1000,4,マルティネス,右フライ,2,2,0,1,裏,Rソックス
7,2000,5,キンズラー,四球,2,2,0,1,裏,Rソックス
8,2010,6,ヌネス,中安打,2,3,0,1,裏,Rソックス
9,2100,7,ホルト,中ライナー,3,3,0,1,裏,Rソックス
10,0000,4,ヒックス,二ゴロ,1,3,0,2,表,ヤンキース
11,1000,5,トーリス,捕邪飛,2,3,0,2,表,ヤンキース
12,2000,6,バード,空振り三振,3,3,0,2,表,ヤンキース
13,0000,8,レオン,中フライ,1,3,0,2,裏,Rソックス
14,1000,9,ブラッドリー,見逃し三振,2,3,0,2,裏,Rソックス
15,2000,1,ベッツ,左二塁打,2,3,0,2,裏,Rソックス
16,2010,2,ベニンテンディ,四球,2,3,0,2,裏,Rソックス
17,2110,3,ピアース,遊ゴロ,3,3,0,2,裏,Rソックス
18,0000,7,アンドゥハー,左本塁打,0,3,1,3,表,ヤンキース
19,0000,8,ロマイン,一ゴロ,1,3,1,3,表,ヤンキース
20,1000,9,ウォーカー,見逃し三振,2,3,1,3,表,ヤンキース
21,2000,1,ガードナー,見逃し三振,3,3,1,3,表,ヤンキース
22,0000,4,マルティネス,三ゴロ,1,3,1,3,裏,Rソックス
23,1000,5,モアランド,中安打,1,3,1,3,裏,Rソックス
24,1100,6,ヌネス,三ゴロ,2,3,1,3,裏,Rソックス
25,2100,7,ホルト,二ゴロ,3,3,1,3,裏,Rソックス
26,0000,2,スタントン,中ライナー,1,3,1,4,表,ヤンキース
27,1000,3,グレゴリアス,中ライナー,2,3,1,4,表,ヤンキース
28,2000,4,ヒックス,中ライナー,3,3,1,4,表,ヤンキース
29,0000,8,レオン,遊ゴロ,1,3,1,4,裏,Rソックス
30,1000,9,ブラッドリー,見逃し三振,2,3,1,4,裏,Rソックス
31,2000,1,ベッツ,中ライナー,3,3,1,4,裏,Rソックス
32,0000,5,トーリス,空振り三振,1,3,1,5,表,ヤンキース
33,1000,6,バード,空振り三振,2,3,1,5,表,ヤンキース
34,2000,7,アンドゥハー,左フライ,3,3,1,5,表,ヤンキース
35,0000,2,ベニンテンディ,中フライ,1,3,1,5,裏,Rソックス
36,1000,3,ピアース,左ライナー,2,3,1,5,裏,Rソックス
37,2000,4,マルティネス,右二塁打,2,3,1,5,裏,Rソックス
38,2010,5,モアランド,中安打,2,4,1,5,裏,Rソックス
39,2100,6,ヌネス,遊フライ,3,4,1,5,裏,Rソックス
40,0000,8,ロマイン,二ゴロ,1,4,1,6,表,ヤンキース
41,1000,9,ウォーカー,空振り三振,2,4,1,6,表,ヤンキース
42,2000,1,ガードナー,一ゴロ,3,4,1,6,表,ヤンキース
43,0000,7,ホルト,右フライ,1,4,1,6,裏,Rソックス
44,1000,8,レオン,三ゴロ,2,4,1,6,裏,Rソックス
45,2000,9,ブラッドリー,四球,2,4,1,6,裏,Rソックス
46,2100,1,ベッツ,遊ゴロ,3,4,1,6,裏,Rソックス
47,0000,2,スタントン,見逃し三振,1,4,1,7,表,ヤンキース
48,1000,3,グレゴリアス,空振り三振,2,4,1,7,表,ヤンキース
49,2000,4,ヒックス,一ゴロ,3,4,1,7,表,ヤンキース
50,0000,2,ベニンテンディ,一ゴロ,1,4,1,7,裏,Rソックス
51,1000,3,ピアース,四球,1,4,1,7,裏,Rソックス
52,1100,4,マルティネス,遊ゴロ併殺,3,4,1,7,裏,Rソックス
53,0000,5,トーリス,空振り三振,1,4,1,8,表,ヤンキース
54,1000,6,バード,中フライ,2,4,1,8,表,ヤンキース
55,2000,7,アンドゥハー,三ゴロ,3,4,1,8,表,ヤンキース
56,0000,5,モアランド,空振り三振,1,4,1,8,裏,Rソックス
57,1000,6,ヌネス,三ゴロ,2,4,1,8,裏,Rソックス
58,2000,7,ホルト,中ライナー,3,4,1,8,裏,Rソックス
59,0000,8,ロマイン,中ライナー,1,4,1,9,表,ヤンキース
60,1000,9,ウォーカー,中フライ,2,4,1,9,表,ヤンキース
61,2000,1,ガードナー,遊ゴロ,3,4,1,9,表,ヤンキース
