,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,キプニス,右フライ,1,0,0,1,表,インディアンス
1,1000,2,リンドア,左本塁打,1,0,1,1,表,インディアンス
2,1000,3,ブラントリー,投失策,1,0,1,1,表,インディアンス
3,1010,4,サンタナ,二ゴロ,2,0,1,1,表,インディアンス
4,2001,5,エンカーナシオン,三ゴロ,3,0,1,1,表,インディアンス
5,0000,1,ハミルトン,左フライ,1,0,1,1,裏,レッズ
6,1000,2,コザート,投ゴロ,2,0,1,1,裏,レッズ
7,2000,3,ボット,中二塁打,2,0,1,1,裏,レッズ
8,2010,4,デュバル,右二塁打,2,1,1,1,裏,レッズ
9,2010,5,シェブラー,死球,2,1,1,1,裏,レッズ
10,2110,6,メゾラコ,空振り三振,3,1,1,1,裏,レッズ
11,0000,6,ラミレス,空振り三振,1,1,1,2,表,インディアンス
12,1000,7,ゴームズ,二ゴロ,2,1,1,2,表,インディアンス
13,2000,8,ロバートソン,中三塁打,2,1,1,2,表,インディアンス
14,2001,9,カラスコ,投ゴロ,3,1,1,2,表,インディアンス
15,0000,7,ジェネット,四球,0,1,1,2,裏,レッズ
16,0100,8,ペラザ,死球,0,1,1,2,裏,レッズ
17,0110,9,ギャレット,右二塁打,0,2,1,2,裏,レッズ
18,0011,1,ハミルトン,左安打,0,3,1,2,裏,レッズ
19,0001,2,コザート,遊フライ,2,3,1,2,裏,レッズ
20,2001,3,ボット,四球,2,3,1,2,裏,レッズ
21,2101,4,デュバル,三ゴロ,3,3,1,2,裏,レッズ
22,0000,1,キプニス,二ゴロ,1,3,1,3,表,インディアンス
23,1000,2,リンドア,四球,1,3,1,3,表,インディアンス
24,1100,3,ブラントリー,右二塁打,1,3,2,3,表,インディアンス
25,1001,4,サンタナ,左安打,1,3,3,3,表,インディアンス
26,1100,5,エンカーナシオン,左本塁打,1,3,5,3,表,インディアンス
27,1000,6,ラミレス,右フライ,2,3,5,3,表,インディアンス
28,2000,7,ゴームズ,中本塁打,2,3,6,3,表,インディアンス
29,2000,8,ロバートソン,三フライ,3,3,6,3,表,インディアンス
30,0000,5,シェブラー,四球,0,3,6,3,裏,レッズ
31,0100,6,メゾラコ,左フライ,1,3,6,3,裏,レッズ
32,1100,7,ジェネット,二ゴロ,2,3,6,3,裏,レッズ
33,2010,8,ペラザ,中フライ,3,3,6,3,裏,レッズ
34,0000,9,カラスコ,投フライ,1,3,6,4,表,インディアンス
35,1000,1,キプニス,空振り三振,2,3,6,4,表,インディアンス
36,2000,2,リンドア,三ゴロ,3,3,6,4,表,インディアンス
37,0000,9,ギャレット,三ゴロ,1,3,6,4,裏,レッズ
38,1000,1,ハミルトン,空振り三振,2,3,6,4,裏,レッズ
39,2000,2,コザート,中フライ,3,3,6,4,裏,レッズ
40,0000,3,ブラントリー,二ゴロ,1,3,6,5,表,インディアンス
41,1000,4,サンタナ,遊ゴロ,2,3,6,5,表,インディアンス
42,2000,5,エンカーナシオン,左本塁打,2,3,7,5,表,インディアンス
43,2000,6,ラミレス,二ゴロ,3,3,7,5,表,インディアンス
44,0000,3,ボット,一ゴロ,1,3,7,5,裏,レッズ
45,1000,4,デュバル,中ライナー,2,3,7,5,裏,レッズ
46,2000,5,シェブラー,一ゴロ,3,3,7,5,裏,レッズ
47,0000,7,ゴームズ,空振り三振,1,3,7,6,表,インディアンス
48,1000,8,ロバートソン,三ゴロ,2,3,7,6,表,インディアンス
49,2000,9,カラスコ,投フライ,3,3,7,6,表,インディアンス
50,0000,6,メゾラコ,空振り三振,1,3,7,6,裏,レッズ
51,1000,7,ジェネット,中二塁打,1,3,7,6,裏,レッズ
52,1010,8,ペラザ,空振り三振,2,3,7,6,裏,レッズ
53,2010,9,アルカンタラ,空振り三振,3,3,7,6,裏,レッズ
54,0000,1,キプニス,見逃し三振,1,3,7,7,表,インディアンス
55,1000,2,リンドア,左フライ,2,3,7,7,表,インディアンス
56,2000,3,ブラントリー,遊ゴロ,3,3,7,7,表,インディアンス
57,0000,1,ハミルトン,四球,0,3,7,7,裏,レッズ
58,0100,2,コザート,空振り三振,1,3,7,7,裏,レッズ
59,1100,3,ボット,中安打,1,3,7,7,裏,レッズ
60,1101,4,デュバル,中安打,1,4,7,7,裏,レッズ
61,1110,5,スアレス,右本塁打,1,7,7,7,裏,レッズ
62,1000,6,メゾラコ,一邪飛,2,7,7,7,裏,レッズ
63,2000,7,ジェネット,空振り三振,3,7,7,7,裏,レッズ
64,0000,4,ジマー,四球,0,7,7,8,表,インディアンス
65,0100,5,エンカーナシオン,三失策,0,7,7,8,表,インディアンス
66,0110,6,ラミレス,捕ゴロ,1,7,7,8,表,インディアンス
67,1110,7,ゴームズ,右フライ,2,7,7,8,表,インディアンス
68,2010,8,ロバートソン,敬遠,2,7,8,8,表,インディアンス
69,2110,9,ミラー,空振り三振,3,7,8,8,表,インディアンス
70,0000,8,ペラザ,左安打,0,7,8,8,裏,レッズ
71,0100,9,アルカンタラ,空振り三振,1,7,8,8,裏,レッズ
72,1100,1,ハミルトン,中フライ,2,7,8,8,裏,レッズ
73,2010,2,コザート,右安打,2,7,8,8,裏,レッズ
74,2000,1,キプニス,左フライ,1,7,8,8,裏,レッズ
75,1000,2,リンドア,二ライナー,2,7,8,8,裏,レッズ
76,2000,3,ブラントリー,四球,2,7,8,8,裏,レッズ
77,2100,4,ジマー,見逃し三振,3,7,8,8,裏,レッズ
78,0000,3,ボット,四球,0,7,8,9,表,インディアンス
79,0100,4,デュバル,空振り三振,1,7,8,9,表,インディアンス
80,1100,5,バーンハート,中安打,1,7,8,9,表,インディアンス
81,1110,6,メゾラコ,二フライ,2,7,8,9,表,インディアンス
82,2110,7,ジェネット,空振り三振,3,7,8,9,表,インディアンス
