,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ディートリッチ,空振り三振,1,0,0,1,表,マーリンズ
1,1000,2,リアルミュート,捕打撃妨害,1,0,0,1,表,マーリンズ
2,1100,3,カストロ,右フライ,2,0,0,1,表,マーリンズ
3,2100,4,ボア,右二塁打,2,0,1,1,表,マーリンズ
4,2010,5,アンダーソン,左安打,2,0,1,1,表,マーリンズ
5,2101,6,シャック,捕邪飛,3,0,1,1,表,マーリンズ
6,0000,1,ケーン,中フライ,1,0,1,1,裏,ブリュワーズ
7,1000,2,イエリチ,見逃し三振,2,0,1,1,裏,ブリュワーズ
8,2000,3,ブラウン,三ゴロ,3,0,1,1,裏,ブリュワーズ
9,0000,7,ブリンソン,死球,0,0,1,2,表,マーリンズ
10,0100,8,リベラ,遊ゴロ,1,0,1,2,表,マーリンズ
11,1010,9,スミス,三犠打,2,0,1,2,表,マーリンズ
12,2001,1,ディートリッチ,一ゴロ,3,0,1,2,表,マーリンズ
13,0000,4,ショー,空振り三振,1,0,1,2,裏,ブリュワーズ
14,1000,5,アギュラー,空振り三振,2,0,1,2,裏,ブリュワーズ
15,2000,6,ペレス,左ライナー,3,0,1,2,裏,ブリュワーズ
16,0000,2,リアルミュート,三安打,0,0,1,3,表,マーリンズ
17,0100,3,カストロ,空振り三振,1,0,1,3,表,マーリンズ
18,1100,4,ボア,一ゴロ併殺,3,0,1,3,表,マーリンズ
19,0000,7,ソガード,空振り三振,1,0,1,3,裏,ブリュワーズ
20,1000,8,ノッティンガム,空振り三振,2,0,1,3,裏,ブリュワーズ
21,2000,9,ゲラ,空振り三振,3,0,1,3,裏,ブリュワーズ
22,0000,5,アンダーソン,空振り三振,1,0,1,4,表,マーリンズ
23,1000,6,シャック,二ゴロ,2,0,1,4,表,マーリンズ
24,2000,7,ブリンソン,投ゴロ,3,0,1,4,表,マーリンズ
25,0000,1,ケーン,右安打,0,0,1,4,裏,ブリュワーズ
26,0100,2,イエリチ,中本塁打,0,2,1,4,裏,ブリュワーズ
27,0000,3,ブラウン,遊ライナー,1,2,1,4,裏,ブリュワーズ
28,1000,4,ショー,見逃し三振,2,2,1,4,裏,ブリュワーズ
29,2000,5,アギュラー,中フライ,3,2,1,4,裏,ブリュワーズ
30,0000,8,リベラ,右フライ,1,2,1,5,表,マーリンズ
31,1000,9,スミス,空振り三振,2,2,1,5,表,マーリンズ
32,2000,1,ディートリッチ,一ゴロ,3,2,1,5,表,マーリンズ
33,0000,6,ペレス,空振り三振,1,2,1,5,裏,ブリュワーズ
34,1000,7,ソガード,一ゴロ,2,2,1,5,裏,ブリュワーズ
35,2000,8,ノッティンガム,右フライ,3,2,1,5,裏,ブリュワーズ
36,0000,2,リアルミュート,右安打,0,2,1,6,表,マーリンズ
37,0100,3,カストロ,中安打,0,2,1,6,表,マーリンズ
38,0110,4,ボア,四球,0,2,1,6,表,マーリンズ
39,0111,5,アンダーソン,空振り三振,1,2,1,6,表,マーリンズ
40,1111,6,シャック,三邪飛,2,2,1,6,表,マーリンズ
41,2111,7,ブリンソン,空振り三振,3,2,1,6,表,マーリンズ
42,0000,9,サンタナ,空振り三振,1,2,1,6,裏,ブリュワーズ
43,1000,1,ケーン,右邪飛,2,2,1,6,裏,ブリュワーズ
44,2000,2,イエリチ,空振り三振,3,2,1,6,裏,ブリュワーズ
45,0000,8,リベラ,空振り三振,1,2,1,7,表,マーリンズ
46,1000,9,テリス,捕邪飛,2,2,1,7,表,マーリンズ
47,2000,1,ディートリッチ,空振り三振,3,2,1,7,表,マーリンズ
48,0000,3,ブラウン,空振り三振,1,2,1,7,裏,ブリュワーズ
49,1000,4,ショー,四球,1,2,1,7,裏,ブリュワーズ
50,1100,5,アギュラー,右安打,1,2,1,7,裏,ブリュワーズ
51,1110,6,ペレス,空振り三振,2,2,1,7,裏,ブリュワーズ
52,2110,7,ソガード,四球,2,2,1,7,裏,ブリュワーズ
53,2111,8,テムズ,一失策,2,3,1,7,裏,ブリュワーズ
54,2111,9,バンディ,三ゴロ,3,3,1,7,裏,ブリュワーズ
55,0000,2,リアルミュート,四球,0,3,1,8,表,マーリンズ
56,0010,3,カストロ,見逃し三振,1,3,1,8,表,マーリンズ
57,1010,4,ボア,右安打,1,3,2,8,表,マーリンズ
58,1100,5,アンダーソン,中併殺,3,3,2,8,表,マーリンズ
59,0000,1,ケーン,四球,0,3,2,8,裏,ブリュワーズ
60,0010,2,イエリチ,空振り三振,1,3,2,8,裏,ブリュワーズ
61,1010,3,ブラウン,空振り三振,2,3,2,8,裏,ブリュワーズ
62,2010,4,ショー,敬遠,2,3,2,8,裏,ブリュワーズ
63,2110,5,アギュラー,左安打,2,4,2,8,裏,ブリュワーズ
64,2110,6,ペレス,中フライ,3,4,2,8,裏,ブリュワーズ
65,0000,6,ロハス,見逃し三振,1,4,2,9,表,マーリンズ
66,1000,7,ブリンソン,空振り三振,2,4,2,9,表,マーリンズ
67,2000,8,メイビン,右フライ,3,4,2,9,表,マーリンズ
