,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,リンドア,空振り三振,1,0,0,1,表,インディアンス
1,1000,2,ジャクソン,見逃し三振,2,0,0,1,表,インディアンス
2,2000,3,ラミレス,右二塁打,2,0,0,1,表,インディアンス
3,2010,4,エンカーナシオン,四球,2,0,0,1,表,インディアンス
4,2110,5,ブルース,遊フライ,3,0,0,1,表,インディアンス
5,0000,1,フィリップス,空振り三振,1,0,0,1,裏,エンゼルス
6,1000,2,トラウト,二フライ,2,0,0,1,裏,エンゼルス
7,2000,3,アップトン,中二塁打,2,0,0,1,裏,エンゼルス
8,2010,4,プホルス,空振り三振,3,0,0,1,裏,エンゼルス
9,0000,6,サンタナ,右二塁打,0,0,0,2,表,インディアンス
10,0010,7,キプニス,中二塁打,0,0,1,2,表,インディアンス
11,0010,8,ペレス,三ゴロ,1,0,1,2,表,インディアンス
12,1010,9,アーシェラ,一ライナー,2,0,1,2,表,インディアンス
13,2010,1,リンドア,右フライ,3,0,1,2,表,インディアンス
14,0000,5,カルフーン,右二塁打,0,0,1,2,裏,エンゼルス
15,0010,6,シモンズ,中安打,0,0,1,2,裏,エンゼルス
16,0101,7,バルブエナ,空振り三振,1,0,1,2,裏,エンゼルス
17,1101,8,クロン,左安打,1,1,1,2,裏,エンゼルス
18,1110,9,マルドナド,一ゴロ,2,1,1,2,裏,エンゼルス
19,2011,1,フィリップス,遊ゴロ,3,1,1,2,裏,エンゼルス
20,0000,2,ジャクソン,右フライ,1,1,1,3,表,インディアンス
21,1000,3,ラミレス,一ゴロ,2,1,1,3,表,インディアンス
22,2000,4,エンカーナシオン,中ライナー,3,1,1,3,表,インディアンス
23,0000,2,トラウト,三ゴロ,1,1,1,3,裏,エンゼルス
24,1000,3,アップトン,中安打,1,1,1,3,裏,エンゼルス
25,1100,4,プホルス,三ゴロ併殺,3,1,1,3,裏,エンゼルス
26,0000,5,ブルース,中安打,0,1,1,4,表,インディアンス
27,0100,6,サンタナ,四球,0,1,1,4,表,インディアンス
28,0110,7,キプニス,三ゴロ,1,1,1,4,表,インディアンス
29,1101,8,ペレス,空振り三振,2,1,1,4,表,インディアンス
30,2101,9,アーシェラ,左二塁打,2,1,2,4,表,インディアンス
31,2011,1,リンドア,敬遠,2,1,2,4,表,インディアンス
32,2111,2,ジャクソン,三ゴロ,3,1,2,4,表,インディアンス
33,0000,5,カルフーン,空振り三振,1,1,2,4,裏,エンゼルス
34,1000,6,シモンズ,見逃し三振,2,1,2,4,裏,エンゼルス
35,2000,7,バルブエナ,二ゴロ,3,1,2,4,裏,エンゼルス
36,0000,3,ラミレス,一ゴロ,1,1,2,5,表,インディアンス
37,1000,4,エンカーナシオン,空振り三振,2,1,2,5,表,インディアンス
38,2000,5,ブルース,中ライナー,3,1,2,5,表,インディアンス
39,0000,8,クロン,左本塁打,0,2,2,5,裏,エンゼルス
40,0000,9,マルドナド,遊フライ,1,2,2,5,裏,エンゼルス
41,1000,1,フィリップス,左二塁打,1,2,2,5,裏,エンゼルス
42,1010,2,トラウト,左フライ,2,2,2,5,裏,エンゼルス
43,2010,3,アップトン,遊ゴロ,3,2,2,5,裏,エンゼルス
44,0000,6,サンタナ,空振り三振,1,2,2,6,表,インディアンス
45,1000,7,キプニス,右フライ,2,2,2,6,表,インディアンス
46,2000,8,ペレス,左フライ,3,2,2,6,表,インディアンス
47,0000,4,プホルス,二フライ,1,2,2,6,裏,エンゼルス
48,1000,5,カルフーン,四球,1,2,2,6,裏,エンゼルス
49,1100,6,シモンズ,遊ゴロ併殺,3,2,2,6,裏,エンゼルス
50,0000,9,アーシェラ,中安打,0,2,2,7,表,インディアンス
51,0100,1,リンドア,中本塁打,0,2,4,7,表,インディアンス
52,0000,2,ジャクソン,右安打,0,2,4,7,表,インディアンス
53,0100,3,ラミレス,空振り三振,1,2,4,7,表,インディアンス
54,1010,4,エンカーナシオン,左安打,1,2,5,7,表,インディアンス
55,1100,5,ブルース,左フライ,2,2,5,7,表,インディアンス
56,2100,6,サンタナ,右安打,2,2,5,7,表,インディアンス
57,2110,7,キプニス,二安打,2,2,5,7,表,インディアンス
58,2111,8,ペレス,三ゴロ,3,2,5,7,表,インディアンス
59,0000,7,ペニントン,空振り三振,1,2,5,7,裏,エンゼルス
60,1000,8,クロン,投ゴロ,2,2,5,7,裏,エンゼルス
61,2000,9,リビア,二安打,2,2,5,7,裏,エンゼルス
62,2100,1,フィリップス,右二塁打,2,2,5,7,裏,エンゼルス
63,2010,2,トラウト,右二塁打,2,4,5,7,裏,エンゼルス
64,2010,3,アップトン,三ゴロ,3,4,5,7,裏,エンゼルス
65,0000,9,アーシェラ,一邪飛,1,4,5,8,表,インディアンス
66,1000,1,リンドア,一ゴロ,2,4,5,8,表,インディアンス
67,2000,2,ジャクソン,中二塁打,2,4,5,8,表,インディアンス
68,2010,3,ラミレス,左安打,2,4,6,8,表,インディアンス
69,2000,4,プホルス,中本塁打,0,5,6,8,表,インディアンス
70,0000,5,カルフーン,四球,0,5,6,8,表,インディアンス
71,0100,6,シモンズ,中フライ,1,5,6,8,表,インディアンス
72,1100,7,ペニントン,空振り三振,2,5,6,8,表,インディアンス
73,2100,8,クロン,二フライ,3,5,6,8,表,インディアンス
74,0000,4,エンカーナシオン,遊フライ,1,5,6,8,裏,エンゼルス
75,1000,5,ブルース,遊ライナー,2,5,6,8,裏,エンゼルス
76,2000,6,サンタナ,見逃し三振,3,5,6,8,裏,エンゼルス
77,0000,9,ヤング,空振り三振,1,5,6,9,表,インディアンス
78,1000,1,フィリップス,三ゴロ,2,5,6,9,表,インディアンス
79,2000,2,トラウト,空振り三振,3,5,6,9,表,インディアンス
