,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ヘイズ,四球,0,0,0,1,表,オリオールズ
1,0100,2,スクープ,中フライ,1,0,0,1,表,オリオールズ
2,1000,3,マチャド,見逃し三振,3,0,0,1,表,オリオールズ
3,0000,1,フレージャー,右安打,0,0,0,1,裏,パイレーツ
4,0100,2,マルテ,見逃し三振,1,0,0,1,裏,パイレーツ
5,1100,3,マカチェン,中安打,1,0,0,1,裏,パイレーツ
6,1101,4,ベル,左安打,1,1,0,1,裏,パイレーツ
7,1110,5,フリース,一ゴロ併殺,3,1,0,1,裏,パイレーツ
8,0000,4,アルバレス,右安打,0,1,0,2,表,オリオールズ
9,0100,5,マンシーニ,三安打,0,1,0,2,表,オリオールズ
10,0110,6,シスコ,左二塁打,0,1,1,2,表,オリオールズ
11,0011,7,ハーディ,三ゴロ,1,1,2,2,表,オリオールズ
12,1001,8,サンタンダー,中二塁打,1,1,3,2,表,オリオールズ
13,1010,9,イノア,投ゴロ,2,1,3,2,表,オリオールズ
14,2010,1,ヘイズ,空振り三振,3,1,3,2,表,オリオールズ
15,0000,6,ポランコ,右本塁打,0,2,3,2,裏,パイレーツ
16,0000,7,ディアス,空振り三振,1,2,3,2,裏,パイレーツ
17,1000,8,ロドリゲス,三ゴロ,2,2,3,2,裏,パイレーツ
18,2000,9,クール,空振り三振,3,2,3,2,裏,パイレーツ
19,0000,2,スクープ,左ライナー,1,2,3,3,表,オリオールズ
20,1000,3,マチャド,空振り三振,2,2,3,3,表,オリオールズ
21,2000,4,アルバレス,一ゴロ,3,2,3,3,表,オリオールズ
22,0000,1,フレージャー,中フライ,1,2,3,3,裏,パイレーツ
23,1000,2,マルテ,遊ゴロ,2,2,3,3,裏,パイレーツ
24,2000,3,マカチェン,四球,2,2,3,3,裏,パイレーツ
25,2100,4,ベル,右本塁打,2,4,3,3,裏,パイレーツ
26,2000,5,フリース,右フライ,3,4,3,3,裏,パイレーツ
27,0000,5,マンシーニ,中フライ,1,4,3,4,表,オリオールズ
28,1000,6,シスコ,死球,1,4,3,4,表,オリオールズ
29,1100,7,ハーディ,見逃し三振,2,4,3,4,表,オリオールズ
30,2100,8,サンタンダー,右安打,2,4,3,4,表,オリオールズ
31,2101,9,トランボ,空振り三振,3,4,3,4,表,オリオールズ
32,0000,6,ポランコ,投ゴロ,1,4,3,4,裏,パイレーツ
33,1000,7,ディアス,投ゴロ,2,4,3,4,裏,パイレーツ
34,2000,8,ロドリゲス,右ライナー,3,4,3,4,裏,パイレーツ
35,0000,1,ヘイズ,左安打,0,4,3,5,表,オリオールズ
36,0100,2,スクープ,遊ゴロ,1,4,3,5,表,オリオールズ
37,1100,3,マチャド,三ゴロ併殺,3,4,3,5,表,オリオールズ
38,0000,9,クール,捕ゴロ,1,4,3,5,裏,パイレーツ
39,1000,1,フレージャー,一ゴロ,2,4,3,5,裏,パイレーツ
40,2000,2,マルテ,左安打,2,4,3,5,裏,パイレーツ
41,2010,3,マカチェン,四球,2,4,3,5,裏,パイレーツ
42,2110,4,ベル,見逃し三振,3,4,3,5,裏,パイレーツ
43,0000,4,アルバレス,右安打,0,4,3,6,表,オリオールズ
44,0100,5,マンシーニ,中安打,0,4,3,6,表,オリオールズ
45,0110,6,シスコ,左フライ,1,4,3,6,表,オリオールズ
46,1110,7,ハーディ,左フライ,2,4,3,6,表,オリオールズ
47,2110,8,サンタンダー,右フライ,3,4,3,6,表,オリオールズ
48,0000,5,フリース,投ゴロ,1,4,3,6,裏,パイレーツ
49,1000,6,ポランコ,空振り三振,2,4,3,6,裏,パイレーツ
50,2000,7,ディアス,見逃し三振,3,4,3,6,裏,パイレーツ
51,0000,9,スミス,左安打,0,4,3,7,表,オリオールズ
52,0100,1,ヘイズ,中フライ,1,4,3,7,表,オリオールズ
53,1100,2,スクープ,捕ゴロ,2,4,3,7,表,オリオールズ
54,2010,3,マチャド,三ゴロ,3,4,3,7,表,オリオールズ
55,0000,8,ロドリゲス,右二塁打,0,4,3,7,裏,パイレーツ
56,0010,9,モロフ,空振り三振,1,4,3,7,裏,パイレーツ
57,1010,1,フレージャー,二ゴロ,2,4,3,7,裏,パイレーツ
58,2001,2,マルテ,遊安打,2,5,3,7,裏,パイレーツ
59,2100,3,マカチェン,空振り三振,3,5,3,7,裏,パイレーツ
60,0000,4,アルバレス,投ゴロ,1,5,3,8,表,オリオールズ
61,1000,5,マンシーニ,空振り三振,2,5,3,8,表,オリオールズ
62,2000,6,シスコ,空振り三振,3,5,3,8,表,オリオールズ
63,0000,4,ベル,中安打,0,5,3,8,裏,パイレーツ
64,0100,5,オズナ,三ゴロ併殺,2,5,3,8,裏,パイレーツ
65,2000,6,ポランコ,遊ゴロ,3,5,3,8,裏,パイレーツ
66,0000,7,ハーディ,遊ゴロ,1,5,3,9,表,オリオールズ
67,1000,8,サンタンダー,右二塁打,1,5,3,9,表,オリオールズ
68,1010,9,カスティーヨ,空振り三振,2,5,3,9,表,オリオールズ
69,2010,1,ヘイズ,中フライ,3,5,3,9,表,オリオールズ
