,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ファウラー,左二塁打,0,0,0,1,表,カージナルス
1,0010,2,ディアス,一フライ,1,0,0,1,表,カージナルス
2,1001,3,モリーナ,中犠飛,2,0,1,1,表,カージナルス
3,2000,4,ピスコティ,中フライ,3,0,1,1,表,カージナルス
4,0000,1,イートン,中フライ,1,0,1,1,裏,ナショナルズ
5,1000,2,ディフォ,一ゴロ,2,0,1,1,裏,ナショナルズ
6,2000,3,ハーパー,四球,2,0,1,1,裏,ナショナルズ
7,2100,4,マーフィー,左ライナー,3,0,1,1,裏,ナショナルズ
8,0000,5,ジャーコ,左安打,0,0,1,2,表,カージナルス
9,0100,6,ペラルタ,左フライ,1,0,1,2,表,カージナルス
10,1100,7,グリチェク,見逃し三振,2,0,1,2,表,カージナルス
11,2100,8,Jマルティネス,中安打,2,0,1,2,表,カージナルス
12,2101,9,リン,遊ゴロ,3,0,1,2,表,カージナルス
13,0000,5,ジマーマン,空振り三振,1,0,1,2,裏,ナショナルズ
14,1000,6,ワース,見逃し三振,2,0,1,2,裏,ナショナルズ
15,2000,7,ドルー,左フライ,3,0,1,2,裏,ナショナルズ
16,0000,1,ファウラー,遊ゴロ,1,0,1,3,表,カージナルス
17,1000,2,ディアス,中安打,1,0,1,3,表,カージナルス
18,1100,3,モリーナ,死球,1,0,1,3,表,カージナルス
19,1110,4,ピスコティ,空振り三振,2,0,1,3,表,カージナルス
20,2110,5,ジャーコ,三フライ,3,0,1,3,表,カージナルス
21,0000,8,ウィータース,見逃し三振,1,0,1,3,裏,ナショナルズ
22,1000,9,ゴンザレス,四球,1,0,1,3,裏,ナショナルズ
23,1100,1,イートン,遊失策,1,0,1,3,裏,ナショナルズ
24,1110,2,ディフォ,空振り三振,2,0,1,3,裏,ナショナルズ
25,2110,3,ハーパー,四球,2,0,1,3,裏,ナショナルズ
26,2111,4,マーフィー,右安打,2,2,1,3,裏,ナショナルズ
27,2101,5,ジマーマン,右フライ,3,2,1,3,裏,ナショナルズ
28,0000,6,ペラルタ,左フライ,1,2,1,4,表,カージナルス
29,1000,7,グリチェク,右本塁打,1,2,2,4,表,カージナルス
30,1000,8,Jマルティネス,三安打,1,2,2,4,表,カージナルス
31,1100,9,リン,捕犠打,2,2,2,4,表,カージナルス
32,2010,1,ファウラー,見逃し三振,3,2,2,4,表,カージナルス
33,0000,6,ワース,左本塁打,0,3,2,4,裏,ナショナルズ
34,0000,7,ドルー,二ゴロ,1,3,2,4,裏,ナショナルズ
35,1000,8,ウィータース,右本塁打,1,4,2,4,裏,ナショナルズ
36,1000,9,ゴンザレス,中ライナー,2,4,2,4,裏,ナショナルズ
37,2000,1,イートン,中安打,2,4,2,4,裏,ナショナルズ
38,2100,2,ディフォ,左フライ,3,4,2,4,裏,ナショナルズ
39,0000,2,ディアス,左ライナー,1,4,2,5,表,カージナルス
40,1000,3,モリーナ,左フライ,2,4,2,5,表,カージナルス
41,2000,4,ピスコティ,空振り三振,3,4,2,5,表,カージナルス
42,0000,3,ハーパー,四球,0,4,2,5,裏,ナショナルズ
43,0100,4,マーフィー,右本塁打,0,6,2,5,裏,ナショナルズ
44,0000,5,ジマーマン,遊ゴロ,1,6,2,5,裏,ナショナルズ
45,1000,6,ワース,遊ライナー,2,6,2,5,裏,ナショナルズ
46,2000,7,ドルー,投ゴロ,3,6,2,5,裏,ナショナルズ
47,0000,5,ジャーコ,右フライ,1,6,2,6,表,カージナルス
48,1000,6,ペラルタ,空振り三振,2,6,2,6,表,カージナルス
49,2000,7,グリチェク,見逃し三振,3,6,2,6,表,カージナルス
50,0000,8,ウィータース,左二塁打,0,6,2,6,裏,ナショナルズ
51,0010,9,ゴンザレス,投ゴロ,1,6,2,6,裏,ナショナルズ
52,1100,1,イートン,投ゴロ,2,6,2,6,裏,ナショナルズ
53,2100,2,ディフォ,右安打,2,6,2,6,裏,ナショナルズ
54,2101,3,ハーパー,遊ゴロ,3,6,2,6,裏,ナショナルズ
55,0000,8,Jマルティネス,三ゴロ,1,6,2,7,表,カージナルス
56,1000,9,ガルシア,遊ゴロ,2,6,2,7,表,カージナルス
57,2000,1,ファウラー,右フライ,3,6,2,7,表,カージナルス
58,0000,4,マーフィー,右二塁打,0,6,2,7,裏,ナショナルズ
59,0010,5,ジマーマン,遊安打,0,6,2,7,裏,ナショナルズ
60,0010,6,ワース,捕フライ,1,7,2,7,裏,ナショナルズ
61,1010,7,レンドン,空振り三振,2,7,2,7,裏,ナショナルズ
62,2010,8,ウィータース,死球,2,7,2,7,裏,ナショナルズ
63,2110,9,ヘイシー,遊ゴロ,3,7,2,7,裏,ナショナルズ
64,0000,2,ディアス,左本塁打,0,7,3,8,表,カージナルス
65,0000,3,モリーナ,三ライナー,1,7,3,8,表,カージナルス
66,1000,4,ピスコティ,三ゴロ,2,7,3,8,表,カージナルス
67,2000,5,ジャーコ,空振り三振,3,7,3,8,表,カージナルス
68,0000,1,イートン,遊フライ,1,7,3,8,裏,ナショナルズ
69,1000,2,ディフォ,二ゴロ,2,7,3,8,裏,ナショナルズ
70,2000,3,ハーパー,左二塁打,2,7,3,8,裏,ナショナルズ
71,2010,4,マーフィー,中二塁打,2,8,3,8,裏,ナショナルズ
72,2010,5,ジマーマン,中ライナー,3,8,3,8,裏,ナショナルズ
73,0000,6,カーペンター,四球,0,8,3,9,表,カージナルス
74,0100,7,グリチェク,遊ゴロ併殺,2,8,3,9,表,カージナルス
75,2000,8,Jマルティネス,二ゴロ,3,8,3,9,表,カージナルス
